id,titolarita,quota_minuti_2025_26,ballottaggio_con,rigorista,fonte_rigorista,calci_piazzati,corner,stato,rientro_stimato,fascia,nota_listone,consiglio_sos,accoppiata
6398,,0.47,,0,derivato_da_rigori_calciati_2025-26,,,,,Scomm.,Bonus,Subentrante,Roma Fiorentina Torino
6403,,0.025,,0,derivato_da_rigori_calciati_2025-26,,,,,R,,,Cagliari Como Lazio
6410,,0.18,,0,derivato_da_rigori_calciati_2025-26,,,,,,Inaffidabile,,Parma Bologna Fiorentina
6415,,,,,,,,,,3° Fascia,Scommessa,,Atalanta Como Napoli
6424,,0.554,,0,derivato_da_rigori_calciati_2025-26,,,,,,aggiunto dal listone ufficiale del 7 settembre 2026,,
6426,,0.628,,0,derivato_da_rigori_calciati_2025-26,,,,,,aggiunto dal listone ufficiale del 7 settembre 2026,,
6434,,0.841,,2,derivato_da_rigori_calciati_2025-26,,,,,Scomm.,Affidabile,Titolare,Torino Genoa Roma
6435,,0.521,,0,derivato_da_rigori_calciati_2025-26,,,,,Scomm.,Bonus,Subentrante,"Frosinone, Bologna Cagliari"
6462,,0.765,,0,derivato_da_rigori_calciati_2025-26,,,,,2° Fascia B,Mod.,Infortuni,Genoa Lecce Milan
6482,,,,0,derivato_da_rigori_calciati_2025-26,,,,,2° Fascia B,Mod.,Titolare,Roma Genoa Torino
6485,,0.726,,0,derivato_da_rigori_calciati_2025-26,,,,,Quarta,Inaffidabile,Cartellini,Frosinone Bologna Cagliari
6495,,0.496,,0,derivato_da_rigori_calciati_2025-26,,,,,titolare,Cartellini,Mod.,Juventus Lazio Lecce
6496,,0.715,,0,derivato_da_rigori_calciati_2025-26,,,,,Terza,Mod.,,Inter Parma Cagliari
6503,,,,,,,,,,,Scommessa,Subentrante,Milan Sassuolo Juventus
6506,,0.009,,0,derivato_da_rigori_calciati_2025-26,,,,,,,,Atalanta Como Napoli
6519,,0.196,,2,derivato_da_rigori_calciati_2025-26,,,,,,Subentrante,,Inter Parma Cagliari
6523,,,,0,derivato_da_rigori_calciati_2025-26,,,,,,aggiunto dal listone ufficiale del 7 settembre 2026,,
6530,,,,,,,,,,Quarta,Bonus,,Atalanta Como Napoli
6531,,0.012,,0,derivato_da_rigori_calciati_2025-26,,,,,Semi-Top,,Cartellini,Cagliari Como Lazio
6534,,,,,,,,,,2° Fascia C,Scommessa,,Juventus Lazio Lecce
6537,,0.122,,0,derivato_da_rigori_calciati_2025-26,,,,,Scommessa,,,Lecce Venezia Atalanta
6549,,0.778,,0,derivato_da_rigori_calciati_2025-26,,,,,Titolare,Bonus,Inaffidabile,Parma Bologna Fiorentina
6556,,0.325,,0,derivato_da_rigori_calciati_2025-26,,,,,Scomm.,Subentrante,,Roma Fiorentina Torino
6569,,,,,,,,,,R,,,Juventus Bologna Como
6572,,0.696,,0,derivato_da_rigori_calciati_2025-26,,,,,Scomm.,Subentrante,Bonus,Lazio Napoli Juventus
6592,,,,,,,,,,,Scommessa,Bonus,Lecce Venezia Atalanta
6593,,0.421,,0,derivato_da_rigori_calciati_2025-26,,,,,Titolare,Affidabile,,Lecce Venezia Atalanta
6598,,,,,,,,,,,aggiunto dal listone ufficiale del 7 settembre 2026,,
6601,,,,,,,,,,,,,Fiorentina Frosinone Genoa
6618,,,,0,derivato_da_rigori_calciati_2025-26,,,,,Scomm.,Scommessa,,Inter Parma Cagliari
6629,,0.339,,0,derivato_da_rigori_calciati_2025-26,,,,,,Bonus,Scommessa,Roma Fiorentina Torino
6631,,0.313,,0,derivato_da_rigori_calciati_2025-26,,,,,Scommessa,Cartellini,,Lazio Napoli Juventus
6632,,0.534,,0,derivato_da_rigori_calciati_2025-26,,,,,Quarta,Mod.,Infortuni,Parma Bologna Fiorentina
6638,,,,,,,,,,jolly,Inaffidabile,Scommessa,Roma Bologna Frosinone
6640,,0.116,,0,derivato_da_rigori_calciati_2025-26,,,,,,Scommessa,Bonus,Atalanta Fiorentina Venezia
6641,,0.526,,0,derivato_da_rigori_calciati_2025-26,,,,,,aggiunto dal listone ufficiale del 7 settembre 2026,,
6642,,0.904,,0,derivato_da_rigori_calciati_2025-26,,,,,Quarta,Titolare,Mod.,Juventus Lazio Lecce
6643,,0.23,,0,derivato_da_rigori_calciati_2025-26,,,,,,aggiunto dal listone ufficiale del 7 settembre 2026,,
6646,,0.555,,0,derivato_da_rigori_calciati_2025-26,,,,,Quarta,Bonus,Scommessa,Juventus Lazio Lecce
6650,,,,0,derivato_da_rigori_calciati_2025-26,,,,,R,,,Atalanta Fiorentina Venezia
6659,,,,,,,,,,titolare,Inaffidabile,Cartellini,Lecce Venezia Atalanta
6660,,0.759,,0,derivato_da_rigori_calciati_2025-26,,,,,Quarta,Scommessa,Mod.,Juventus Bologna Como
6662,,0.447,,0,derivato_da_rigori_calciati_2025-26,,,,,R,Mod.,,Lecce Sassuolo Milan
6663,,0.78,,0,derivato_da_rigori_calciati_2025-26,,,,,,aggiunto dal listone ufficiale del 7 settembre 2026,,
6664,,0.865,,0,derivato_da_rigori_calciati_2025-26,,,,,Quarta,Titolare,Bonus,Lecce Sassuolo Milan
6666,,0.743,,0,derivato_da_rigori_calciati_2025-26,,,,,Terza,Titolare,Bonus,Lecce Sassuolo Milan
6669,,0.325,,0,derivato_da_rigori_calciati_2025-26,,,,,Scomm.,Affidabile,Bonus,Milan Sassuolo Juventus
6671,,,,,,,,,,R,,,Cagliari Monza Bologna
6672,,0.896,,0,derivato_da_rigori_calciati_2025-26,,,,,Quarta,Mod.,,Inter Parma Bologna
6673,,,,,,,,,,,Cartellini,,Cagliari Monza Bologna
6675,,0.106,,0,derivato_da_rigori_calciati_2025-26,,,,,Scomm.,Bonus,Infortuni,Atalanta Lecce Napoli
6677,,0.042,,0,derivato_da_rigori_calciati_2025-26,,,,,Scomm.,Scommessa,Subentrante,Inter Parma Bologna
6678,,,,0,derivato_da_rigori_calciati_2025-26,,,,,Scomm.,Scommessa,Bonus,Fiorentina Frosinone Genoa
6680,,0.925,,0,derivato_da_rigori_calciati_2025-26,,,,,Titolare,,Inaffidabile,Genoa Lecce Milan
6681,,,,,,,,,,,,,Cagliari Monza Bologna
6682,,,,,,,,,,,aggiunto dal listone ufficiale del 7 settembre 2026,,
6684,,0.653,,0,derivato_da_rigori_calciati_2025-26,,,,,Semi-Top,Affidabile,Bonus,Genoa Lecce Milan
6717,,0.817,,0,derivato_da_rigori_calciati_2025-26,,,,,Scomm.,Scommessa,,Inter Parma Bologna
6727,,,,,,,,,,Terza,Scommessa,Bonus,Fiorentina Frosinone Genoa
6752,,,,,,,,,,Scomm.,Scommessa,Bonus,Torino Genoa Roma
6766,,0.876,,0,derivato_da_rigori_calciati_2025-26,,,,,Terza,Titolare,Mod.,Torino Genoa Roma
6783,,,,,,,,,,Scomm.,Scommessa,,Genoa Lecce Milan
6809,,0.201,,0,derivato_da_rigori_calciati_2025-26,,,,,Scommessa,,,Roma Bologna Frosinone
6813,,,,0,derivato_da_rigori_calciati_2025-26,,,,,R,,,Inter Parma Cagliari
6814,,0.649,,0,derivato_da_rigori_calciati_2025-26,,,,,,aggiunto dal listone ufficiale del 7 settembre 2026,,
6815,,0.28,,0,derivato_da_rigori_calciati_2025-26,,,,,Scomm.,Scommessa,Bonus,Atalanta Fiorentina Venezia
6821,,,,0,derivato_da_rigori_calciati_2025-26,,,,,Terza,Bonus,Scommessa,Cagliari Monza Bologna
6822,,0.272,,0,derivato_da_rigori_calciati_2025-26,,,,,,Subentrante,Scommessa,Torino Genoa Roma
6826,,0.004,,0,derivato_da_rigori_calciati_2025-26,,,,,Scommessa,,,Parma Bologna Fiorentina
6827,,0.078,,0,derivato_da_rigori_calciati_2025-26,,,,,Scomm.,Scommessa,Affidabile,Cagliari Como Lazio
6831,,0.273,,0,derivato_da_rigori_calciati_2025-26,,,,,Scomm.,Bonus,Affidabile,Roma Bologna Frosinone
6833,,,,,,,,,,Terza,Scommessa,Affidabile,Atalanta Lecce Napoli
6844,,0.471,,0,derivato_da_rigori_calciati_2025-26,,,,,Semi-Top,Bonus,Infortuni,"Frosinone, Bologna Cagliari"
6867,,0.593,,0,derivato_da_rigori_calciati_2025-26,,,,,Terza,Bonus,Jolly,Fiorentina Frosinone Genoa
6869,,0.802,,0,derivato_da_rigori_calciati_2025-26,,,,,Semi-Top,Mod.,Titolare,Fiorentina Frosinone Genoa
6875,,0.849,,2,derivato_da_rigori_calciati_2025-26,,,,,Top,Affidabile,Titolare,Fiorentina Frosinone Genoa
6883,,0.053,,0,derivato_da_rigori_calciati_2025-26,,,,,,Mod.,,Parma Bologna Fiorentina
6884,,0.621,,0,derivato_da_rigori_calciati_2025-26,,,,,Semi-Top,Bonus,Affidabile,Torino Genoa Roma
6889,,0.075,,0,derivato_da_rigori_calciati_2025-26,,,,,,,,Juventus Lazio Lecce
6890,,,,,,,,,,Scommessa,Infortuni,,Cagliari Monza Bologna
6892,,,,,,,,,,titolare,,,Cagliari Monza Bologna
6893,,0.677,,0,derivato_da_rigori_calciati_2025-26,,,,,jolly,Mod.,,Fiorentina Frosinone Genoa
6895,,0.162,,0,derivato_da_rigori_calciati_2025-26,,,,,Scomm.,Bonus,Subentrante,Inter Parma Bologna
6896,,0.268,,0,derivato_da_rigori_calciati_2025-26,,,,,titolare,Mod.,Infortuni,Inter Parma Bologna
6898,,0.882,,0,derivato_da_rigori_calciati_2025-26,,,,,Titolare,Inaffidabile,,Lecce Sassuolo Milan
6903,,,,,,,,,,,,,Atalanta Como Napoli
6904,,,,,,,,,,Quarta,Affidabile,Bonus,Cagliari Monza Bologna
6908,,0.753,,0,derivato_da_rigori_calciati_2025-26,,,,,Semi-Top,Affidabile,Titolare,Cagliari Como Lazio
6916,,0.4,,0,derivato_da_rigori_calciati_2025-26,,,,,,aggiunto dal listone ufficiale del 7 settembre 2026,,
6917,,0.403,,0,derivato_da_rigori_calciati_2025-26,,,,,,Scommessa,,Atalanta Como Napoli
6925,,0.032,,0,derivato_da_rigori_calciati_2025-26,,,,,Scommessa,Infortuni,,Genoa Lecce Milan
6956,,0.866,,2,derivato_da_rigori_calciati_2025-26,,,,,Top,Mod.,Titolare,Genoa Lecce Milan
6966,,1.0,,0,derivato_da_rigori_calciati_2025-26,,,,,1° Fascia A,Mod.,Titolare,Fiorentina Frosinone Genoa
6967,,0.321,,0,derivato_da_rigori_calciati_2025-26,,,,,Terza,Infortuni,Bonus,Fiorentina Frosinone Genoa
6977,,0.242,,0,derivato_da_rigori_calciati_2025-26,,,,,,,,Juventus Bologna Como
6980,,0.065,,0,derivato_da_rigori_calciati_2025-26,,,,,,Subentrante,Bonus,Juventus Bologna Como
6981,,0.054,,0,derivato_da_rigori_calciati_2025-26,,,,,,aggiunto dal listone ufficiale del 7 settembre 2026,,
6984,,0.225,,0,derivato_da_rigori_calciati_2025-26,,,,,,aggiunto dal listone ufficiale del 7 settembre 2026,,
6985,,0.149,,0,derivato_da_rigori_calciati_2025-26,,,,,,Inaffidabile,,Inter Parma Bologna
6986,,0.345,,0,derivato_da_rigori_calciati_2025-26,,,,,jolly,,Infortuni,Lazio Napoli Juventus
6989,,0.942,,0,derivato_da_rigori_calciati_2025-26,,,,,Quarta,Scommessa,Titolare,Parma Bologna Fiorentina
6990,,0.885,,0,derivato_da_rigori_calciati_2025-26,,,,,titolare,Inaffidabile,,Parma Bologna Fiorentina
6994,,,,,,,,,,Scomm.,Scommessa,Subentrante,Cagliari Monza Bologna
7001,,0.139,,0,derivato_da_rigori_calciati_2025-26,,,,,Scomm.,Scommessa,,Parma Bologna Fiorentina
7008,,0.265,,0,derivato_da_rigori_calciati_2025-26,,,,,,aggiunto dal listone ufficiale del 7 settembre 2026,,
7012,,0.443,,0,derivato_da_rigori_calciati_2025-26,,,,,Quarta,Scommessa,,Roma Genoa Torino
7014,,0.493,,0,derivato_da_rigori_calciati_2025-26,,,,,Scommessa,Cartellini,Inaffidabile,Fiorentina Frosinone Genoa
7017,,0.666,,2,derivato_da_rigori_calciati_2025-26,,,,,Semi-Top,Scommessa,Bonus,Fiorentina Frosinone Genoa
7023,,,,2,derivato_da_rigori_calciati_2025-26,,,,,Scomm.,Bonus,,Cagliari Como Lazio
7027,,,,0,derivato_da_rigori_calciati_2025-26,,,,,,aggiunto dal listone ufficiale del 7 settembre 2026,,
7036,,0.034,,0,derivato_da_rigori_calciati_2025-26,,,,,Quarta,Affidabile,,Inter Parma Bologna
7048,,,,,,,,,,R,,,Lazio Napoli Juventus
7060,,,,,,,,,,Quarta,Scommessa,,Juventus Lazio Lecce
7068,,0.386,,0,derivato_da_rigori_calciati_2025-26,,,,,Scommessa,,Jolly,Atalanta Lecce Napoli
7069,,0.143,,0,derivato_da_rigori_calciati_2025-26,,,,,jolly,Scommessa,Mod.,Juventus Lazio Lecce
7070,,0.515,,0,derivato_da_rigori_calciati_2025-26,,,,,Scomm.,Bonus,Subentrante,Milan Sassuolo Juventus
7071,,0.449,,0,derivato_da_rigori_calciati_2025-26,,,,,Scomm.,Subentrante,Scommessa,Milan Sassuolo Juventus
7078,,,,,,,,,,Semi-Top,Bonus,Scommessa,Cagliari Como Lazio
7092,,,,,,,,,,,,,Genoa Lecce Milan
7120,,0.189,,0,derivato_da_rigori_calciati_2025-26,,,,,Scomm.,Scommessa,,Roma Bologna Frosinone
7125,,0.215,,0,derivato_da_rigori_calciati_2025-26,,,,,Scommessa,Bonus,Jolly,Atalanta Fiorentina Venezia
7126,,0.462,,0,derivato_da_rigori_calciati_2025-26,,,,,Top,Bonus,Affidabile,Fiorentina Frosinone Genoa
7127,,0.201,,0,derivato_da_rigori_calciati_2025-26,,,,,,Bonus,Infortuni,Fiorentina Frosinone Genoa
7128,,0.188,,0,derivato_da_rigori_calciati_2025-26,,,,,,aggiunto dal listone ufficiale del 7 settembre 2026,,
7129,,0.505,,0,derivato_da_rigori_calciati_2025-26,,,,,Scomm.,Bonus,Affidabile,Fiorentina Frosinone Genoa
7131,,0.338,,0,derivato_da_rigori_calciati_2025-26,,,,,jolly,Scommessa,,Roma Genoa Torino
7138,,0.315,,0,derivato_da_rigori_calciati_2025-26,,,,,,Inaffidabile,Cartellini,Lecce Sassuolo Milan
7146,,0.668,,0,derivato_da_rigori_calciati_2025-26,,,,,,Scommessa,,Lecce Venezia Atalanta
7154,,0.0,,0,derivato_da_rigori_calciati_2025-26,,,,,titolare,,,Inter Parma Bologna
7156,,,,0,derivato_da_rigori_calciati_2025-26,,,,,,,,Inter Parma Bologna
7157,,0.067,,0,derivato_da_rigori_calciati_2025-26,,,,,,aggiunto dal listone ufficiale del 7 settembre 2026,,
7158,,0.053,,0,derivato_da_rigori_calciati_2025-26,,,,,,aggiunto dal listone ufficiale del 7 settembre 2026,,
7161,,0.126,,0,derivato_da_rigori_calciati_2025-26,,,,,,Scommessa,Subentrante,Genoa Lecce Milan
7162,,0.548,,0,derivato_da_rigori_calciati_2025-26,,,,,,Scommessa,Affidabile,Roma Bologna Frosinone
7164,,0.009,,0,derivato_da_rigori_calciati_2025-26,,,,,,aggiunto dal listone ufficiale del 7 settembre 2026,,
7165,,0.081,,0,derivato_da_rigori_calciati_2025-26,,,,,,,,Atalanta Fiorentina Venezia
7172,,0.103,,0,derivato_da_rigori_calciati_2025-26,,,,,R,,,Atalanta Lecce Napoli
7175,,0.293,,0,derivato_da_rigori_calciati_2025-26,,,,,jolly,Bonus,Scommessa,Cagliari Como Lazio
7181,,0.723,,0,derivato_da_rigori_calciati_2025-26,,,,,Top,Titolare,Mod.,Lazio Napoli Juventus
7182,,0.156,,0,derivato_da_rigori_calciati_2025-26,,,,,Scommessa,,,Parma Bologna Fiorentina
7183,,0.146,,0,derivato_da_rigori_calciati_2025-26,,,,,,Inaffidabile,,Juventus Lazio Lecce
7198,,0.498,,0,derivato_da_rigori_calciati_2025-26,,,,,Titolare,Scommessa,Bonus,Genoa Lecce Milan
7202,,0.23,,0,derivato_da_rigori_calciati_2025-26,,,,,Scommessa,,Cartellini,Lecce Sassuolo Milan
7203,,0.206,,0,derivato_da_rigori_calciati_2025-26,,,,,Scomm.,Scommessa,Affidabile,Inter Parma Cagliari
7208,,0.288,,0,derivato_da_rigori_calciati_2025-26,,,,,,Scommessa,Calci Piazzati,Genoa Lecce Milan
7209,,0.536,,0,derivato_da_rigori_calciati_2025-26,,,,,,aggiunto dal listone ufficiale del 7 settembre 2026,,
7211,,0.235,,0,derivato_da_rigori_calciati_2025-26,,,,,,aggiunto dal listone ufficiale del 7 settembre 2026,,
7212,,0.617,,0,derivato_da_rigori_calciati_2025-26,,,,,titolare,Mod.,,Atalanta Lecce Napoli
7213,,,,0,derivato_da_rigori_calciati_2025-26,,,,,,Infortuni,,Lecce Sassuolo Milan
7219,,0.459,,0,derivato_da_rigori_calciati_2025-26,,,,,Terza,Scommessa,Mod.,Frosinone Bologna Cagliari
7220,,0.566,,0,derivato_da_rigori_calciati_2025-26,,,,,Quarta,Bonus,Mod.,Juventus Lazio Lecce
7223,,0.183,,0,derivato_da_rigori_calciati_2025-26,,,,,Scomm.,Scommessa,Affidabile,Roma Bologna Frosinone
7232,,,,,,,,,,Scomm.,Scommessa,Affidabile,Cagliari Monza Bologna
7235,,0.477,,0,derivato_da_rigori_calciati_2025-26,,,,,titolare,Inaffidabile,Cartellini,Lecce Sassuolo Milan
7238,,0.018,,0,derivato_da_rigori_calciati_2025-26,,,,,titolare,Scommessa,,Lecce Venezia Atalanta
7240,,0.497,,0,derivato_da_rigori_calciati_2025-26,,,,,titolare,Inaffidabile,,Parma Bologna Fiorentina
7248,,0.008,,0,derivato_da_rigori_calciati_2025-26,,,,,Titolare,,,Parma Bologna Fiorentina
7249,,0.259,,0,derivato_da_rigori_calciati_2025-26,,,,,,aggiunto dal listone ufficiale del 7 settembre 2026,,
7252,,0.501,,2,derivato_da_rigori_calciati_2025-26,,,,,,Inaffidabile,,Parma Bologna Fiorentina
7253,,0.394,,0,derivato_da_rigori_calciati_2025-26,,,,,titolare,,,Cagliari Monza Bologna
7255,,0.615,,0,derivato_da_rigori_calciati_2025-26,,,,,Scommessa,,Bonus,Lecce Sassuolo Milan
7260,,0.146,,0,derivato_da_rigori_calciati_2025-26,,,,,titolare,Mod.,Jolly,Lecce Venezia Atalanta
7268,,0.388,,0,derivato_da_rigori_calciati_2025-26,,,,,titolare,Inaffidabile,,Atalanta Fiorentina Venezia
7272,,0.108,,0,derivato_da_rigori_calciati_2025-26,,,,,,,,Genoa Lecce Milan
7274,,0.504,,0,derivato_da_rigori_calciati_2025-26,,,,,titolare,Inaffidabile,,Atalanta Fiorentina Venezia
7276,,0.036,,0,derivato_da_rigori_calciati_2025-26,,,,,,,,Lecce Sassuolo Milan
7294,,,,,,,,,,Terza,,,Cagliari Como Lazio
7301,,,,0,derivato_da_rigori_calciati_2025-26,,,,,R,Scommessa,,Lecce Venezia Atalanta
7311,,,,,,,,,,Quarta,Titolare,Bonus,Atalanta Fiorentina Venezia
7312,,0.051,,0,derivato_da_rigori_calciati_2025-26,,,,,,,,Genoa Lecce Milan
7313,,0.067,,0,derivato_da_rigori_calciati_2025-26,,,,,,aggiunto dal listone ufficiale del 7 settembre 2026,,
7314,,0.415,,0,derivato_da_rigori_calciati_2025-26,,,,,Terza,Affidabile,Titolare,Roma Fiorentina Torino
7317,,0.02,,0,derivato_da_rigori_calciati_2025-26,,,,,,Scommessa,,Atalanta Fiorentina Venezia
7318,,0.284,,0,derivato_da_rigori_calciati_2025-26,,,,,,Scommessa,,Parma Bologna Fiorentina
7319,,0.023,,0,derivato_da_rigori_calciati_2025-26,,,,,,,,Parma Bologna Fiorentina
7322,,0.248,,0,derivato_da_rigori_calciati_2025-26,,,,,,,,Parma Bologna Fiorentina
7326,,0.145,,0,derivato_da_rigori_calciati_2025-26,,,,,titolare,,,Atalanta Lecce Napoli
7329,,0.332,,0,derivato_da_rigori_calciati_2025-26,,,,,jolly,Mod.,Bonus,Inter Parma Bologna
7332,,0.409,,0,derivato_da_rigori_calciati_2025-26,,,,,3° Fascia,Titolare,,Juventus Bologna Como
7337,,0.237,,0,derivato_da_rigori_calciati_2025-26,,,,,R,Jolly,Mod.,Roma Genoa Torino
7338,,0.007,,0,derivato_da_rigori_calciati_2025-26,,,,,,aggiunto dal listone ufficiale del 7 settembre 2026,,
7341,,0.162,,0,derivato_da_rigori_calciati_2025-26,,,,,,,,Juventus Bologna Como
7342,,0.087,,0,derivato_da_rigori_calciati_2025-26,,,,,,Subentrante,,Lecce Sassuolo Milan
7345,,0.002,,0,derivato_da_rigori_calciati_2025-26,,,,,Top,,,Roma Fiorentina Torino
7346,,0.001,,0,derivato_da_rigori_calciati_2025-26,,,,,,aggiunto dal listone ufficiale del 7 settembre 2026,,
7347,,0.354,,0,derivato_da_rigori_calciati_2025-26,,,,,Terza,Scommessa,Bonus,Inter Parma Bologna
7349,,0.083,,0,derivato_da_rigori_calciati_2025-26,,,,,,Scommessa,Subentrante,Juventus Lazio Lecce
7351,,0.244,,0,derivato_da_rigori_calciati_2025-26,,,,,Terza,Bonus,Affidabile,Roma Bologna Frosinone
7356,,0.046,,0,derivato_da_rigori_calciati_2025-26,,,,,,aggiunto dal listone ufficiale del 7 settembre 2026,,
7357,,,,0,derivato_da_rigori_calciati_2025-26,,,,,,,,Fiorentina Frosinone Genoa
7363,,,,0,derivato_da_rigori_calciati_2025-26,,,,,R,,,Juventus Lazio Lecce
7374,,0.095,,0,derivato_da_rigori_calciati_2025-26,,,,,Scomm.,Affidabile,,Atalanta Fiorentina Venezia
7392,,,,,,,,,,,aggiunto dal listone ufficiale del 7 settembre 2026,,
7396,,,,,,,,,,,aggiunto dal listone ufficiale del 7 settembre 2026,,
7407,,,,,,,,,,,aggiunto dal listone ufficiale del 7 settembre 2026,,
7408,,,,,,,,,,,,,Cagliari Monza Bologna
7409,,,,,,,,,,,Scommessa,,Juventus Bologna Como
7410,,,,,,,,,,jolly,,,Cagliari Como Lazio
7411,,,,,,,,,,3° Fascia,,,Lecce Sassuolo Milan
7412,,,,,,,,,,Quarta,,,Fiorentina Frosinone Genoa
7413,,,,,,,,,,Scommessa,,,Juventus Bologna Como
7414,,,,,,,,,,jolly,,,Fiorentina Frosinone Genoa
7418,,,,,,,,,,,Scommessa,,Genoa Lecce Milan
7436,,,,,,,,,,Semi-Top,Bonus,Scommessa,Torino Genoa Roma
7449,,,,,,,,,,Scomm.,Scommessa,,Cagliari Monza Bologna
7453,,,,,,,,,,,Scommessa,Subentrante,Juventus Bologna Como
7454,,,,,,,,,,,,,Cagliari Monza Bologna
7456,,,,,,,,,,,Cartellini,,Atalanta Como Napoli
7457,,,,,,,,,,R,Jolly,,Juventus Lazio Lecce
7463,,,,,,,,,,R,,,Atalanta Como Napoli
7464,,,,,,,,,,Scomm.,Scommessa,,Cagliari Como Lazio
7466,,,,,,,,,,R,,,Atalanta Como Napoli
7467,,,,,,,,,,titolare,,Mod.,Atalanta Como Napoli
7468,,,,,,,,,,,aggiunto dal listone ufficiale del 7 settembre 2026,,
7469,,,,,,,,,,Quarta,Bonus,Titolare,Atalanta Como Napoli
7470,,,,,,,,,,,aggiunto dal listone ufficiale del 7 settembre 2026,,
7471,,,,,,,,,,,aggiunto dal listone ufficiale del 7 settembre 2026,,
7472,,,,,,,,,,Terza,Titolare,Rigorista,Atalanta Como Napoli
7473,,,,,,,,,,,,,Atalanta Como Napoli
7474,,,,,,,,,,,Scommessa,Cartellini,Atalanta Como Napoli
7475,,,,,,,,,,R,,,Lecce Venezia Atalanta
7476,,,,,,,,,,Scommessa,,,Lecce Venezia Atalanta
7477,,,,,,,,,,,Subentrante,,Lecce Venezia Atalanta
7478,,,,,,,,,,Scommessa,,,Cagliari Monza Bologna
7481,,,,,,,,,,,,,Cagliari Monza Bologna
7482,,,,,,,,,,,,,Cagliari Monza Bologna
7483,,,,,,,,,,,,,Atalanta Lecce Napoli
7484,,,,,,,,,,Quarta,Scommessa,,Cagliari Monza Bologna
7485,,,,,,,,,,Quarta,,,Lecce Venezia Atalanta
7523,,,,,,,,,,Quarta,Scommessa,Bonus,Lecce Venezia Atalanta
7525,,,,,,,,,,,,,Inter Parma Cagliari
7526,,,,,,,,,,Quarta,,,Juventus Lazio Lecce
7528,,,,,,,,,,,,,Atalanta Lecce Napoli
7529,,,,,,,,,,jolly,,,Lazio Napoli Juventus
7531,,,,,,,,,,R,,,Cagliari Monza Bologna
7532,,,,,,,,,,,,,Atalanta Fiorentina Venezia
7533,,,,,,,,,,R,,,Atalanta Lecce Napoli
7534,,,,,,,,,,R,,,Roma Genoa Torino
7535,,,,,,,,,,Titolare,Scommessa,,Juventus Lazio Lecce
7536,,,,,,,,,,,Scommessa,Subentrante,Lecce Sassuolo Milan
7537,,,,,,,,,,Scommessa,,Bonus,Juventus Bologna Como
7538,,,,,,,,,,Scommessa,,,Cagliari Monza Bologna
7540,,,,,,,,,,Scommessa,,Infortuni,Atalanta Como Napoli
7545,,,,,,,,,,,aggiunto dal listone ufficiale del 7 settembre 2026,,
7546,,,,,,,,,,,Subentrante,,Lecce Venezia Atalanta
7547,,,,,,,,,,Scomm.,Scommessa,,Atalanta Fiorentina Venezia
7548,,,,,,,,,,,,,Atalanta Fiorentina Venezia
7550,,,,,,,,,,,Cartellini,,Atalanta Como Napoli
7551,,,,,,,,,,Quarta,Scommessa,Bonus,Atalanta Como Napoli
7553,,,,,,,,,,,,,Atalanta Como Napoli
7554,,,,,,,,,,Quarta,Scommessa,,Lecce Sassuolo Milan
7556,,,,,,,,,,Semi-Top,Affidabile,Bonus,Lazio Napoli Juventus
7557,,,,,,,,,,R,,,Parma Bologna Fiorentina
7560,,,,,,,,,,R,,,Atalanta Como Napoli
7561,,,,,,,,,,,,,Lecce Sassuolo Milan
7563,,,,,,,,,,Scommessa,Jolly,,Roma Bologna Frosinone
7564,,,,,,,,,,titolare,Scommessa,,Inter Parma Bologna
7568,,,,,,,,,,,,,Lecce Sassuolo Milan
7571,,,,,,,,,,,Scommessa,,Parma Bologna Fiorentina
7572,,,,,,,,,,,,,Inter Parma Cagliari
7573,,,,,,,,,,titolare,Scommessa,Inaffidabile,Inter Parma Bologna
7574,,,,,,,,,,,Scommessa,,Lecce Venezia Atalanta
7575,,,,,,,,,,Titolare,Inaffidabile,,Lecce Venezia Atalanta
7579,,,,,,,,,,,,,Atalanta Fiorentina Venezia
7580,,,,,,,,,,jolly,Scommessa,,Roma Genoa Torino
7599,,,,,,,,,,jolly,Scommessa,Bonus,Lazio Napoli Juventus
7600,,,,,,,,,,,Subentrante,Scommessa,Juventus Bologna Como
7602,,,,,,,,,,,,,Parma Bologna Fiorentina
7603,,,,,,,,,,R,jolly,,Torino Genoa Roma
7604,,,,,,,,,,,,,Lecce Venezia Atalanta
7605,,,,,,,,,,,,,Atalanta Como Napoli
7610,,,,,,,,,,,,,Atalanta Como Napoli
7611,,,,,,,,,,R,,,Genoa Lecce Milan
7612,,,,,,,,,,Scomm.,Scommessa,,Atalanta Como Napoli
7615,,,,,,,,,,titolare,Scommessa,,Lecce Sassuolo Milan
7618,,,,,,,,,,Scomm.,Scommessa,Bonus,Inter Parma Cagliari
7619,,,,,,,,,,,,,Parma Bologna Fiorentina
7620,,,,,,,,,,,,,Lecce Venezia Atalanta
7621,,,,,,,,,,Scommessa,,,Atalanta Fiorentina Venezia
7622,,,,,,,,,,,,,Juventus Bologna Como
7623,,,,,,,,,,,,,Cagliari Como Lazio
7624,,,,,,,,,,,,,Juventus Lazio Lecce
7625,,,,,,,,,,Semi-Top,Scommessa,Bonus,Cagliari Como Lazio
7626,,,,,,,,,,R,,,Frosinone Bologna Cagliari
7627,,,,,,,,,,,aggiunto dal listone ufficiale del 7 settembre 2026,,
