id,stagione,squadra,partite,minuti,gol,assist,xg,npxg,xa,tiri,passaggi_chiave,xg_chain,xg_buildup,posizione_fonte
5994,2024-25,Udinese,2,83,0,0,0.0,0.0,0.0515,0,1,0.1034,0.0519,S
5994,2025-26,Torino | Verona,17,1342,0,1,0.0586,0.0586,0.5226,1,6,4.7121,4.5945,D S
5995,2023-24,Atalanta,35,2064,10,8,7.5769,6.8156,7.6735,45,49,17.6209,7.4745,F M S
5995,2024-25,Atalanta,36,2092,7,7,9.4554,9.4554,6.6905,48,39,21.8137,11.4687,F M S
5995,2025-26,Atalanta,31,2206,3,5,4.546,4.546,10.6526,46,64,19.829,7.5812,F M S
5998,2023-24,Monza | Napoli,20,820,0,1,0.7994,0.7994,1.5719,9,16,3.7449,2.148,D F M S
5998,2024-25,Napoli | Venezia,20,1523,1,1,2.1581,2.1581,2.3658,17,24,5.1755,1.3223,D M S
5998,2025-26,Cremonese,32,1643,0,3,1.8215,1.8215,2.4867,21,17,5.1341,1.9742,D M S
6005,2025-26,Torino,19,1028,1,2,2.3625,2.3625,1.2235,13,12,3.5587,2.1685,M S
6010,2023-24,Empoli,31,1213,1,1,1.0734,1.0734,2.0791,23,24,5.4868,3.578,M S
6010,2024-25,Empoli,20,1403,4,1,3.6925,3.6925,1.0941,26,12,6.9237,2.6492,F M S
6010,2025-26,Fiorentina,20,562,0,0,0.8833,0.8833,0.7232,9,9,1.9942,0.4616,F M S
6015,2023-24,Lecce,6,196,0,0,0.126,0.126,0.3247,2,5,0.7064,0.4351,M S
6015,2024-25,Lecce,17,697,0,1,0.6647,0.6647,0.7706,24,11,1.8913,1.0574,M S
6015,2025-26,Lecce,13,893,2,3,1.3144,1.3144,2.8892,24,20,3.1227,1.6004,M S
6020,2024-25,Venezia,36,2503,2,2,1.3821,1.3821,2.1617,21,20,5.425,2.4925,D M S
6020,2025-26,Genoa,36,2770,1,1,2.1504,2.1504,2.5014,26,16,6.2506,3.1559,D M S
6021,2024-25,Udinese,6,70,0,0,0.1147,0.1147,0.0,1,0,0.4268,0.3121,S
6039,2023-24,Verona,22,1498,0,0,0.438,0.438,0.4447,12,12,4.1627,3.8799,D S
6039,2024-25,Juventus,7,464,0,0,0.1307,0.1307,0.172,5,1,3.0655,3.0412,D S
6039,2025-26,Juventus,12,262,2,0,1.0797,1.0797,0.6363,5,2,1.5074,1.1933,D S
6042,2023-24,Bologna,29,2201,0,0,0.7498,0.7498,0.4332,11,4,8.9662,8.5946,D S
6042,2024-25,Bologna,32,2626,0,1,0.7917,0.7917,0.5481,12,9,8.9048,8.7496,D S
6042,2025-26,Bologna,29,2282,1,0,1.3786,1.3786,0.7873,8,7,7.4939,6.785,D S
6046,2023-24,Atalanta | Verona,26,1783,0,1,0.3597,0.3597,0.0426,8,1,5.4989,5.4563,D S
6046,2024-25,Atalanta,30,2336,0,0,0.9531,0.9531,0.0766,8,2,11.4857,11.4091,D S
6046,2025-26,Atalanta,28,1951,1,0,1.0833,1.0833,0.1073,9,2,6.4165,6.3568,D S
6047,2023-24,Udinese,23,957,0,1,1.4999,1.4999,0.4408,18,8,3.0454,1.4039,D S
6047,2024-25,Udinese,33,2534,0,1,1.6658,1.6658,2.3173,14,22,7.5015,3.7159,D M S
6047,2025-26,Udinese,32,1810,2,0,1.4331,1.4331,0.693,9,8,4.861,2.8225,D M S
6052,2025-26,Napoli,33,2784,13,5,13.3123,12.551,3.2673,60,33,19.5134,4.6118,F S
6054,2023-24,Bologna,23,839,1,0,1.0066,1.0066,0.3596,11,11,3.988,2.7982,F M S
6054,2024-25,Bologna,22,1223,0,2,0.4687,0.4687,1.3278,14,20,4.5358,3.8092,M S
6054,2025-26,Bologna,30,1784,1,0,0.9314,0.9314,2.0523,21,26,6.238,5.0887,M S
6060,2023-24,Sassuolo,37,2972,5,4,6.066,6.066,4.8034,84,47,11.7957,3.5438,F M S
6060,2025-26,Sassuolo,38,2655,7,9,4.3922,4.3922,8.5149,71,54,14.8277,7.808,F M S
6145,2023-24,Napoli | Verona,32,1750,8,2,5.5926,5.5926,2.709,59,30,8.6555,2.4354,F M S
6145,2024-25,Napoli,18,177,0,0,0.5908,0.5908,0.1964,13,3,0.7979,0.1581,F S
6145,2025-26,Torino,20,987,1,1,2.7625,2.7625,0.5624,24,12,4.7325,1.5956,F S
6149,2024-25,Venezia,8,220,0,0,0.0143,0.0143,0.093,1,2,0.2046,0.1957,D M S
6149,2025-26,Parma,7,106,0,0,0.0,0.0,0.0,0,0,0.6373,0.6373,D S
6151,2024-25,Como,26,1866,0,3,0.9457,0.9457,1.9598,10,30,9.6327,7.2426,M S
6151,2025-26,Como,36,2758,3,4,2.4864,2.4864,2.5357,18,32,16.4928,12.2413,M S
6164,2023-24,Genoa,9,273,2,0,1.1881,1.1881,0.1561,14,2,1.35,0.159,F M S
6164,2024-25,Genoa,25,1346,2,3,1.7762,1.7762,4.1157,33,17,5.6963,1.6134,F M S
6164,2025-26,Genoa,35,2262,5,1,6.9092,6.9092,2.1775,65,16,9.6502,2.6485,F M S
6170,2023-24,Torino,14,522,0,0,0.6061,0.6061,0.4123,9,8,2.4252,2.0007,M S
6170,2024-25,Torino,30,1431,3,1,1.8469,1.8469,2.1717,29,21,5.0203,2.3742,M S
6170,2025-26,Torino,29,1778,0,1,0.9364,0.9364,2.6753,27,26,5.6221,4.1167,M S
6189,2023-24,Sassuolo,8,254,0,0,0.2369,0.2369,0.0446,4,2,0.5472,0.2991,D S
6190,2023-24,Roma,1,8,0,0,0.0,0.0,0.0,0,0,0.0,0.0,S
6190,2024-25,Roma,28,1198,2,1,3.0673,3.0673,0.9415,27,10,5.934,3.9243,M S
6190,2025-26,Roma,25,1263,2,4,2.2729,2.2729,2.2182,19,12,6.5563,4.0264,M S
6191,2023-24,Verona,2,88,0,0,0.0283,0.0283,0.0,1,0,0.8645,0.8361,M S
6191,2024-25,Lazio | Verona,28,1849,0,2,0.194,0.194,1.1984,6,16,5.8047,4.6485,M S
6191,2025-26,Lazio,13,601,0,2,0.207,0.207,1.1282,3,6,1.7243,1.4415,M S
6202,2023-24,Bologna,30,2554,1,1,2.6552,2.6552,0.6004,12,7,7.4116,7.2359,D S
6202,2024-25,Bologna,35,3010,0,1,1.6606,1.6606,1.1881,15,10,9.0217,8.6216,D S
6202,2025-26,Napoli,24,1675,2,0,1.7312,1.7312,0.3936,8,6,5.4121,5.1302,D S
6204,2023-24,Frosinone,5,45,0,0,0.0,0.0,0.0,0,0,0.0,0.0,S
6206,2023-24,Bologna,27,1044,5,2,4.7381,4.7381,1.95,28,16,5.7814,1.8029,F M S
6206,2024-25,Bologna,30,992,3,1,2.8819,2.8819,1.5135,21,10,3.6327,1.3714,M S
6206,2025-26,Bologna | Fiorentina,29,1160,2,0,2.6654,2.6654,1.653,22,9,5.0444,1.9828,M S
6207,2023-24,Lecce,30,2132,2,1,2.9668,2.9668,3.025,40,28,6.5891,1.2147,F M S
6207,2024-25,Parma,29,1085,1,1,2.0622,2.0622,1.6867,26,10,5.69,2.2184,D F M S
6207,2025-26,Parma,13,442,0,1,0.3375,0.3375,1.8196,5,9,2.523,0.9908,D M S
6212,2023-24,Udinese,15,383,2,0,0.5559,0.5559,0.0348,6,2,0.9766,0.8069,M S
6212,2024-25,Udinese,22,881,1,0,0.2872,0.2872,0.3233,6,6,2.0175,1.4891,M S
6212,2025-26,Udinese,24,427,0,0,0.5969,0.5969,0.1327,4,2,1.634,1.0193,M S
6215,2023-24,Udinese,37,2624,8,4,9.098,9.098,1.4458,61,20,10.7894,1.7023,F S
6215,2024-25,Udinese,33,2369,12,1,9.2535,8.4922,1.4154,66,14,9.2918,1.9438,F S
6215,2025-26,Napoli,16,381,1,0,1.9075,1.9075,0.664,15,2,3.8791,1.3836,F S
6217,2023-24,Inter,16,880,2,0,0.839,0.839,0.4912,12,1,8.878,8.468,D S
6217,2024-25,Inter,27,1646,3,2,2.454,2.454,1.4669,21,7,9.7531,8.0092,D S
6217,2025-26,Inter,23,1924,3,1,2.8309,2.8309,0.6501,25,8,11.5018,10.4051,D S
6218,2023-24,Cagliari,25,1094,2,1,2.0436,2.0436,0.8277,23,15,4.4236,2.5103,F M S
6218,2024-25,Venezia,37,2353,3,3,5.6927,5.6927,2.3287,44,33,8.7856,2.1292,F M S
6218,2025-26,Parma,20,853,1,0,2.3994,2.3994,0.6013,23,10,3.5321,0.7341,F M S
6219,2023-24,Sassuolo,30,2031,1,0,0.6599,0.6599,0.4137,13,14,6.659,5.7599,M S
6219,2025-26,Sassuolo,2,137,0,0,0.0955,0.0955,0.0386,2,1,0.1647,0.0306,M
6225,2023-24,Bologna,18,520,2,2,0.4724,0.4724,0.9569,2,6,2.4028,1.316,M S
6225,2024-25,Bologna,2,11,0,0,0.0,0.0,0.0,0,0,0.0557,0.0557,S
6229,2023-24,Atalanta,11,369,2,0,1.8828,1.8828,1.0415,12,7,3.5923,0.7911,F S
6238,2023-24,Frosinone,16,1193,0,1,0.2425,0.2425,1.1169,4,10,3.0324,2.3354,D S
6241,2023-24,Frosinone,27,1562,0,0,0.7697,0.7697,3.5164,10,25,4.0847,2.2016,D F M S
6243,2023-24,Frosinone,1,19,0,0,0.0,0.0,0.0,0,0,0.0,0.0,S
6243,2025-26,Cagliari,27,1263,5,1,4.58,4.58,0.8708,30,12,5.7258,2.5947,F S
6244,2023-24,Genoa,6,101,0,0,0.0484,0.0484,0.0,1,0,0.2911,0.2911,D S
6244,2024-25,Genoa,13,888,0,0,0.1579,0.1579,0.2325,4,3,1.3594,1.0877,D S
6245,2023-24,Genoa,20,1183,0,1,0.2211,0.2211,0.4769,5,13,2.252,1.7883,D S
6245,2024-25,Genoa | Parma,22,1499,2,0,1.5824,1.5824,0.1248,6,4,2.4423,2.3866,D S
6246,2023-24,Sassuolo,8,392,0,0,0.1795,0.1795,0.2084,3,3,0.4472,0.2594,M S
6246,2025-26,Sassuolo,24,1011,0,1,0.9188,0.9188,1.1097,12,11,4.8234,3.315,M S
6248,2024-25,Venezia,16,1367,0,0,0.0,0.0,0.0,0,0,0.5519,0.5519,GK
6252,2023-24,Verona,34,2827,5,1,4.3016,4.3016,1.3998,47,18,6.7402,2.4937,F M S
6252,2024-25,Fiorentina | Napoli,20,662,0,0,0.6156,0.6156,0.7538,10,3,3.0495,1.7586,D M S
6252,2025-26,Cagliari,27,2032,2,0,2.9471,2.9471,0.944,36,14,5.2544,2.6885,D F M S
6271,2025-26,Roma,25,958,1,2,0.9577,0.9577,1.774,6,12,5.9169,3.7153,M S
6274,2025-26,Inter,19,462,1,0,0.9449,0.9449,1.7516,10,11,4.3424,1.7893,D M S
6294,2024-25,Fiorentina,9,397,0,0,0.1504,0.1504,0.0,4,0,1.4027,1.3219,M S
6294,2025-26,Fiorentina,33,1875,3,0,2.613,2.613,0.3478,24,7,6.2874,4.3338,M S
6344,2023-24,Inter,23,716,2,5,2.6577,1.8964,4.3035,18,18,8.541,5.7264,F S
6344,2024-25,Udinese,13,435,0,0,1.2309,1.2309,0.1015,7,3,2.6643,1.4354,F S
6398,2023-24,Lazio,28,1061,3,1,1.6455,1.6455,2.6049,23,19,6.7533,3.5159,D F M S
6398,2024-25,Lazio,37,2254,4,2,5.2362,5.2362,3.0842,55,36,12.2001,5.9984,F M S
6398,2025-26,Lazio,30,1606,5,1,5.4085,5.4085,0.8824,48,17,7.8178,2.5441,F S
6403,2023-24,Fiorentina,4,360,0,0,0.0,0.0,0.0,0,0,1.4053,1.4053,GK
6403,2025-26,Fiorentina,1,87,0,0,0.0,0.0,0.0,0,0,0.3862,0.3862,GK
6410,2023-24,Lecce,23,1375,0,0,1.4865,1.4865,0.8268,14,13,5.8881,3.6748,M S
6410,2024-25,Lecce,15,422,0,0,0.6476,0.6476,0.0307,4,1,0.9743,0.8637,M S
6410,2025-26,Lecce,15,614,0,0,0.4404,0.4404,0.219,9,5,1.623,1.1392,M S
6424,2023-24,Cagliari,26,1978,1,1,2.1295,2.1295,0.5821,35,14,4.8932,4.0565,M S
6424,2024-25,Cagliari,12,579,0,0,0.0737,0.0737,0.5022,4,6,1.2199,0.9838,M S
6424,2025-26,Cagliari | Torino,33,1893,1,1,1.6767,1.6767,1.6993,31,13,6.0553,4.2625,M S
6426,2023-24,Sassuolo,28,1580,0,2,0.1501,0.1501,1.4424,3,10,3.2358,2.2975,D S
6426,2024-25,Torino,29,1349,0,0,0.8384,0.8384,0.314,8,7,2.5685,1.5591,D S
6426,2025-26,Torino,29,2148,1,2,1.6248,1.6248,2.8879,15,20,8.2926,4.0228,D M S
6434,2023-24,Juventus,27,923,2,0,1.904,1.904,1.6227,19,18,4.989,2.5735,F S
6434,2024-25,Juventus,35,2414,7,4,4.9149,4.9149,5.6617,61,56,13.799,5.8593,F M S
6434,2025-26,Juventus,36,2877,10,6,8.6272,7.1046,10.8204,97,76,22.734,10.2343,F M S
6435,2023-24,Lecce,35,2401,7,1,12.6029,10.319,2.6957,92,40,13.926,3.3291,F S
6435,2024-25,Lecce,37,3096,11,5,12.1922,9.9083,3.5718,137,30,13.7921,3.1143,F
6435,2025-26,Atalanta,33,1781,10,5,15.675,15.675,3.2306,99,23,19.626,3.1462,F S
6462,2023-24,Udinese,21,1890,0,0,0.0,0.0,0.0,0,0,0.2133,0.2133,GK
6462,2024-25,Udinese,25,2250,0,0,0.0,0.0,0.0,0,0,1.6492,1.6492,GK
6462,2025-26,Udinese,30,2616,0,0,0.0,0.0,0.0714,0,2,1.9903,1.9739,GK
6482,2023-24,Lazio,9,721,0,0,0.0,0.0,0.0,0,0,0.5141,0.5141,GK S
6482,2024-25,Lazio,9,810,0,0,0.0,0.0,0.0,0,0,2.2916,2.2916,GK
6485,2023-24,Udinese,26,2100,0,1,1.3206,1.3206,0.3005,10,4,3.7206,3.5097,D S
6485,2024-25,Udinese,24,1747,1,0,0.9477,0.9477,0.3604,4,4,3.4539,3.367,D S
6485,2025-26,Udinese,28,2482,3,0,1.8785,1.8785,0.2244,11,3,4.5114,4.0951,D
6495,2023-24,Fiorentina,4,37,0,0,0.0,0.0,0.0,0,0,0.4442,0.4442,S
6495,2024-25,Fiorentina,33,2192,1,0,0.4729,0.4729,0.3626,4,6,5.2066,5.1454,D S
6495,2025-26,Fiorentina,27,1697,1,0,0.8149,0.8149,0.0444,10,3,5.9861,5.849,D S
6496,2023-24,Milan,6,61,0,0,0.0,0.0,0.0,0,0,0.1569,0.1569,S
6496,2024-25,Milan,4,115,0,0,0.0303,0.0303,0.1432,1,2,0.9094,0.8432,D S
6496,2025-26,Milan,31,2447,2,0,1.3741,1.3741,3.9136,22,44,9.8075,7.9791,D M S
6506,2023-24,Genoa,3,31,0,0,0.1392,0.1392,0.0,2,0,0.5612,0.4438,S
6506,2025-26,Genoa,1,30,0,0,0.0,0.0,0.0251,0,1,0.0251,0.0,S
6519,2023-24,Milan,2,8,0,0,0.0,0.0,0.0,0,0,0.0,0.0,S
6519,2024-25,Milan,10,194,0,0,0.522,0.522,0.2813,8,5,1.5164,0.8795,F S
6519,2025-26,Lecce,21,671,1,0,2.378,1.6167,0.5864,16,4,1.6625,0.6395,F S
6530,2023-24,Frosinone,6,159,0,0,0.2441,0.2441,0.1188,3,2,2.2412,1.8782,F S
6531,2023-24,Milan,3,64,0,0,0.0,0.0,0.0968,0,1,0.1774,0.1774,S
6531,2024-25,Milan,22,1285,0,1,1.2753,1.2753,1.6894,15,12,7.9444,5.334,D M S
6531,2025-26,Milan,1,42,0,0,0.0,0.0,0.1404,0,2,0.3836,0.2432,S
6537,2024-25,Empoli,33,2560,0,1,0.2619,0.2619,0.3744,6,3,2.41,1.959,D S
6537,2025-26,Udinese,8,418,0,0,0.554,0.554,0.0634,3,2,1.1797,1.1365,D S
6549,2023-24,Lecce,11,175,0,2,0.3271,0.3271,0.8847,7,2,1.4068,0.2904,S
6549,2024-25,Lecce,36,1963,4,2,4.261,4.261,2.8618,32,25,7.3315,1.7949,F M S
6549,2025-26,Lecce,37,2661,1,2,3.7692,3.7692,2.6034,32,22,7.3356,2.3824,F M S
6556,2023-24,Verona,17,1368,5,4,3.636,3.636,1.8713,36,26,7.4125,2.3475,F M
6556,2024-25,Lazio,30,830,2,2,2.6564,2.6564,1.5994,19,12,5.0967,2.308,F M S
6556,2025-26,Lazio,29,1113,4,2,4.3193,4.3193,2.3876,35,17,8.6455,3.1768,F S
6572,2023-24,Bologna,8,229,1,1,0.8369,0.8369,0.3986,7,1,2.0451,1.2478,F S
6572,2024-25,Bologna,36,2313,8,4,8.536,7.7747,3.1317,63,29,12.7684,4.1811,F S
6572,2025-26,Bologna,35,2381,7,2,8.2991,8.2991,2.7326,63,28,10.8685,1.571,F S
6592,2024-25,Monza,9,198,0,0,0.428,0.428,0.3217,5,8,0.8695,0.1913,F S
6593,2023-24,Inter,1,12,0,0,0.0,0.0,0.0874,0,1,0.0874,0.0874,S
6593,2025-26,Pisa,24,1441,0,1,1.1125,1.1125,1.6432,13,16,4.2977,1.7949,M S
6598,2023-24,Cagliari,5,25,1,0,0.051,0.051,0.0,2,0,0.051,0.0,S
6598,2024-25,Cagliari,6,102,0,0,0.2073,0.2073,0.0,4,0,1.0373,0.83,S
6618,2023-24,Verona,1,6,0,0,0.0,0.0,0.0,0,0,0.0,0.0,S
6618,2024-25,Verona,2,5,0,0,0.0393,0.0393,0.0,2,0,0.0192,0.0,S
6629,2024-25,Lazio,20,947,3,1,1.4859,1.4859,0.7894,16,9,3.4042,1.4639,M S
6629,2025-26,Lazio,24,1159,1,0,0.5852,0.5852,1.1201,9,11,6.5922,5.6743,M S
6631,2024-25,Verona,24,2029,0,0,0.5332,0.5332,0.1899,12,6,1.4486,1.2841,D S
6631,2025-26,Roma,23,1070,0,0,0.5609,0.5609,0.4173,3,4,2.8199,2.4925,D S
6632,2024-25,Lecce,24,2148,0,1,0.7674,0.7674,1.0295,16,6,3.6467,3.5604,D
6632,2025-26,Lecce,23,1827,0,0,0.7933,0.7933,0.0,9,0,2.6573,2.6573,D S
6638,2024-25,Napoli,4,133,0,0,0.0964,0.0964,0.0,2,0,0.5633,0.5472,D S
6640,2024-25,Cagliari,20,908,0,3,1.0934,1.0934,1.2247,10,10,3.3921,2.5924,M S
6640,2025-26,Cagliari,12,397,2,1,1.3367,1.3367,0.7565,9,8,2.2656,0.6047,D M S
6641,2024-25,Parma,37,3319,0,0,0.0,0.0,0.0,0,0,5.3997,5.3997,GK
6641,2025-26,Parma,20,1800,0,0,0.0,0.0,0.0257,0,1,0.6844,0.6587,GK
6642,2024-25,Torino,32,2851,2,0,1.9452,1.9452,0.0063,20,1,4.0811,4.0147,D
6642,2025-26,Torino,35,3093,1,1,1.1569,1.1569,0.7588,15,11,6.5949,5.9522,D
6643,2024-25,Bologna,31,1124,3,2,5.5363,5.5363,0.5392,31,12,6.4345,0.6634,F S
6643,2025-26,Bologna,23,785,2,2,3.8861,3.8861,0.7199,24,10,5.5513,1.0567,F S
6646,2024-25,Torino,36,2650,9,3,9.5132,8.7519,2.1833,64,26,12.4174,3.5755,F S
6646,2025-26,Torino,33,1899,6,2,6.6096,6.6096,3.2093,53,25,12.3376,3.9271,F M S
6650,2024-25,Cagliari,7,627,0,0,0.0,0.0,0.0228,0,1,0.1197,0.1197,GK
6660,2024-25,Genoa | Venezia,10,407,0,0,0.566,0.566,0.0,2,0,0.2607,0.2607,D S
6660,2025-26,Genoa,32,2597,0,2,0.2701,0.2701,0.6531,5,10,4.4464,4.0216,D S
6662,2025-26,Parma,17,1530,0,0,0.0,0.0,0.0,0,0,1.6451,1.6451,GK
6663,2024-25,Parma,6,540,0,0,0.1778,0.1778,0.0216,2,1,1.0005,0.9789,D
6663,2025-26,Parma,31,2667,1,0,0.7364,0.7364,0.246,8,9,4.7672,4.2428,D
6664,2024-25,Parma,34,2944,4,0,1.9652,1.9652,1.2807,12,15,8.7768,7.2302,D M S
6664,2025-26,Parma,35,2958,2,0,2.2564,2.2564,0.7835,18,8,4.6741,3.122,D S
6666,2024-25,Parma,21,1464,1,1,1.5122,1.5122,1.6503,27,23,8.4522,6.9691,M S
6666,2025-26,Parma,32,2542,3,1,2.6228,2.6228,4.6414,50,55,8.5337,4.3409,D M S
6669,2024-25,Parma,37,2580,6,4,8.8726,6.5887,4.2702,63,30,11.4941,2.4311,F S
6669,2025-26,Inter,33,1112,5,4,4.5816,4.5816,2.6709,22,17,9.6826,3.2492,F S
6672,2024-25,Venezia,35,3130,1,0,2.1057,2.1057,1.5452,16,8,5.5702,4.6094,D
6672,2025-26,Sassuolo,35,3065,0,0,0.2001,0.2001,0.7444,5,3,5.8689,5.3472,D
6673,2024-25,Venezia,16,1123,1,0,0.2007,0.2007,0.3805,3,2,2.041,1.8272,D S
6675,2024-25,Roma,32,2454,12,2,14.3549,12.8323,2.9209,63,25,14.9344,3.3422,F S
6675,2025-26,Roma,14,364,3,1,3.0978,3.0978,1.2936,12,11,3.8167,0.7824,F S
6677,2024-25,Juventus,6,33,0,0,0.0272,0.0272,0.0,1,0,0.0983,0.071,S
6677,2025-26,Juventus,10,142,1,0,0.227,0.227,0.1823,6,4,0.4783,0.3747,M S
6678,2024-25,Milan,1,63,0,0,0.0684,0.0684,0.0761,2,1,0.3107,0.1809,M
6680,2024-25,Udinese,37,3201,0,3,1.0215,1.0215,1.6783,13,21,8.5393,6.6834,M S
6680,2025-26,Udinese,36,3164,1,0,0.9444,0.9444,0.8987,20,16,7.8527,6.5668,M
6681,2024-25,Venezia,3,145,0,0,0.0342,0.0342,0.0,1,0,0.0629,0.0288,D
6682,2024-25,Monza,9,735,0,0,0.0,0.0,0.0,0,0,0.0293,0.0293,GK S
6684,2024-25,Udinese,34,1884,3,2,3.1339,3.1339,1.6341,26,16,7.974,4.5436,M S
6684,2025-26,Udinese,31,2234,5,3,4.7301,4.7301,2.555,33,27,10.3778,3.8738,F M S
6717,2025-26,Sassuolo,35,2795,6,0,5.0833,5.0833,1.7597,23,23,12.1725,7.8443,M S
6766,2024-25,Juventus,12,1018,0,0,0.6167,0.6167,0.134,7,3,3.0284,2.811,D S
6766,2025-26,Juventus,35,2997,1,1,0.9669,0.9669,1.0618,17,11,12.8487,12.2844,D S
6809,2024-25,Empoli,18,1058,0,0,0.6265,0.6265,0.1537,8,3,1.9465,1.8548,D M S
6809,2025-26,Napoli | Torino,12,688,0,1,0.0295,0.0295,0.9747,2,8,4.4013,3.4262,D S
6814,2024-25,Genoa,14,726,0,0,0.2189,0.2189,0.1128,5,2,1.3187,0.9869,D F M S
6814,2025-26,Genoa,27,2221,2,1,2.007,2.007,1.8841,15,21,7.1482,3.553,D M S
6815,2024-25,Como,28,1652,1,3,1.7973,1.7973,3.3554,28,23,9.1285,4.8411,D M S
6815,2025-26,Sassuolo,28,959,2,1,2.362,2.362,0.8788,13,7,4.0414,1.7655,F S
6821,2024-25,Parma,25,1184,2,0,0.8537,0.8537,0.7658,6,9,2.9905,2.2022,D M S
6822,2024-25,Genoa,24,727,1,1,1.3274,1.3274,1.3739,10,10,2.3449,0.5532,F M S
6822,2025-26,Genoa,30,930,3,0,3.1878,3.1878,0.8694,20,10,4.8473,1.2906,F M S
6826,2024-25,Torino,15,369,1,0,0.3785,0.3785,0.1087,5,3,0.5299,0.2157,D S
6826,2025-26,Torino,2,15,0,0,0.0525,0.0525,0.0,1,0,0.0525,0.0,S
6827,2024-25,Torino,16,361,1,0,1.2352,1.2352,0.5602,9,4,1.7522,0.031,S
6827,2025-26,Torino,15,266,1,1,1.2114,1.2114,0.161,5,3,1.766,0.622,F M S
6831,2024-25,Napoli,28,1268,2,4,2.9943,2.9943,3.3754,29,26,9.53,4.621,F S
6831,2025-26,Napoli,16,932,3,3,1.4846,1.4846,3.7861,17,19,7.3524,3.568,F M S
6833,2024-25,Juventus,23,687,3,3,0.4565,0.4565,1.7539,9,15,3.5779,1.5902,M S
6844,2025-26,Bologna,28,1612,3,2,4.9771,4.9771,2.6997,48,21,8.2326,1.3821,F M S
6867,2024-25,Como,15,1042,0,0,0.3291,0.3291,0.5185,9,11,3.6807,3.0707,D S
6867,2025-26,Como,28,2028,1,4,0.8854,0.8854,1.4774,11,14,8.4397,6.7663,D S
6869,2025-26,Como,32,2744,2,0,5.4724,5.4724,1.0275,39,11,11.1471,10.4251,D S
6875,2024-25,Como,35,2704,6,8,9.9642,9.2029,5.4787,110,54,16.9652,5.5732,F M S
6875,2025-26,Como,35,2905,12,6,8.9021,7.3795,7.0328,121,51,19.7536,8.8728,F M S
6883,2024-25,Lecce,19,1384,0,0,0.0759,0.0759,0.0571,1,1,2.0158,2.0158,D S
6883,2025-26,Lecce,7,180,0,0,0.0,0.0,0.0,0,0,0.0136,0.0136,D S
6884,2024-25,Juventus,26,1320,3,3,3.129,3.129,4.4052,40,28,12.8692,7.6112,F M S
6884,2025-26,Juventus,31,2124,3,5,8.4878,8.4878,4.1634,73,42,18.7402,9.53,D F M S
6889,2024-25,Empoli,22,1127,2,3,0.7893,0.7893,2.2849,23,17,3.6056,0.8866,M S
6889,2025-26,Torino,15,258,0,0,0.6038,0.6038,0.1187,4,3,1.4106,1.0755,M S
6890,2024-25,Fiorentina,4,144,0,0,0.0,0.0,0.0448,0,2,0.0614,0.0374,D S
6892,2024-25,Venezia,16,1124,0,0,0.0,0.0,0.0966,0,3,0.4356,0.416,D S
6893,2024-25,Como,31,2622,0,0,1.457,1.457,1.5637,20,10,10.1188,9.9707,D M S
6893,2025-26,Como,34,2317,4,1,3.283,3.283,1.0999,22,8,8.623,8.4817,D S
6895,2024-25,Bologna,24,1309,3,2,2.4307,2.4307,0.732,30,10,6.1429,3.6524,F M S
6895,2025-26,Bologna,15,553,0,3,0.6472,0.6472,0.2638,12,7,2.3465,1.5743,M S
6896,2024-25,Como,20,1256,0,1,0.5744,0.5744,0.4267,7,10,2.9767,2.4431,D S
6896,2025-26,Como,20,915,0,1,0.163,0.163,0.8157,3,5,4.3708,4.0914,D S
6898,2024-25,Parma,30,1852,0,2,0.0985,0.0985,1.208,5,16,6.0919,5.1326,M S
6898,2025-26,Parma,37,3016,1,1,0.484,0.484,0.2839,16,11,2.9601,2.3855,M S
6904,2024-25,Venezia,33,1198,1,1,2.5315,2.5315,2.9614,30,20,6.8712,2.029,F M S
6908,2024-25,Udinese,27,1223,0,1,1.5435,1.5435,1.7459,26,18,4.8843,2.5245,M S
6908,2025-26,Udinese,32,2575,5,3,4.2349,4.2349,3.2536,57,34,14.4519,8.2052,F M S
6916,2024-25,Genoa,6,263,0,0,0.6984,0.6984,0.0649,3,2,0.5304,0.0726,D M S
6916,2025-26,Atalanta,22,1368,0,0,2.3819,2.3819,0.1238,13,2,3.2898,2.9145,D S
6917,2024-25,Genoa,26,1528,1,0,0.4354,0.4354,0.2545,8,6,3.3008,3.0459,M S
6917,2025-26,Genoa,28,1379,0,1,2.0301,2.0301,1.238,18,9,4.9571,2.6701,M S
6925,2024-25,Udinese,1,2,0,0,0.0,0.0,0.0,0,0,0.0,0.0,S
6925,2025-26,Udinese,5,109,0,0,0.0,0.0,0.0,0,0,0.2005,0.2005,D S
6956,2024-25,Udinese,19,1676,1,2,0.8947,0.8947,1.2163,12,18,3.9687,3.1539,D
6956,2025-26,Udinese,35,2962,3,1,2.8993,2.138,2.2997,33,21,10.7446,9.3519,D S
6966,2024-25,Como,19,1663,0,0,0.0,0.0,0.0309,0,1,2.4075,2.3766,GK S
6966,2025-26,Como,38,3420,0,1,0.0,0.0,0.4512,0,3,8.1695,7.7183,GK
6967,2024-25,Como,15,1268,8,1,3.5163,3.5163,0.7812,28,8,7.2482,3.6591,F M S
6967,2025-26,Como,17,1098,2,1,3.1756,3.1756,1.6824,31,9,6.4364,1.8002,M S
