id,stagione,squadra,partite,minuti,gol,assist,xg,npxg,xa,tiri,passaggi_chiave,xg_chain,xg_buildup,posizione_fonte
6977,2024-25,Genoa,3,183,0,0,0.0,0.0,0.0,0,0,0.076,0.076,D
6977,2025-26,Genoa,13,829,0,0,0.0836,0.0836,0.0,3,0,0.6105,0.6105,D S
6980,2024-25,Genoa,6,149,2,0,1.1553,1.1553,0.1815,4,3,1.3505,0.0496,M S
6980,2025-26,Genoa | Roma,12,224,0,0,0.3035,0.3035,0.8655,5,7,1.4495,0.4312,M S
6981,2025-26,Roma,12,184,1,0,0.6553,0.6553,0.0,5,0,0.7227,0.1572,S
6984,2024-25,Parma,12,408,5,0,1.353,1.353,1.1569,14,8,2.6189,1.2011,M S
6984,2025-26,Parma,16,768,0,0,1.4231,1.4231,0.4259,20,5,2.7515,1.0622,F M S
6985,2024-25,Venezia,17,1530,1,1,0.8237,0.8237,0.804,5,4,2.1585,1.4531,D
6985,2025-26,Sassuolo,12,509,0,0,0.1701,0.1701,0.0115,3,1,0.5958,0.4142,D S
6986,2024-25,Roma,14,458,0,1,0.6234,0.6234,0.7634,3,2,2.3204,2.1855,D S
6986,2025-26,Roma,24,1180,1,4,0.5695,0.5695,2.7164,6,10,4.8665,3.605,D M S
6989,2024-25,Lecce,2,92,0,0,0.0,0.0,0.0,0,0,0.0453,0.0453,S
6989,2025-26,Lecce,37,3223,2,0,3.9837,3.9837,0.0281,20,2,2.5175,2.4254,D S
6990,2024-25,Lecce,13,332,0,0,0.722,0.722,0.329,5,6,1.6651,0.8139,D S
6990,2025-26,Lecce,36,3026,0,1,0.2587,0.2587,1.4321,6,20,4.8348,3.6639,D S
6994,2024-25,Venezia,16,1130,1,0,1.3554,1.3554,1.0465,13,18,3.3956,1.4249,M S
7001,2024-25,Lecce,11,285,0,0,0.4773,0.4773,0.1473,9,6,0.5177,0.1157,M S
7001,2025-26,Lecce,27,474,2,0,0.7121,0.7121,0.7715,19,4,1.867,0.8636,M S
7008,2024-25,Milan,14,665,5,2,4.4601,3.6988,1.6852,23,6,5.8868,1.0302,F S
7008,2025-26,Milan,16,905,0,1,3.7895,3.7895,0.5481,27,4,4.3117,1.1985,F S
7012,2024-25,Lazio,2,27,0,0,0.0,0.0,0.0,0,0,0.0366,0.0366,S
7012,2025-26,Lazio,26,1515,0,0,0.6659,0.6659,0.6628,6,4,4.6583,4.085,D S
7014,2024-25,Como,9,627,0,0,0.7791,0.7791,0.1208,7,2,1.1278,0.9111,D S
7014,2025-26,Como,28,1685,0,1,1.1305,1.1305,1.4588,12,14,5.3495,4.8472,D S
7017,2024-25,Como,13,587,2,2,3.1398,3.1398,1.3894,14,8,5.0493,1.4315,F S
7017,2025-26,Como,38,2279,14,1,15.1707,14.4094,2.242,65,24,18.0618,3.2304,F S
7036,2025-26,Sassuolo,6,116,0,1,0.1267,0.1267,0.4741,3,3,1.2305,0.6297,M S
7060,2024-25,Torino,2,21,0,0,0.0,0.0,0.0,0,0,0.2962,0.2962,S
7068,2025-26,Bologna,19,1320,0,0,0.738,0.738,0.1709,8,3,1.804,1.5788,D S
7069,2025-26,Fiorentina,16,488,0,0,0.2287,0.2287,0.4631,8,4,1.3272,0.7595,D S
7070,2025-26,Inter,34,1763,2,2,2.1819,2.1819,4.041,22,29,15.2084,10.9277,M S
7071,2025-26,Inter,35,1535,7,3,9.8645,9.8645,2.0567,57,21,13.5007,3.5961,F S
7120,2025-26,Napoli,18,645,1,2,1.3652,1.3652,1.975,9,14,4.1738,2.764,F M S
7125,2025-26,Cagliari,23,737,2,0,0.789,0.789,0.2484,6,6,3.7341,3.2927,D S
7126,2025-26,Como,29,1579,6,3,1.9011,1.9011,6.6961,28,61,11.8592,7.0638,F M S
7127,2025-26,Como,12,688,3,0,1.5145,1.5145,1.0215,13,7,3.7352,1.3606,M S
7128,2025-26,Como,23,643,1,1,0.9032,0.9032,1.4387,8,11,4.0391,1.8611,M S
7129,2025-26,Como,31,1728,2,9,3.9215,3.9215,6.9713,45,36,13.897,4.4757,F M S
7131,2025-26,Cremonese,28,1156,0,1,0.2002,0.2002,1.3023,5,9,1.9744,1.199,D M S
7138,2025-26,Parma,28,1076,1,0,0.4495,0.4495,0.2705,10,6,1.8653,1.4927,M S
7146,2025-26,Pisa,32,2283,1,0,2.9979,2.9979,3.5666,28,20,7.3135,3.0379,D M S
7154,2025-26,Sassuolo,1,1,0,0,0.0,0.0,0.0,0,0,0.0,0.0,S
7157,2025-26,Sassuolo,15,230,1,0,0.7572,0.7572,0.0,3,0,0.8943,0.1371,M S
7158,2025-26,Sassuolo,14,181,0,0,0.8333,0.8333,0.2612,6,1,1.2078,0.1255,F S
7161,2025-26,Udinese,15,432,0,2,1.3256,1.3256,0.731,14,3,1.7772,0.3395,F S
7162,2025-26,Napoli | Verona,33,1873,3,5,4.2693,4.2693,4.3574,56,32,8.811,2.3908,F M S
7164,2025-26,Lecce,1,31,0,0,0.0,0.0,0.0138,0,1,0.0263,0.0124,D
7165,2025-26,Cagliari,4,277,0,0,0.0,0.0,0.0,0,0,0.154,0.154,M
7172,2025-26,Bologna,4,353,0,0,0.0,0.0,0.0,0,0,0.3043,0.3043,GK S
7175,2025-26,Bologna | Juventus,20,1003,1,0,0.2812,0.2812,0.7328,7,8,3.5708,2.7405,D S
7181,2025-26,Roma,30,2474,5,0,2.4843,2.4843,5.3521,25,33,14.1413,7.724,D M S
7182,2025-26,Lecce,14,533,0,0,0.1294,0.1294,0.0512,2,2,0.6001,0.5618,D S
7183,2025-26,Torino,15,500,0,0,0.4122,0.4122,0.5976,7,3,1.3414,0.4527,D M S
7198,2025-26,Udinese,33,1702,1,1,3.2054,3.2054,0.7784,36,12,6.5128,3.213,M S
7202,2025-26,Parma,11,786,0,0,0.3604,0.3604,0.0226,6,1,2.3115,2.2722,D S
7203,2025-26,Milan,14,703,0,1,0.2435,0.2435,1.1304,7,9,3.5846,2.4458,M S
7208,2025-26,Udinese,24,985,0,2,0.3062,0.3062,1.3455,9,13,2.4091,1.2458,M S
7209,2025-26,Parma,34,1834,1,1,2.0451,2.0451,0.7403,15,9,5.0425,3.4158,D M S
7211,2025-26,Milan,27,804,2,2,0.3818,0.3818,1.5629,13,12,4.8328,3.5311,D S
7212,2025-26,Bologna,27,2109,0,0,1.0151,1.0151,0.0509,11,2,4.1579,4.1459,D S
7219,2025-26,Atalanta,23,1570,0,3,0.4186,0.4186,3.1461,9,27,7.7642,6.4738,D M S
7220,2025-26,Verona,26,1935,2,0,2.6008,2.6008,2.21,21,28,6.7007,2.8434,D M S
7223,2025-26,Napoli,12,625,1,2,0.7056,0.7056,0.8353,10,11,2.6104,1.2568,M S
7235,2025-26,Parma,21,1631,1,0,0.9772,0.9772,0.6567,9,7,2.2315,1.7643,D S
7238,2025-26,Fiorentina,3,62,0,0,0.0,0.0,0.0108,0,1,0.0972,0.0864,S
7240,2025-26,Lecce,21,1701,1,0,0.4798,0.4798,0.3155,6,3,2.341,1.9713,D S
7248,2025-26,Lecce,2,27,0,0,0.0,0.0,0.0,0,0,0.3341,0.3341,S
7249,2025-26,Udinese,25,886,3,0,2.7839,2.7839,0.9993,12,11,3.9164,0.5736,F S
7252,2025-26,Lecce,34,1713,4,0,5.4713,4.71,2.1005,33,20,6.2662,1.3461,F S
7253,2025-26,Verona,19,1347,0,0,0.0762,0.0762,0.0467,3,1,2.4116,2.3733,D S
7255,2025-26,Parma,29,2103,0,2,0.41,0.41,2.035,13,17,4.0718,1.8429,D M S
7260,2025-26,Roma,18,500,0,0,0.141,0.141,0.0413,2,1,0.8011,0.8011,D S
7268,2025-26,Cagliari,17,1327,1,0,1.1984,1.1984,0.0,3,0,2.5587,2.5306,D S
7272,2025-26,Udinese,19,368,1,0,2.2641,2.2641,0.157,20,4,3.5067,1.6756,F S
7274,2025-26,Cagliari,23,1723,0,1,0.745,0.745,0.4578,7,3,3.504,3.0286,D S
7276,2025-26,Parma,8,122,0,0,0.0181,0.0181,0.013,1,1,0.0418,0.0288,M S
7311,2025-26,Roma,2,5,0,0,0.0,0.0,0.0,0,0,0.5332,0.5332,S
7312,2025-26,Udinese,10,173,0,0,0.0271,0.0271,0.135,1,1,0.5363,0.3741,D S
7313,2025-26,Lazio,8,228,0,0,0.5318,0.5318,0.0181,6,1,0.4372,0.0189,F S
7314,2025-26,Lazio,17,1418,3,2,2.0894,2.0894,1.0836,16,13,4.5469,2.6423,M
7317,2025-26,Cagliari,8,68,1,0,0.598,0.598,0.1456,7,2,0.6775,0.0,S
7318,2025-26,Lecce,19,971,2,1,1.7339,1.7339,1.121,10,7,3.1843,1.0364,M S
7319,2025-26,Lecce,5,80,0,0,0.1006,0.1006,0.1806,2,2,0.2812,0.0,M S
7322,2025-26,Lecce,15,847,0,0,0.2408,0.2408,0.1908,5,4,1.0601,0.8157,M S
7326,2025-26,Bologna,6,497,0,0,0.0997,0.0997,0.1499,1,3,0.8593,0.7094,D
7329,2025-26,Torino,16,1135,1,3,0.1724,0.1724,1.0564,7,11,2.8037,2.079,D M S
7332,2025-26,Genoa,16,1399,0,0,0.0,0.0,0.0,0,0,1.8982,1.8982,GK
7337,2025-26,Lazio,9,810,0,0,0.0,0.0,0.0461,0,1,1.6419,1.6419,GK
7338,2025-26,Cagliari,2,23,0,0,0.0,0.0,0.0,0,0,0.078,0.078,S
7341,2025-26,Genoa,11,554,0,0,0.1271,0.1271,0.7568,2,11,1.3446,0.7348,M S
7342,2025-26,Parma,9,297,2,1,2.3499,2.3499,0.3569,6,4,2.4368,0.1902,F S
7345,2025-26,Lazio,1,7,0,0,0.0196,0.0196,0.0,1,0,0.0196,0.0,S
7346,2025-26,Cagliari,1,4,0,0,0.0,0.0,0.0,0,0,0.0237,0.0237,S
7347,2025-26,Verona,14,1211,4,0,4.0993,4.0993,0.4409,33,12,5.1178,0.8251,F
7349,2025-26,Torino,13,284,0,1,0.8516,0.8516,0.3413,5,5,1.3058,0.2139,F S
7351,2025-26,Napoli,14,836,4,0,1.5114,1.5114,1.6119,29,14,5.0846,2.7119,F M S
7356,2025-26,Udinese,7,159,0,0,0.0,0.0,0.0535,0,1,0.0413,0.0413,D S
7374,2025-26,Cagliari,9,326,2,0,2.389,2.389,0.2572,15,6,2.7216,0.8245,F S
7392,2025-26,Udinese,1,9,0,0,0.0,0.0,0.043,0,1,0.0384,0.0384,S
7396,2025-26,Sassuolo,1,90,0,0,0.4983,0.4983,0.0,1,0,0.0,0.0,D
7477,2023-24,Monza,25,1351,4,1,4.1946,4.1946,0.4335,37,8,6.4604,1.997,F S
7477,2024-25,Empoli,37,2254,6,2,6.4886,5.7273,2.6644,56,21,12.3871,4.7159,F M S
7477,2025-26,Genoa,38,2373,7,1,9.3957,7.8731,1.872,66,19,10.4239,3.2527,F S
7554,2023-24,Milan,4,72,0,0,0.1344,0.1344,0.0,1,0,0.6175,0.4832,S
