id,stagione,squadra,ruolo,minuti,pg,mv,mf,gf,gs,rp,rc,rpiu,rmeno,ass,amm,esp,au
6821,2025-26,Parma,D,,0,0,0,0,0,0,0,0,0,0,0,0,0
6822,2024-25,Genoa,A,727,15,5.87,6.1,1,0,0,0,0,0,1,1,0,0
6822,2025-26,Genoa,A,930,25,5.96,6.28,3,0,0,0,0,0,0,3,0,0
6826,2024-25,Torino,D,369,9,5.67,5.89,1,0,0,0,0,0,0,0,1,0
6826,2025-26,Torino,D,15,1,5,5,0,0,0,0,0,0,0,0,0,0
6827,2024-25,Torino,A,361,9,6,5.94,0,0,0,0,0,0,0,1,0,0
6827,2025-26,Torino,A,266,9,6,5.94,0,0,0,0,0,0,0,1,0,0
6831,2024-25,Napoli,C,1268,25,6.32,6.72,2,0,0,0,0,0,5,2,0,0
6831,2025-26,Napoli,C,932,16,6.19,6.84,3,0,0,0,0,0,3,3,0,0
6833,2024-25,Juventus,A,687,15,6.33,7.13,3,0,0,0,0,0,3,1,0,0
6844,2025-26,Bologna,C,1612,28,6.2,6.59,3,0,0,0,0,0,3,2,0,0
6867,2024-25,Como,D,1042,13,5.81,5.73,0,0,0,0,0,0,0,2,0,0
6867,2025-26,Como,D,2028,26,6.06,6.23,1,0,0,0,0,0,3,3,0,0
6869,2025-26,Como,D,2744,32,6.16,6.14,2,0,0,0,0,0,0,11,1,0
6875,2024-25,Como,C,2704,33,6.38,6.95,6,0,0,1,0,1,7,6,0,0
6875,2025-26,Como,C,2905,35,6.37,7.3,12,0,0,2,0,2,5,5,0,0
6883,2024-25,Lecce,D,1384,18,5.75,5.75,0,0,0,0,0,0,0,0,0,0
6883,2025-26,Lecce,D,180,5,5.8,5.7,0,0,0,0,0,0,0,1,0,0
6884,2024-25,Juventus,C,1320,25,6.12,6.5,3,0,0,0,0,0,3,3,1,0
6884,2025-26,Juventus,C,2124,30,6.28,6.7,3,0,0,0,0,0,5,3,0,0
6889,2024-25,Empoli,C,1127,22,6.3,6.64,2,0,0,0,0,0,3,3,0,0
6889,2025-26,Torino,C,258,9,5.78,5.72,0,0,0,0,0,0,0,1,0,0
6890,2024-25,Fiorentina,D,144,3,5.67,5.67,0,0,0,0,0,0,0,0,0,0
6892,2024-25,Venezia,D,1124,15,5.7,5.63,0,0,0,0,0,0,0,2,0,0
6893,2024-25,Como,D,2622,31,5.85,5.76,0,0,0,0,0,0,0,4,1,0
6893,2025-26,Como,D,2317,29,6.12,6.52,4,0,0,0,0,0,1,3,0,0
6895,2024-25,Bologna,A,1309,20,6.28,6.82,3,0,0,0,0,0,2,0,0,0
6895,2025-26,Bologna,A,553,12,5.83,6.04,0,0,0,0,0,0,3,1,0,0
6896,2024-25,Como,D,1256,18,5.94,5.92,0,0,0,0,0,0,1,3,0,0
6896,2025-26,Como,D,915,14,5.96,5.96,0,0,0,0,0,0,1,2,0,0
6898,2024-25,Parma,C,1852,28,5.73,5.66,0,0,0,0,0,0,1,4,1,0
6898,2025-26,Parma,C,3016,36,6.01,6.06,1,0,0,0,0,0,1,1,0,1
6903,2024-25,Napoli,C,,0,0,0,0,0,0,0,0,0,0,0,0,0
6904,2024-25,Venezia,C,1198,28,5.91,5.98,1,0,0,0,0,0,2,6,0,0
6908,2024-25,Udinese,C,1223,23,6,5.89,0,0,0,0,0,0,0,5,0,0
6908,2025-26,Udinese,C,2575,32,6.36,6.88,5,0,0,0,0,0,3,3,0,0
6916,2024-25,Genoa,D,263,6,6,6,0,0,0,0,0,0,0,0,0,0
6916,2025-26,Atalanta,D,1368,21,5.79,5.69,0,0,0,0,0,0,0,2,1,0
6917,2024-25,Genoa,C,1528,18,6.06,6.17,1,0,0,0,0,0,0,2,0,0
6917,2025-26,Genoa,C,1379,21,5.98,5.9,0,0,0,0,0,0,1,5,0,0
6925,2025-26,Udinese,D,109,4,5.5,5.5,0,0,0,0,0,0,0,0,0,0
6956,2024-25,Udinese,D,1676,19,6.16,6.29,1,0,0,0,0,0,1,1,1,0
6956,2025-26,Udinese,D,2962,34,6.18,6.4,3,0,0,1,1,0,1,1,0,1
6966,2024-25,Como,P,1663,18,6.22,5.22,0,18,0,0,0,0,0,0,0,0
6966,2025-26,Como,P,3420,38,6.07,5.37,0,29,1,0,0,0,1,3,0,0
6967,2024-25,Como,C,1268,14,6.5,7.93,7,0,0,0,0,0,0,2,0,0
6967,2025-26,Como,A,1098,16,6,6.38,2,0,0,0,0,0,1,2,0,0
6977,2024-25,Genoa,D,183,3,5.17,4.67,0,0,0,0,0,0,0,1,1,0
6977,2025-26,Genoa,D,829,10,5.6,5.35,0,0,0,0,0,0,0,1,0,1
6980,2024-25,Genoa,C,149,3,6.83,8.83,2,0,0,0,0,0,0,0,0,0
6980,2025-26,Roma,C,224,7,5.86,5.86,0,0,0,0,0,0,0,0,0,0
6981,2025-26,Roma,A,184,7,5.93,6.36,1,0,0,0,0,0,0,0,0,0
6984,2024-25,Parma,C,408,10,6.35,7.85,5,0,0,0,0,0,0,0,0,0
6984,2025-26,Parma,C,768,15,5.7,5.63,0,0,0,0,0,0,0,2,0,0
6985,2024-25,Venezia,D,1530,17,5.76,5.82,1,0,0,0,0,0,0,4,0,0
6985,2025-26,Sassuolo,D,509,8,5.69,5.56,0,0,0,0,0,0,0,2,0,0
6986,2024-25,Roma,D,458,8,6.06,6.19,0,0,0,0,0,0,1,0,0,0
6986,2025-26,Roma,D,1180,19,6.16,6.5,1,0,0,0,0,0,4,1,0,0
6989,2024-25,Lecce,D,92,2,6.25,6.25,0,0,0,0,0,0,0,0,0,0
6989,2025-26,Lecce,D,3223,36,6,6.01,2,0,0,0,0,0,0,7,0,1
6990,2024-25,Lecce,D,332,11,5.73,5.73,0,0,0,0,0,0,0,0,0,0
6990,2025-26,Lecce,D,3026,36,5.82,5.69,0,0,0,0,0,0,0,9,0,0
6994,2024-25,Venezia,C,1130,16,6.03,6.16,1,0,0,0,0,0,1,4,0,0
7001,2024-25,Lecce,A,285,7,5.86,5.86,0,0,0,0,0,0,0,0,0,0
7001,2025-26,Lecce,A,474,17,5.82,6.09,2,0,0,0,0,0,0,3,0,0
7008,2024-25,Milan,A,665,12,5.88,6.75,5,0,0,1,0,1,1,3,1,0
7008,2025-26,Milan,A,905,15,5.5,5.53,0,0,0,0,0,0,1,2,0,0
7012,2024-25,Lazio,D,27,1,6.5,6.5,0,0,0,0,0,0,0,1,0,0
7012,2025-26,Lazio,D,1515,23,5.91,5.85,0,0,0,0,0,0,0,3,0,0
7014,2024-25,Como,D,627,8,5.81,5.75,0,0,0,0,0,0,0,2,0,0
7014,2025-26,Como,D,1685,25,5.96,5.84,0,0,0,0,0,0,1,8,0,0
7017,2024-25,Como,A,587,12,6.21,6.75,2,0,0,0,0,0,1,1,0,0
7017,2025-26,Como,A,2279,36,6.18,7.38,14,0,0,1,1,0,1,0,0,0
7023,2024-25,Parma,A,,11,6.14,6.86,3,0,0,0,0,0,0,2,0,0
7023,2025-26,Parma,A,,37,5.99,6.65,9,0,0,1,1,0,0,5,0,0
7027,2024-25,Como,A,,0,0,0,0,0,0,0,0,0,0,0,0,0
7027,2025-26,Como,A,,0,0,0,0,0,0,0,0,0,0,0,0,0
7036,2025-26,Sassuolo,C,116,3,6.17,6.17,0,0,0,0,0,0,0,0,0,0
7048,2024-25,Roma,P,,0,0,0,0,0,0,0,0,0,0,0,0,0
7060,2024-25,Torino,C,21,1,6,6,0,0,0,0,0,0,0,0,0,0
7068,2025-26,Bologna,D,1320,18,5.94,5.86,0,0,0,0,0,0,0,3,0,0
7069,2025-26,Fiorentina,D,488,12,5.96,5.96,0,0,0,0,0,0,0,0,0,0
7070,2025-26,Inter,C,1763,28,6.07,6.27,2,0,0,0,0,0,2,5,0,0
7071,2025-26,Inter,A,1535,31,6.26,7.02,7,0,0,0,0,0,3,1,0,0
7120,2025-26,Napoli,A,645,14,6.04,6.32,1,0,0,0,0,0,2,2,0,0
7125,2025-26,Cagliari,D,737,17,5.82,6.09,2,0,0,0,0,0,0,3,0,0
7126,2025-26,Como,C,1579,25,6.3,7.14,6,0,0,0,0,0,3,0,0,0
7127,2025-26,Como,A,688,12,5.96,6.54,3,0,0,0,0,0,0,4,0,0
7128,2025-26,Como,A,643,14,5.96,6.25,1,0,0,0,0,0,1,0,0,0
7129,2025-26,Como,A,1728,28,6.25,6.66,2,0,0,0,0,0,8,3,1,0
7131,2025-26,Cremonese,D,1156,23,5.72,5.72,0,0,0,0,0,0,1,2,0,0
7138,2025-26,Parma,C,1076,21,5.79,5.81,1,0,0,0,0,0,0,3,1,0
7146,2025-26,Pisa,C,2283,30,5.82,5.82,1,0,0,0,0,0,0,4,1,0
7154,2025-26,Sassuolo,D,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7156,2025-26,Sassuolo,D,,0,0,0,0,0,0,0,0,0,0,0,0,0
7157,2025-26,Sassuolo,C,230,5,6,6.5,1,0,0,0,0,0,0,3,0,0
7158,2025-26,Sassuolo,A,181,6,5.58,5.5,0,0,0,0,0,0,0,1,0,0
7161,2025-26,Udinese,A,432,12,5.75,5.83,0,0,0,0,0,0,1,0,0,0
7162,2025-26,Napoli,A,1873,31,6,6.45,3,0,0,0,0,0,6,2,0,0
7164,2025-26,Lecce,D,31,1,5,5,0,0,0,0,0,0,0,0,0,0
7165,2025-26,Cagliari,C,277,4,5.75,5.75,0,0,0,0,0,0,0,0,0,0
7172,2025-26,Bologna,P,353,4,6.12,5.62,0,2,0,0,0,0,0,0,0,0
7175,2025-26,Bologna,D,1003,14,5.79,6,1,0,0,0,0,0,1,2,0,0
7181,2025-26,Roma,D,2474,30,6.12,6.47,5,0,0,0,0,0,0,5,2,0
7182,2025-26,Lecce,D,533,9,5.5,5.5,0,0,0,0,0,0,0,0,0,0
7183,2025-26,Torino,A,500,11,5.77,5.64,0,0,0,0,0,0,0,4,0,0
7198,2025-26,Udinese,C,1702,30,5.88,5.95,1,0,0,0,0,0,0,2,0,0
7202,2025-26,Parma,D,786,11,5.59,5.36,0,0,0,0,0,0,0,3,1,0
7203,2025-26,Milan,C,703,12,5.71,5.79,0,0,0,0,0,0,1,0,0,0
7208,2025-26,Udinese,C,985,19,5.92,5.95,0,0,0,0,0,0,2,4,0,0
7209,2025-26,Parma,C,1834,30,5.85,5.95,1,0,0,0,0,0,1,2,0,0
7211,2025-26,Milan,D,804,17,5.94,6.32,2,0,0,0,0,0,2,3,0,0
7212,2025-26,Bologna,D,2109,25,5.84,5.8,0,0,0,0,0,0,0,0,1,0
7213,2025-26,Parma,A,,0,0,0,0,0,0,0,0,0,0,0,0,0
7219,2025-26,Atalanta,D,1570,22,6.09,6.16,0,0,0,0,0,0,3,3,0,0
7220,2025-26,Verona,D,1935,26,6.1,6.21,2,0,0,0,0,0,0,6,0,0
7223,2025-26,Napoli,C,625,8,6.25,6.5,1,0,0,0,0,0,0,2,0,0
7235,2025-26,Parma,D,1631,21,5.79,5.71,1,0,0,0,0,0,0,5,2,0
7238,2025-26,Fiorentina,D,62,1,6,6,0,0,0,0,0,0,0,0,0,0
7240,2025-26,Lecce,D,1701,19,5.68,5.76,1,0,0,0,0,0,0,3,0,0
7248,2025-26,Lecce,C,27,1,5.5,5.5,0,0,0,0,0,0,0,0,0,0
7249,2025-26,Udinese,A,886,21,5.88,6.24,3,0,0,0,0,0,0,3,0,0
7252,2025-26,Lecce,A,1713,30,5.73,6.12,4,0,0,1,1,0,0,1,0,0
7253,2025-26,Verona,D,1347,18,5.83,5.75,0,0,0,0,0,0,0,3,0,0
7255,2025-26,Parma,D,2103,28,5.75,5.7,0,0,0,0,0,0,2,5,1,0
7260,2025-26,Roma,D,500,9,5.94,5.78,0,0,0,0,0,0,0,3,0,0
7268,2025-26,Cagliari,D,1327,16,5.62,5.72,1,0,0,0,0,0,0,3,0,0
7272,2025-26,Udinese,A,368,13,5.77,5.92,1,0,0,0,0,0,0,2,0,0
7274,2025-26,Cagliari,D,1723,22,5.77,5.68,0,0,0,0,0,0,1,6,0,0
7276,2025-26,Parma,C,122,1,6,6,0,0,0,0,0,0,0,0,0,0
7301,2025-26,Como,P,,0,0,0,0,0,0,0,0,0,0,0,0,0
7312,2025-26,Udinese,D,173,5,5.8,5.8,0,0,0,0,0,0,0,0,0,0
7313,2025-26,Lazio,A,228,7,5.64,5.64,0,0,0,0,0,0,0,0,0,0
7314,2025-26,Lazio,C,1418,17,6.06,6.56,3,0,0,0,0,0,2,5,0,0
7317,2025-26,Cagliari,A,68,3,5.67,5.67,0,0,0,0,0,0,0,0,0,0
7318,2025-26,Lecce,C,971,16,5.97,6.41,2,0,0,0,0,0,1,0,0,0
7319,2025-26,Lecce,C,80,2,5.5,5.5,0,0,0,0,0,0,0,0,0,0
7322,2025-26,Lecce,C,847,13,5.69,5.65,0,0,0,0,0,0,0,1,0,0
7326,2025-26,Bologna,D,497,6,5.5,5.33,0,0,0,0,0,0,0,2,0,0
7329,2025-26,Torino,D,1135,16,6.06,6.41,1,0,0,0,0,0,3,1,0,0
7332,2025-26,Genoa,P,1399,16,6.06,4.78,0,20,0,0,0,0,0,1,0,0
7337,2025-26,Lazio,P,810,9,6,5.17,0,10,1,0,0,0,0,1,0,0
7338,2025-26,Cagliari,A,23,2,6,6,0,0,0,0,0,0,0,0,0,0
7341,2025-26,Genoa,C,554,9,5.72,5.67,0,0,0,0,0,0,0,1,0,0
7342,2025-26,Parma,A,297,8,6,6.88,2,0,0,0,0,0,1,0,0,0
7345,2025-26,Lazio,C,7,0,0,0,0,0,0,0,0,0,0,0,0,0
7346,2025-26,Cagliari,D,4,0,0,0,0,0,0,0,0,0,0,0,0,0
7347,2025-26,Verona,A,1211,14,5.96,6.79,4,0,0,0,0,0,0,1,0,0
7349,2025-26,Torino,A,284,7,5.71,5.79,0,0,0,0,0,0,1,2,0,0
7351,2025-26,Napoli,C,836,13,6.35,7.23,4,0,0,0,0,0,0,1,0,0
7356,2025-26,Udinese,D,159,3,5.83,5.67,0,0,0,0,0,0,0,2,0,0
7357,2025-26,Como,C,,0,0,0,0,0,0,0,0,0,0,0,0,0
7363,2025-26,Torino,P,,0,0,0,0,0,0,0,0,0,0,0,0,0
7374,2025-26,Cagliari,A,326,8,5.94,6.62,2,0,0,0,0,0,0,1,0,0
