ruolo,nome,squadra,qt_fanta,ia,fascia_o_valore,note,sos,accoppiata,fv,pg,media,fmedia,gol,ass,amm,gol_subiti,p_med_aste,p_stat,p_gol_m,tr_media,tr_gol,id_ufficiale,fvm,eta
C,Isaksen,Lazio,9,72,Scomm.,Bonus,Subentrante,Roma Fiorentina Torino,0.6898304350904995,27,6.04,6.63,5,1,0,,3.225,5.587626524233046,7.402192605331041,1,1,6398,22,25
C,Colpani,Monza,9,72,Quarta,Bonus,,Lecce Venezia Atalanta,0. N.D,,,,,,,,2.525, Prezzo N.D.,,,,5878,15,27
C,Politano,Napoli,9,72,Scomm.,Affidabile,Bonus,Roma Bologna Frosinone,0.6738115698994916,33,6.09,6.36,2,5,4,,7.550000000000001,5.457873716185883,2.960877042132416,-1,-1,536,37,33
C,Cristante,Roma,9,72,Quarta,Cartellini,Bonus,Lazio Napoli Juventus,0.6624476975799063,37,6.11,6.22,2,1,6,,1.675,5.365826350397239,2.960877042132416,-1,-1,779,29,31
C,Volpato,Sassuolo,9,72,Scomm.,Subentrante,Infortuni,Inter Parma Bologna,0.6108203436137749,21,6.14,6.52,2,4,4,,1.825,4.947644783271577,2.960877042132416,1,1,5735,25,23
C,Casadei,Torino,9,72,Quarta,Inaffidabile,Subentrante,Juventus Lazio Lecce,0.7025409116695314,32,5.97,6.45,6,0,5,,3.35,5.690581384523205,8.882631126397248,1,1,5888,27,23
C,Pellegrini Lo.,Roma,9,72,,Infortuni,Inaffidabile,Lazio Napoli Juventus,,,,,,,,,0.9, Prezzo N.D.,,,,530,20,30
C,Mbangula,Bologna,8,70.48,Terza,Scommessa,Affidabile,Atalanta Lecce Napoli,,,,,,,,,0.975, Prezzo N.D.,,,,6833,28,22
C,Pasalic,Atalanta,8,70.48,Scomm.,Bonus,Scommessa,"Frosinone, Bologna Cagliari",0.6654549903007286,31,5.94,6.27,3,3,3,,1.55,4.690126771639536,4.441315563198624,1,-1,2077,22,31
C,Odgaard,Bologna,8,70.48,Scomm.,Bonus,Inaffidabile,Atalanta Lecce Napoli,0.6554319267746129,22,5.91,6.61,5,1,1,,1.325,4.619484219907473,7.402192605331041,-1,-1,2765,17,27
C,Cambiaghi,Bologna,8,70.48,Scomm.,Subentrante,Infortuni,Atalanta Lecce Napoli,0.6143221360288376,24,5.98,6.42,3,4,3,,1.425,4.329742414731248,4.441315563198624,-1,1,4436,25,26
C,Mandragora,Torino,8,70.48,Quarta,Affidabile,Cartellini,Juventus Lazio Lecce,0.7902996491378342,34,6.04,6.62,7,2,7,,1.45,5.5700319271234555,10.363069647463456,-1,1,1933,23,29
C,Calò,Frosinone,8,70.48,Terza,Titolare,Rigorista,Atalanta Como Napoli,0. N.D,,,,,,,,3.675, Prezzo N.D.,,,,7472,27,29
C,Chukwueze,Milan,8,70.48,Scomm.,Bonus,Subentrante,Inter Parma Cagliari,0.41795387192807765,1,5.5,5.5,0,0,0,,4.6499999999999995,2.9457388893490917,0,-1,-1,4856,22,27
C,Lobotka,Napoli,8,70.48,Titolare,Affidabile,,Roma Bologna Frosinone,0.6143789616494583,31,6.05,6.1,1,0,3,,1.4749999999999999,4.330142921705383,1.480438521066208,1,1,4287,23,32
C,Konè I.,Sassuolo,8,70.48,Scomm.,Scommessa,,Inter Parma Bologna,0.7119337506390845,35,6.19,6.63,6,0,3,,0.7,5.017709074504268,8.882631126397248,1,1,6717,20,24
C,Schmid,Frosinone,8,70.48,Quarta,Scommessa,Bonus,Atalanta Como Napoli,,,,,,,,,1.05, Prezzo N.D.,,,,7551,25,26
C,Hutchinson,Milan,8,70.48,Scomm.,Scommessa,Bonus,Inter Parma Cagliari,,,,,,,,,1.4, Prezzo N.D.,,,,7618,25,23
C,Gaetano,Atalanta,7,68.81,Quarta,Infortuni,Affidabile,"Frosinone, Bologna Cagliari",0.6607637105268659,32,6.06,6.31,2,4,4,,3.4749999999999996,3.978375705618443,2.960877042132416,-1,-1,4364,30,26
C,Zalewski,Atalanta,7,68.81,Scomm.,Subentrante,Bonus,"Frosinone, Bologna Cagliari",0.6682105515665523,31,6.1,6.4,2,5,3,,1.375,4.023212204663266,2.960877042132416,1,1,5422,18,24
C,Ferguson,Bologna,7,68.81,Titolare,Infortuni,Affidabile,Atalanta Lecce Napoli,0.5240851663414793,23,5.8,5.78,1,0,5,,0.975,3.155451275896255,1.480438521066208,-1,-1,5858,23,27
C,Adopo,Cagliari,7,68.81,Titolare,,,Atalanta Fiorentina Venezia,0.6406975653354096,38,5.83,5.88,1,1,4,,0.65,3.8575599536888343,1.480438521066208,-1,-1,4870,13,26
C,Romano,Cagliari,7,68.81,Quarta,Titolare,Bonus,Atalanta Fiorentina Venezia,0. N.D,,,,,,,,1.05, Prezzo N.D.,,,,7311,21,20
C,Fagioli,Fiorentina,7,68.81,Quarta,Cartellini,Bonus,Cagliari Como Lazio,0.6538853980581494,33,6.03,6.23,2,3,5,,0.925,3.9369622460333598,2.960877042132416,1,1,4465,20,25
C,Ndour,Fiorentina,7,68.81,Scomm.,Scommessa,,Cagliari Como Lazio,0.6375665136889055,30,5.8,6.07,3,0,2,,1.7750000000000001,3.8387082831066888,4.441315563198624,1,1,6294,22,22
C,Frendrup,Genoa,7,68.81,Titolare,,Affidabile,Juventus Bologna Como,0.6273880164227098,36,5.96,5.97,1,0,5,,0.8,3.777424823379082,1.480438521066208,-1,-1,5791,19,25
C,Koopmeiners,Juventus,7,68.81,,Inaffidabile,,Torino Genoa Roma,0.553068529174734,29,5.64,5.55,0,0,5,,0.85,3.329956480594927,0,-1,-1,5685,15,28
C,Rovella,Lazio,7,68.81,,Cartellini,Affidabile,Roma Fiorentina Torino,0.45471828547803955,11,5.73,5.64,0,1,2,,0.675,2.7378019570775916,0,-1,-1,4459,16,25
C,Coulibaly L.,Lecce,7,68.81,Titolare,Cartellini,Affidabile,Parma Bologna Fiorentina,0.6651965597459211,33,6.05,6.29,3,1,4,,0.675,4.0050653366602225,4.441315563198624,1,1,5504,17,30
C,Akinsanmiro,Monza,7,68.81,Titolare,Affidabile,,Lecce Venezia Atalanta,0.5492119011540779,23,5.8,5.8,0,1,2,,0.55,3.3067362053610587,0,1,1,6593,11,22
C,Bernabè,Parma,7,68.81,Terza,Titolare,Bonus,Lecce Sassuolo Milan,0.6828739197215193,32,6.17,6.48,3,1,0,,3.075,4.111498511403303,4.441315563198624,1,1,6666,34,25
C,Pisilli,Roma,7,68.81,Scomm.,Scommessa,Subentrante,Lazio Napoli Juventus,0.6170740673298039,22,6.09,6.48,2,4,3,,1.425,3.715325825134333,2.960877042132416,1,-1,6190,19,22
C,Karlstrom,Udinese,7,68.81,Titolare,,Inaffidabile,Genoa Lecce Milan,0.6235548077465692,36,5.96,5.96,1,0,6,,0.65,3.754345553091125,1.480438521066208,1,1,6680,20,31
C,Unai Gomez,Udinese,7,68.81,Scomm.,Scommessa,,Genoa Lecce Milan,0. N.D,,,,,,,,0.975, Prezzo N.D.,,,,6783,16,23
C,Sow,Genoa,7,68.81,Quarta,Scommessa,,Juventus Bologna Como,,,,,,,,,0.675, Prezzo N.D.,,,,5946,15,29
C,Elmas,Atalanta,7,68.81,Scomm.,Bonus,Subentrante,"Frosinone, Bologna Cagliari",,,,,,,,,1.075, Prezzo N.D.,,,,4479,22,27
C,Monteiro J.,Lecce,7,68.81,,,,Parma Bologna Fiorentina,,,,,,,,,0.65, Prezzo N.D.,,,,7619,23,27
C,Sarr P.,Juventus,7,68.81,Quarta,,,Torino Genoa Roma,,,,,,,,,1.325, Prezzo N.D.,,,,5680,25,24
C,Braganca,Torino,6,66.78,,,,Juventus Lazio Lecce,,,,,,,,,0.5, Prezzo N.D.,,,,7624,20,27
C,Pobega,Bologna,6,66.78,Titolare,Infortuni,,Atalanta Lecce Napoli,0.5848180104271965,23,5.83,6.17,3,1,2,,0.525,2.929061005224614,4.441315563198624,-1,1,5298,12,27
C,Winks,Cagliari,6,66.78,Titolare,,,Atalanta Fiorentina Venezia,0. N.D,,,,,,,,0.525, Prezzo N.D.,,,,4260,15,30
C,Fazzini,Cagliari,6,66.78,Quarta,Infortuni,Bonus,Atalanta Fiorentina Venezia,0.4890009368006146,12,5.88,5.83,0,0,2,,2.475,2.449161191965878,0,-1,-1,6010,23,23
C,Milla,Como,6,66.78,Quarta,,,Fiorentina Frosinone Genoa,0. N.D,,,,,,,,1.4749999999999999, Prezzo N.D.,,,,7412,30,32
C,Caqueret,Como,6,66.78,,Scommessa,Bonus,Fiorentina Frosinone Genoa,0.647434050897756,28,6.11,6.41,2,4,3,,0.6,3.2426734439214107,2.960877042132416,-1,-1,5036,17,26
C,Liberali,Como,6,66.78,Scomm.,Scommessa,Bonus,Fiorentina Frosinone Genoa,0. N.D.,0,0,0,0,0,0,,1.8, Prezzo N.D.,0,,,6678,21,19
C,Oulai,Fiorentina,6,66.78,Scomm.,Scommessa,,Cagliari Como Lazio,0. N.D,,,,,,,,0.975, Prezzo N.D.,,,,7464,18,20
C,Zerbin,Frosinone,6,66.78,Scomm.,Scommessa,Bonus,Atalanta Como Napoli,0.5848576301083119,29,5.76,5.79,0,2,2,,0.6,2.92925944039748,0,-1,-1,5998,12,27
C,Ellertsson,Genoa,6,66.78,Titolare,Scommessa,Subentrante,Juventus Bologna Como,0.6117144661458785,35,5.84,5.91,1,1,1,,0.6,3.0637719036916327,1.480438521066208,-1,-1,6020,16,24
C,Zhegrova,Juventus,6,66.78,Scomm.,Scommessa,Bonus,Torino Genoa Roma,0.4984294944633611,12,5.96,5.96,0,0,1,,0.925,2.496384123019744,0,1,1,5761,17,27
C,Pierotti,Lecce,6,66.78,Titolare,Bonus,Inaffidabile,Parma Bologna Fiorentina,0.6337288217277636,37,5.8,5.85,1,1,4,,0.7,3.1740308036235034,1.480438521066208,-1,-1,6549,19,25
C,Pessina,Monza,6,66.78,Scomm.,Rigorista,Cartellini,Lecce Venezia Atalanta,0. N.D,,,,,,,,0.75, Prezzo N.D.,,,,2741,15,29
C,Nicolussi Caviglia,Parma,6,66.78,,Cartellini,,Lecce Sassuolo Milan,0.5672556091778714,23,5.89,6.02,0,4,4,,0.625,2.841099718567369,0,-1,-1,4349,16,26
C,Matic,Sassuolo,6,66.78,Titolare,Cartellini,,Inter Parma Bologna,0.5935840475126511,34,5.96,5.96,1,1,6,,0.65,2.972965701967113,1.480438521066208,1,1,2528,15,38
C,Adzic,Sassuolo,6,66.78,Scomm.,Scommessa,Subentrante,Inter Parma Bologna,0.5055540716371921,4,6.12,6.88,1,0,0,,2.375,2.532067567794877,1.480438521066208,1,1,6677,16,20
C,Bakola,Sassuolo,6,66.78,Quarta,Affidabile,,Inter Parma Bologna,0.466571601972522,3,6.17,6.17,0,0,0,,0.825,2.3368238684793767,0,1,1,7036,14,19
C,Cacciamani,Torino,6,66.78,Quarta,Scommessa,,Juventus Lazio Lecce,0. N.D,,,,,,,,1.8, Prezzo N.D.,,,,7060,24,19
C,Oristanio,Torino,6,66.78,Scomm.,Scommessa,Affidabile,Juventus Lazio Lecce,0.5401065156869627,18,5.78,5.92,1,0,1,,0.75,2.705123483818152,1.480438521066208,-1,-1,6218,12,24
C,Piotrowski,Udinese,6,66.78,Titolare,Scommessa,Bonus,Genoa Lecce Milan,0.603545806829089,30,5.88,5.95,1,0,2,,0.675,3.022859173503492,1.480438521066208,1,1,7198,15,29
C,Basic,Venezia,6,66.78,Quarta,Bonus,Affidabile,Cagliari Monza Bologna,0.6011870548597107,23,6.09,6.43,2,3,0,,0.725,3.0110453642648607,2.960877042132416,1,1,5674,19,30
C,Tourè I.,Monza,6,66.78,,Scommessa,,Lecce Venezia Atalanta,,,,,,,,,0.525, Prezzo N.D.,,,,7146,14,28
C,Amondarain,Bologna,5,64.25,,,,Atalanta Lecce Napoli,0. N.D,,,,,,,,0.6, Prezzo N.D.,,,,7528,10,21
C,Felici,Cagliari,5,64.25,,Scommessa,Bonus,Atalanta Fiorentina Venezia,0.5431181306889855,11,6.05,6.55,2,1,3,,0.55,2.1809587435479574,2.960877042132416,1,1,6640,7,25
C,Meichtry,Genoa,5,64.25,,Scommessa,,Juventus Bologna Como,0. N.D,,,,,,,,0.625, Prezzo N.D.,,,,7409,11,21
C,Luis Henrique,Inter,5,64.25,Scomm.,Scommessa,Bonus,Milan Sassuolo Juventus,0.6056252024455082,27,5.89,6.06,1,2,1,,0.65,2.431963703570244,1.480438521066208,1,1,5301,12,25
C,Dele-Bashiru,Lazio,5,64.25,,Bonus,Scommessa,Roma Fiorentina Torino,0.5543506608038743,21,5.69,5.83,1,0,0,,0.525,2.2260643722905575,1.480438521066208,-1,-1,6629,13,25
C,Jashari,Milan,5,64.25,Scomm.,Scommessa,Affidabile,Inter Parma Cagliari,0.49543750515379875,12,5.71,5.79,0,1,0,,0.7,1.9894912316332234,0,1,1,7203,13,24
C,Keita M.,Parma,5,64.25,Titolare,Inaffidabile,,Lecce Sassuolo Milan,0.6511190495376764,36,6.01,6.06,1,1,1,,0.6,2.6146499332997317,1.480438521066208,1,1,6898,15,24
C,Fitz-Jim,Torino,5,64.25,Titolare,Scommessa,,Juventus Lazio Lecce,0. N.D,,,,,,,,0.925, Prezzo N.D.,,,,7535,18,23
C,Gineitis,Torino,5,64.25,Titolare,Inaffidabile,Subentrante,Juventus Lazio Lecce,0.5619592663872554,27,5.87,5.81,0,1,5,,0.55,2.256617679086322,0,-1,-1,6170,12,22
C,Busio,Venezia,5,64.25,Quarta,Titolare,Affidabile,Cagliari Monza Bologna,0. N.D,,,,,,,,1.4, Prezzo N.D.,,,,5507,14,24
C,Sohm,Venezia,5,64.25,,Bonus,Subentrante,Cagliari Monza Bologna,0.5415903615987046,24,5.65,5.62,0,1,3,,0.575,2.174823795794798,0,-1,-1,5319,11,25
C,Perez K.,Venezia,5,64.25,Scomm.,Scommessa,Subentrante,Cagliari Monza Bologna,0. N.D,,,,,,,,0.6, Prezzo N.D.,,,,6994,15,29
C,Cissè A.,Milan,5,64.25,Scomm.,Scommessa,,Inter Parma Cagliari,,,,,,,,,4.05, Prezzo N.D.,,,,6618,24,20
C,De Roon,Roma,4,60.96,,Cartellini,Affidabile,Lazio Napoli Juventus,0.6004934719533125,34,5.97,6,1,2,6,,0.75,1.8303041025136961,1.480438521066208,-1,-1,22,10,35
C,Moro N.,Bologna,4,60.96,,,,Atalanta Lecce Napoli,0.6192415903891035,28,5.93,6.12,2,0,1,,0.55,1.8874483675059872,2.960877042132416,1,1,6054,14,28
C,Dominguez B.,Sassuolo,4,60.96,Scomm.,Bonus,Subentrante,Inter Parma Bologna,0.5132026719063745,12,5.83,6.04,0,3,1,,0.65,1.5642417439706293,0,-1,-1,6895,12,23
C,Addai,Como,4,60.96,,Bonus,Infortuni,Fiorentina Frosinone Genoa,0.5528984548223739,12,5.96,6.54,3,0,4,,0.575,1.6852344902985954,4.441315563198624,1,1,7127,10,21
C,Fabbian,Parma,4,60.96,,Affidabile,Subentrante,Lecce Sassuolo Milan,0.5782710236549199,22,5.8,6.05,2,0,2,,0.8,1.762570080100196,2.960877042132416,-1,-1,6206,8,23
C,Cichella,Frosinone,4,60.96,,,,Atalanta Como Napoli,0. N.D,,,,,,,,0.575, Prezzo N.D.,,,,7473,12,21
C,Koutsoupias,Frosinone,4,60.96,,Scommessa,Cartellini,Atalanta Como Napoli,0. N.D,,,,,,,,0.525, Prezzo N.D.,,,,7474,11,
C,Fini ,Frosinone,4,60.96,,,,Atalanta Como Napoli,0. N.D,,,,,,,,In aggiorn., Prezzo N.D.,,,,6506,13,20
C,Amorim,Genoa,4,60.96,,,,Juventus Bologna Como,0.4676864345523173,9,5.72,5.67,0,0,1,,0.625,1.425508252515463,0,1,1,7341,11,21
C,Messias,Genoa,4,60.96,Scomm.,Subentrante,Scommessa,Juventus Bologna Como,0.6664237890790103,19,6.18,6.68,3,1,1,,0.6,2.0312597091128235,4.441315563198624,1,1,4970,8,35
C,Traorè Hj.,Genoa,4,60.96,,Subentrante,Infortuni,Juventus Bologna Como,0. N.D,,,,,,,,0.625, Prezzo N.D.,,,,2857,11,26
C,Mkhitaryan,Inter,4,60.96,,Affidabile,Bonus,Milan Sassuolo Juventus,0.6647373869689589,28,6.21,6.59,4,1,5,,0.7,2.0261195554813862,5.921754084264832,1,1,2529,9,37
C,Douglas Luiz,Juventus,4,60.96,Scomm.,Scommessa,,Torino Genoa Roma,0. N.D.,0,0,0,0,0,0,,2.225, Prezzo N.D.,0,,,4911,15,28
C,Cataldi,Lazio,4,60.96,,Cartellini,Infortuni,Roma Fiorentina Torino,0.691340724534814,27,6.07,6.41,3,3,6,,0.525,2.107206528382113,4.441315563198624,1,-1,333,12,32
C,Ngom,Lecce,4,60.96,,,,Parma Bologna Fiorentina,0.4872952605230676,13,5.69,5.65,0,0,1,,0.675,1.4852759540743101,0,1,1,7322,12,22
C,Berisha M.,Lecce,4,60.96,Scomm.,Infortuni,Affidabile,Parma Bologna Fiorentina,0.5835735308785567,12,6.17,6.92,2,3,0,,0.65,1.778732122117841,2.960877042132416,1,1,6015,12,23
C,Gandelman,Lecce,4,60.96,,Scommessa,,Parma Bologna Fiorentina,0.5740292966809255,16,5.97,6.41,2,1,0,,0.6,1.7496412962834607,2.960877042132416,1,1,7318,10,26
C,Ricci S.,Como,4,60.96,,Affidabile,Cartellini,Fiorentina Frosinone Genoa,0.6158166531383225,28,6,6.18,1,3,3,,0.625,1.8770091587656066,1.480438521066208,1,-1,5453,12,25
C,Loftus-Cheek,Milan,4,60.96,Scomm.,Bonus,Infortuni,Inter Parma Cagliari,0.6167362068916014,21,6.1,6.52,3,1,2,,1.175,1.8798119586056008,4.441315563198624,1,1,4199,16,30
C,Folorunsho,Monza,4,60.96,Quarta,Bonus,Infortuni,Lecce Venezia Atalanta,0.6073026715280155,26,6.04,6.21,2,0,3,,0.75,1.8510585428173916,2.960877042132416,1,1,6252,17,28
C,Almqvist,Parma,4,60.96,,Subentrante,,Lecce Sassuolo Milan,0.49377130902073973,9,5.94,6.06,0,1,0,,0.575,1.5050149498952148,0,1,-1,6207,11,27
C,Ilkhan,Torino,4,60.96,,Inaffidabile,,Juventus Lazio Lecce,0.5207042750346353,17,5.82,6,1,2,2,,0.55,1.5871066303055688,1.480438521066208,1,1,6005,8,22
C,Njie,Fiorentina,4,60.96,Scomm.,Scommessa,Affidabile,Cagliari Como Lazio,0.4833434544347571,9,6,5.94,0,0,1,,1.2750000000000001,1.4732308491171395,0,-1,-1,6827,28,21
C,Miller L.,Udinese,4,60.96,,Scommessa,Calci Piazzati,Genoa Lecce Milan,0.5341796511536017,19,5.92,5.95,0,2,4,,0.525,1.6281795767161777,0,1,1,7208,12,20
C,Grillitsch,Frosinone,4,60.96,,Cartellini,,Atalanta Como Napoli,,,,,,,,,0.5, Prezzo N.D.,,,,7550,10,31
C,Massolin,Cagliari,4,60.96,,,,Atalanta Fiorentina Venezia,,,,,,,,,0.75, Prezzo N.D.,,,,7579,12,24
C,Fernandez T.,Venezia,3,56.34,Scomm.,Scommessa,Affidabile,Cagliari Monza Bologna,,,,,,,,,0.55, Prezzo N.D.,,,,7232,8,18
C,Sulemana I.,Sassuolo,3,56.34,,,,Inter Parma Bologna,0.5265380008818179,18,5.69,5.78,1,0,3,,0.475,1.1124431613630608,1.480438521066208,-1,-1,6024,7,23
C,Deiola,Cagliari,3,56.34,Titolare,Cartellini,Inaffidabile,Atalanta Fiorentina Venezia,0.5392991728617575,20,5.98,5.95,0,1,3,,0.55,1.1394043274636785,0,-1,-1,1871,8,31
C,Brescianini,Fiorentina,3,56.34,,Subentrante,Affidabile,Cagliari Como Lazio,0.5747949542804216,18,5.97,6.31,2,1,2,,0.65,1.2143980396559608,2.960877042132416,-1,-1,4947,11,26
C,Gelli F.,Frosinone,3,56.34,,,,Atalanta Como Napoli,0. N.D,,,,,,,,0.575, Prezzo N.D.,,,,6241,6,30
C,Masini,Frosinone,3,56.34,,Scommessa,,Atalanta Como Napoli,0.536110573090077,21,5.98,5.9,0,1,5,,0.65,1.1326676132960602,0,-1,-1,6917,8,25
C,Stankovic A.,Inter,3,56.34,,Scommessa,Subentrante,Milan Sassuolo Juventus,0. N.D,,,,,,,,0.7, Prezzo N.D.,,,,6503,7,21
C,Gorter,Lecce,3,56.34,Titolare,,,Parma Bologna Fiorentina,0.41795387192807765,1,5.5,5.5,0,0,0,,0.55,0.8830320429160461,0,1,1,7248,12,21
C,Maleh,Lecce,3,56.34,Titolare,Inaffidabile,Cartellini,Parma Bologna Fiorentina,0.5154950138330441,21,5.69,5.71,1,0,3,,0.65,1.0891120904757638,1.480438521066208,-1,1,5457,7,28
C,Musah,Milan,3,56.34,Quarta,Scommessa,,Inter Parma Cagliari,0.5389384371377164,16,5.94,6.09,1,0,1,,0.6,1.1386421830627103,1.480438521066208,1,1,5295,15,24
C,Colombo L.,Monza,3,56.34,,Subentrante,,Lecce Venezia Atalanta,0. N.D,,,,,,,,0.65, Prezzo N.D.,,,,7477,4,21
C,Gilmour,Napoli,3,56.34,,Subentrante,Affidabile,Roma Bologna Frosinone,0.5321554838659299,13,6.08,6.27,1,0,1,,0.45,1.1243114985377434,1.480438521066208,1,1,5131,10,25
C,Ordonez C.,Parma,3,56.34,,Inaffidabile,Cartellini,Lecce Sassuolo Milan,0.5211802995427413,21,5.79,5.81,1,0,3,,0.65,1.1011236778589266,1.480438521066208,1,1,7138,10,22
C,Diallo O.,Parma,3,56.34,,Scommessa,Subentrante,Lecce Sassuolo Milan,0. N.D,,,,,,,,0.55, Prezzo N.D.,,,,7536,12,19
C,Aboukhlal,Torino,3,56.34,,Inaffidabile,,Juventus Lazio Lecce,0.4682468666446574,11,5.77,5.64,0,0,4,,0.6,0.9892885675034998,0,1,1,7183,5,26
C,Helgason,Venezia,3,56.34,,Scommessa,,Cagliari Monza Bologna,0.44056568846392474,4,5.62,5.62,0,0,0,,0.7,0.9308051583021572,0,-1,-1,5872,3,26
C,Gagliardini,Cagliari,3,56.34,,Inaffidabile,,Atalanta Fiorentina Venezia,,,,,,,,,0.25, Prezzo N.D.,,,,801,8,32
C,El Azzouzi O.,Bologna,2,49.12,,,,Atalanta Lecce Napoli,0. N.D,,,,,,,,0.575, Prezzo N.D.,,,,6225,10,25
C,Fadera,Cagliari,2,49.12,Scomm.,Scommessa,Bonus,Atalanta Fiorentina Venezia,0.589937391927876,24,5.92,6.15,2,1,5,,0.65,0.7244431172874315,2.960877042132416,-1,1,6815,12,25
C,Hasa,Frosinone,2,49.12,,,,Atalanta Como Napoli,0. N.D,,,,,,,,0.5, Prezzo N.D.,,,,6903,5,22
C,Venturino,Genoa,2,49.12,,Subentrante,Bonus,Juventus Bologna Como,0.46999984785140836,7,5.86,5.86,0,0,0,,0.575,0.5771598131615294,0,-1,-1,6980,4,20
C,Belahyane,Lazio,2,49.12,,Affidabile,Cartellini,Roma Fiorentina Torino,0.4697843053548711,11,5.77,5.82,0,2,1,,0.4,0.5768951269757816,0,1,-1,6191,3,22
C,Ciurria,Monza,2,49.12,,Bonus,Subentrante,Lecce Venezia Atalanta,0. N.D,,,,,,,,0.575, Prezzo N.D.,,,,5880,6,31
C,Cremaschi,Parma,2,49.12,,,,Lecce Sassuolo Milan,0.4463803004765632,1,6,6,0,0,0,,0.45,0.5481550089852195,0,1,1,7276,3,21
C,Boloca,Sassuolo,2,49.12,,Affidabile,,Inter Parma Bologna,0.4374302440970573,2,5.75,5.75,0,0,0,,0.5,0.5371643397511863,0,1,1,6219,5,28
C,Lipani,Sassuolo,2,49.12,,,,Inter Parma Bologna,0.5417196879016458,21,5.93,5.9,0,1,3,,0.575,0.665231776743221,0,1,1,6246,5,21
C,Zarraga,Udinese,2,49.12,,,,Genoa Lecce Milan,0.4710837495885347,10,5.75,5.7,0,0,2,,0.45,0.5784908444947205,0,-1,-1,6212,4,27
C,Chakvetadze,Udinese,2,49.12,,Scommessa,,Genoa Lecce Milan,0. N.D,,,,,,,,0.525, Prezzo N.D.,,,,7418,6,27
C,Duncan,Venezia,2,49.12,,Inaffidabile,,Cagliari Monza Bologna,0. N.D,,,,,,,,0.575, Prezzo N.D.,,,,526,4,33
C,Forson O.,Monza,2,49.12,,Scommessa,Bonus,Lecce Venezia Atalanta,,,,,,,,,0.55, Prezzo N.D.,,,,6592,1,22
C,Foe Ondoa,Monza,2,49.12,,Scommessa,,Lecce Venezia Atalanta,,,,,,,,,0.45, Prezzo N.D.,,,,7574,2,21
C,Jovanovic,Udinese,2,49.12,,,,Genoa Lecce Milan,,,,,,,,,0.25, Prezzo N.D.,,,,7092,5,20
C,Liteta,Cagliari,1,35.69,,,,Atalanta Fiorentina Venezia,0.44795655988653094,4,5.75,5.75,0,0,0,,0.5,0.19984462027937858,0,1,1,7165,1,20
C,Lahdo,Como,1,35.69,,,,Fiorentina Frosinone Genoa,0. N.D.,0,0,0,0,0,0,,0.475, Prezzo N.D.,0,,,7357,1,19
C,El Azzouzi A.,Frosinone,1,35.69,,Cartellini,,Atalanta Como Napoli,0. N.D,,,,,,,,0.45, Prezzo N.D.,,,,7456,1,25
C,Kone B.,Frosinone,1,35.69,,,,Atalanta Como Napoli,0. N.D,,,,,,,,0.475, Prezzo N.D.,,,,5725,3,26
C,Przyborek,Lazio,1,35.69,Top,,,Roma Fiorentina Torino,0. N.D.,0,0,0,0,0,0,,0.45, Prezzo N.D.,0,,,7345,5,19
C,Kaba,Lecce,1,35.69,,Inaffidabile,,Parma Bologna Fiorentina,0.48131717330135154,11,5.77,5.73,0,0,1,,0.45,0.21472762393906544,0,-1,-1,6410,2,25
C,Fofana Sa.,Lecce,1,35.69,,,,Parma Bologna Fiorentina,0.4232170298228145,2,5.5,5.5,0,0,0,,0.425,0.18880769742970308,0,1,1,7319,1,23
C,Ilic,Lecce,1,35.69,Titolare,Affidabile,Infortuni,Parma Bologna Fiorentina,0.47293818734031945,8,6,5.88,0,0,2,,0.575,0.21098954882719997,0,-1,-1,5007,10,25
C,Anjorin,Torino,1,35.69,,,,Juventus Lazio Lecce,0.47083582587342354,9,5.78,5.72,0,0,1,,0.425,0.21005163281778103,0,-1,-1,6889,4,
C,Dagasso,Venezia,1,35.69,,,,Cagliari Monza Bologna,0. N.D,,,,,,,,0.45, Prezzo N.D.,,,,7481,1,22
C,Laerke,Lecce,1,35.69,,Scommessa,,Parma Bologna Fiorentina,,,,,,,,,0.475, Prezzo N.D.,,,,7571,1,19
C,Comotto,Milan,1,35.69,,,,Inter Parma Cagliari,,,,,,,,,0.825, Prezzo N.D.,,,,7572,1,18
C,Mout,Monza,1,35.69,Titolare,Inaffidabile,,Lecce Venezia Atalanta,,,,,,,,,0.525, Prezzo N.D.,,,,7575,12,19
C,Ciervo,Cagliari,1,35.69,,,,Atalanta Fiorentina Venezia,,,,,,,,,0.55, Prezzo N.D.,,,,5462,1,24
A,Malen,Roma,38,93.48,Top,Bonus,Affidabile,Lazio Napoli Juventus,0.8219073805141517,18,6.72,8.97,14,2,1,,102.425,72.99030683393975,40.597592433361996,1,1,5585,450,27
A,Martinez L.,Inter,33,90.42,Top,Titolare,Bonus,Milan Sassuolo Juventus,0.8483142133684727,30,6.42,8.25,17,6,4,,93.5,63.28127121754127,49.29707652622528,1,1,2764,361,28
A,Thuram,Inter,28,87.36,Top,Affidabile,Titolare,Milan Sassuolo Juventus,0.8019201315903465,29,6.43,7.95,13,6,2,,64.57499999999999,49.03901988701287,37.697764402407564,1,-1,4871,249,29
A,Hojlund,Napoli,28,87.36,Semi-Top,Titolare,Affidabile,Roma Bologna Frosinone,0.8436021115807509,33,6.21,7.44,12,5,1,,71.725,51.58795632738609,34.79793637145314,1,1,6052,260,23
