fonte,squadra,modulo,posto,giocatore,ruolo,pct
calciodangolo,Parma,4-3-3,7,Keita,,
calciodangolo,Parma,4-3-3,8,Fabbian,,
calciodangolo,Parma,4-3-3,9,Almqvist,,
calciodangolo,Parma,4-3-3,10,Romero,,
calciodangolo,Parma,4-3-3,11,Toure,,
calciodangolo,Roma,3-4-2-1,1,Svilar,,
calciodangolo,Roma,3-4-2-1,2,Mancini,,
calciodangolo,Roma,3-4-2-1,3,N'dicka,,
calciodangolo,Roma,3-4-2-1,4,Hermoso,,
calciodangolo,Roma,3-4-2-1,5,Molina,,
calciodangolo,Roma,3-4-2-1,6,Cristante,,
calciodangolo,Roma,3-4-2-1,7,Kone,,
calciodangolo,Roma,3-4-2-1,8,Wesley,,
calciodangolo,Roma,3-4-2-1,9,Dybala,,
calciodangolo,Roma,3-4-2-1,10,Mora,,
calciodangolo,Roma,3-4-2-1,11,Malen,,
calciodangolo,Sassuolo,4-3-3,1,Muric,,
calciodangolo,Sassuolo,4-3-3,2,Van Der Brempt,,
calciodangolo,Sassuolo,4-3-3,3,Walukiewicz,,
calciodangolo,Sassuolo,4-3-3,4,Idzes,,
calciodangolo,Sassuolo,4-3-3,5,Obrador,,
calciodangolo,Sassuolo,4-3-3,6,Bakola,,
calciodangolo,Sassuolo,4-3-3,7,Matic,,
calciodangolo,Sassuolo,4-3-3,8,Adzic,,
calciodangolo,Sassuolo,4-3-3,9,Berardi,,
calciodangolo,Sassuolo,4-3-3,10,Lauriente,,
calciodangolo,Torino,3-4-2-1,1,Perri,,
calciodangolo,Torino,3-4-2-1,2,Coco,,
calciodangolo,Torino,3-4-2-1,3,Comert,,
calciodangolo,Torino,3-4-2-1,4,Comuzzo,,
calciodangolo,Torino,3-4-2-1,5,Belghali,,
calciodangolo,Torino,3-4-2-1,6,Fitz-Jim,,
calciodangolo,Torino,3-4-2-1,7,Mandragora,,
calciodangolo,Torino,3-4-2-1,8,Fortini,,
calciodangolo,Torino,3-4-2-1,9,Vlasic,,
calciodangolo,Torino,3-4-2-1,10,Casadei,,
calciodangolo,Torino,3-4-2-1,11,Simeone,,
calciodangolo,Udinese,3-5-2,1,Okoye,,
calciodangolo,Udinese,3-5-2,2,Bertola,,
calciodangolo,Udinese,3-5-2,3,Kabasele,,
calciodangolo,Udinese,3-5-2,4,Solet,,
calciodangolo,Udinese,3-5-2,5,Vojvoda,,
calciodangolo,Udinese,3-5-2,6,Ekkelenkamp,,
calciodangolo,Udinese,3-5-2,7,Karlstrom,,
calciodangolo,Udinese,3-5-2,8,Piotrowski,,
calciodangolo,Udinese,3-5-2,9,Kamara,,
calciodangolo,Udinese,3-5-2,10,Zaniolo,,
calciodangolo,Udinese,3-5-2,11,Davis,,
calciodangolo,Venezia,3-5-2,1,Stankovic,,
calciodangolo,Venezia,3-5-2,2,Schingtienne,,
calciodangolo,Venezia,3-5-2,3,Bella-Kotchap,,
calciodangolo,Venezia,3-5-2,4,Juan Jesus,,
calciodangolo,Venezia,3-5-2,5,Hainaut,,
calciodangolo,Venezia,3-5-2,6,Basic,,
calciodangolo,Venezia,3-5-2,7,Perez,,
calciodangolo,Venezia,3-5-2,8,Sohm,,
calciodangolo,Venezia,3-5-2,9,Correia,,
calciodangolo,Venezia,3-5-2,10,Adams,,
calciodangolo,Venezia,3-5-2,11,Yeboah,,
fantamaster,Atalanta,4-3-3,1,Carnesecchi,,
fantamaster,Atalanta,4-3-3,2,Zappacosta,,
fantamaster,Atalanta,4-3-3,3,Kristensen,,
fantamaster,Atalanta,4-3-3,4,Scalvini,,
fantamaster,Atalanta,4-3-3,5,Bernasconi,,
fantamaster,Atalanta,4-3-3,6,Ederson,,
fantamaster,Atalanta,4-3-3,7,Gaetano,,
fantamaster,Atalanta,4-3-3,8,Kessie,,
fantamaster,Atalanta,4-3-3,9,De Ketelaere,,
fantamaster,Atalanta,4-3-3,10,Scamacca,,
fantamaster,Atalanta,4-3-3,11,Raspadori,,
fantamaster,Bologna,4-3-3,1,Skorupski,,
fantamaster,Bologna,4-3-3,2,Zortea,,
fantamaster,Bologna,4-3-3,3,Theate,,
fantamaster,Bologna,4-3-3,4,Heggem,,
fantamaster,Bologna,4-3-3,5,Miranda,,
fantamaster,Bologna,4-3-3,6,Ferguson,,
fantamaster,Bologna,4-3-3,7,Amondarain,,
fantamaster,Bologna,4-3-3,8,Bernardeschi,,
fantamaster,Bologna,4-3-3,9,Orsolini,,
fantamaster,Bologna,4-3-3,10,Piccoli,,
fantamaster,Bologna,4-3-3,11,Cambiaghi,,
fantamaster,Cagliari,4-3-2-1,1,Caprile,,
fantamaster,Cagliari,4-3-2-1,2,Sugawara,,
fantamaster,Cagliari,4-3-2-1,3,Mina,,
fantamaster,Cagliari,4-3-2-1,4,Rodriguez,,
fantamaster,Cagliari,4-3-2-1,5,Obert,,
fantamaster,Cagliari,4-3-2-1,6,Adopo,,
fantamaster,Cagliari,4-3-2-1,7,Winks,,
fantamaster,Cagliari,4-3-2-1,8,Romano,,
fantamaster,Cagliari,4-3-2-1,9,Fazzini,,
fantamaster,Cagliari,4-3-2-1,10,Maldini,,
fantamaster,Cagliari,4-3-2-1,11,Kevin Carlos,,
fantamaster,Como,4-2-3-1,1,Butez,,
fantamaster,Como,4-2-3-1,2,Couto,,
fantamaster,Como,4-2-3-1,3,Ramon,,
fantamaster,Como,4-2-3-1,4,Chalobah,,
fantamaster,Como,4-2-3-1,5,Valle,,
fantamaster,Como,4-2-3-1,6,Milla,,
fantamaster,Como,4-2-3-1,7,Da Cunha,,
fantamaster,Como,4-2-3-1,8,Diao,,
fantamaster,Como,4-2-3-1,9,Paz,,
fantamaster,Como,4-2-3-1,10,Baturina,,
fantamaster,Como,4-2-3-1,11,Kean,,
fantamaster,Fiorentina,4-3-2-1,1,De Gea,,
fantamaster,Fiorentina,4-3-2-1,2,Jimenez,,
fantamaster,Fiorentina,4-3-2-1,3,Dragusin,,
fantamaster,Fiorentina,4-3-2-1,4,Pongracic,,
fantamaster,Fiorentina,4-3-2-1,5,Valdepenas,,
fantamaster,Fiorentina,4-3-2-1,6,Atta,,
fantamaster,Fiorentina,4-3-2-1,7,Fagioli,,
fantamaster,Fiorentina,4-3-2-1,8,Ndour,,
fantamaster,Fiorentina,4-3-2-1,9,Mastantuono,,
fantamaster,Fiorentina,4-3-2-1,10,Goncalves,,
fantamaster,Fiorentina,4-3-2-1,11,Pellegrino,,
fantamaster,Frosinone,4-2-3-1,1,Palmisani,,
fantamaster,Frosinone,4-2-3-1,2,Oyono,,
fantamaster,Frosinone,4-2-3-1,3,Calvani,,
fantamaster,Frosinone,4-2-3-1,4,Monterisi,,
fantamaster,Frosinone,4-2-3-1,5,Bracaglia,,
fantamaster,Frosinone,4-2-3-1,6,Calo,,
fantamaster,Frosinone,4-2-3-1,7,Masini,,
fantamaster,Frosinone,4-2-3-1,8,Fini,,
fantamaster,Frosinone,4-2-3-1,9,Schmid,,
fantamaster,Frosinone,4-2-3-1,10,Raimondo,,
fantamaster,Frosinone,4-2-3-1,11,Kvernadze,,
fantamaster,Genoa,3-4-2-1,1,Bijlow,,
fantamaster,Genoa,3-4-2-1,2,Marcandalli,,
fantamaster,Genoa,3-4-2-1,3,Ostigard,,
fantamaster,Genoa,3-4-2-1,4,Vasquez,,
fantamaster,Genoa,3-4-2-1,5,Drameh,,
fantamaster,Genoa,3-4-2-1,6,Frendrup,,
fantamaster,Genoa,3-4-2-1,7,Sow,,
fantamaster,Genoa,3-4-2-1,8,Ellertsson,,
fantamaster,Genoa,3-4-2-1,9,Baldanzi,,
fantamaster,Genoa,3-4-2-1,10,Vitinha,,
fantamaster,Genoa,3-4-2-1,11,Colombo,,
fantamaster,Inter,3-5-2,1,Martinez,,
fantamaster,Inter,3-5-2,2,Bisseck,,
fantamaster,Inter,3-5-2,3,Akanji,,
fantamaster,Inter,3-5-2,4,Bastoni,,
fantamaster,Inter,3-5-2,5,Spence,,
fantamaster,Inter,3-5-2,6,Barella,,
fantamaster,Inter,3-5-2,7,Calhanoglu,,
fantamaster,Inter,3-5-2,8,Zielinski,,
fantamaster,Inter,3-5-2,9,Dimarco,,
fantamaster,Inter,3-5-2,10,Martinez L.,,
fantamaster,Inter,3-5-2,11,Thuram,,
fantamaster,Juventus,4-2-3-1,1,Vicario,,
fantamaster,Juventus,4-2-3-1,2,Kalulu,,
fantamaster,Juventus,4-2-3-1,3,Bremer,,
fantamaster,Juventus,4-2-3-1,4,Lucumi,,
fantamaster,Juventus,4-2-3-1,5,Celik,,
fantamaster,Juventus,4-2-3-1,6,Locatelli,,
fantamaster,Juventus,4-2-3-1,7,Douglas Luiz,,
fantamaster,Juventus,4-2-3-1,8,Conceicao,,
fantamaster,Juventus,4-2-3-1,9,McKennie,,
fantamaster,Juventus,4-2-3-1,10,Boga,,
fantamaster,Juventus,4-2-3-1,11,Kolo Muani,,
fantamaster,Lazio,4-3-3,1,Mandas,,
fantamaster,Lazio,4-3-3,2,Marusic,,
fantamaster,Lazio,4-3-3,3,Sutalo,,
fantamaster,Lazio,4-3-3,4,Provstgaard,,
fantamaster,Lazio,4-3-3,5,Nuno Tavares,,
fantamaster,Lazio,4-3-3,6,Frattesi,,
fantamaster,Lazio,4-3-3,7,Rovella,,
fantamaster,Lazio,4-3-3,8,Taylor,,
fantamaster,Lazio,4-3-3,9,Gudmundsson,,
fantamaster,Lazio,4-3-3,10,Pinamonti,,
fantamaster,Lazio,4-3-3,11,Zaccagni,,
fantamaster,Lecce,4-2-3-1,1,Falcone,,
fantamaster,Lecce,4-2-3-1,2,Veiga,,
fantamaster,Lecce,4-2-3-1,3,Gaspar,,
fantamaster,Lecce,4-2-3-1,4,Tiago Gabriel,,
fantamaster,Lecce,4-2-3-1,5,Gallo,,
fantamaster,Lecce,4-2-3-1,6,Ilic,,
fantamaster,Lecce,4-2-3-1,7,Coulibaly,,
fantamaster,Lecce,4-2-3-1,8,Pierotti,,
fantamaster,Lecce,4-2-3-1,9,Gorter,,
fantamaster,Lecce,4-2-3-1,10,N'dri,,
fantamaster,Lecce,4-2-3-1,11,Stulic,,
fantamaster,Milan,3-4-2-1,1,Maignan,,
fantamaster,Milan,3-4-2-1,2,Gila,,
fantamaster,Milan,3-4-2-1,3,Gabbia,,
fantamaster,Milan,3-4-2-1,4,Pavlovic,,
fantamaster,Milan,3-4-2-1,5,Chukwueze,,
fantamaster,Milan,3-4-2-1,6,Modric,,
fantamaster,Milan,3-4-2-1,7,Musah,,
fantamaster,Milan,3-4-2-1,8,Bartesaghi,,
fantamaster,Milan,3-4-2-1,9,Rabiot,,
fantamaster,Milan,3-4-2-1,10,Pulisic,,
fantamaster,Milan,3-4-2-1,11,Ramos,,
fantamaster,Monza,3-4-2-1,1,Tornqvist,,
fantamaster,Monza,3-4-2-1,2,Kouadio,,
fantamaster,Monza,3-4-2-1,3,Ziolkowski,,
fantamaster,Monza,3-4-2-1,4,Carboni,,
fantamaster,Monza,3-4-2-1,5,Birindelli,,
fantamaster,Monza,3-4-2-1,6,Folorunsho,,
fantamaster,Monza,3-4-2-1,7,Mout,,
fantamaster,Monza,3-4-2-1,8,Mangas,,
fantamaster,Monza,3-4-2-1,9,Colpani,,
fantamaster,Monza,3-4-2-1,10,Cutrone,,
fantamaster,Monza,3-4-2-1,11,Varela,,
fantamaster,Napoli,4-3-3,1,Meret,,
fantamaster,Napoli,4-3-3,2,Di Lorenzo,,
fantamaster,Napoli,4-3-3,3,Rrahmani,,
fantamaster,Napoli,4-3-3,4,Badiashile,,
fantamaster,Napoli,4-3-3,5,Spinazzola,,
fantamaster,Napoli,4-3-3,6,Anguissa,,
fantamaster,Napoli,4-3-3,7,Lobotka,,
fantamaster,Napoli,4-3-3,8,McTominay,,
fantamaster,Napoli,4-3-3,9,Politano,,
fantamaster,Napoli,4-3-3,10,Hojlund,,
fantamaster,Napoli,4-3-3,11,Santos,,
fantamaster,Parma,4-3-2-1,1,Corvi,,
fantamaster,Parma,4-3-2-1,2,Delprato,,
fantamaster,Parma,4-3-2-1,3,Troilo,,
fantamaster,Parma,4-3-2-1,4,Diego Carlos,,
fantamaster,Parma,4-3-2-1,5,Valeri,,
fantamaster,Parma,4-3-2-1,6,Bernabe,,
fantamaster,Parma,4-3-2-1,7,Keita,,
fantamaster,Parma,4-3-2-1,8,Fabbian,,
fantamaster,Parma,4-3-2-1,9,Toure,,
fantamaster,Parma,4-3-2-1,10,Lontani,,
fantamaster,Parma,4-3-2-1,11,Romero,,
fantamaster,Roma,3-4-2-1,1,Svilar,,
fantamaster,Roma,3-4-2-1,2,Mancini,,
fantamaster,Roma,3-4-2-1,3,N'dicka,,
fantamaster,Roma,3-4-2-1,4,Hermoso,,
fantamaster,Roma,3-4-2-1,5,Molina,,
fantamaster,Roma,3-4-2-1,6,Cristante,,
fantamaster,Roma,3-4-2-1,7,Kone,,
fantamaster,Roma,3-4-2-1,8,Wesley,,
fantamaster,Roma,3-4-2-1,9,Mora,,
fantamaster,Roma,3-4-2-1,10,Dybala,,
fantamaster,Roma,3-4-2-1,11,Malen,,
fantamaster,Sassuolo,4-3-3,1,Muric,,
fantamaster,Sassuolo,4-3-3,2,Van Der Brempt,,
fantamaster,Sassuolo,4-3-3,3,Leysen,,
fantamaster,Sassuolo,4-3-3,4,Idzes,,
fantamaster,Sassuolo,4-3-3,5,Doig,,
fantamaster,Sassuolo,4-3-3,6,Bakola,,
fantamaster,Sassuolo,4-3-3,7,Matic,,
fantamaster,Sassuolo,4-3-3,8,Adzic,,
fantamaster,Sassuolo,4-3-3,9,Berardi,,
fantamaster,Sassuolo,4-3-3,10,Bowie,,
fantamaster,Sassuolo,4-3-3,11,Lauriente,,
fantamaster,Torino,3-4-2-1,1,Perri,,
fantamaster,Torino,3-4-2-1,2,Comuzzo,,
fantamaster,Torino,3-4-2-1,3,Comert,,
fantamaster,Torino,3-4-2-1,4,Coco,,
fantamaster,Torino,3-4-2-1,5,Belghali,,
fantamaster,Torino,3-4-2-1,6,Mandragora,,
fantamaster,Torino,3-4-2-1,7,Fitz-Jim,,
fantamaster,Torino,3-4-2-1,8,Cacciamani,,
fantamaster,Torino,3-4-2-1,9,Vlasic,,
fantamaster,Torino,3-4-2-1,10,Casadei,,
fantamaster,Torino,3-4-2-1,11,Simeone,,
fantamaster,Udinese,3-5-2,1,Okoye,,
fantamaster,Udinese,3-5-2,2,Abankwah,,
fantamaster,Udinese,3-5-2,3,Kabasele,,
fantamaster,Udinese,3-5-2,4,Solet,,
fantamaster,Udinese,3-5-2,5,Vojvoda,,
fantamaster,Udinese,3-5-2,6,Ekkelenkamp,,
fantamaster,Udinese,3-5-2,7,Karlstrom,,
fantamaster,Udinese,3-5-2,8,Piotrowski,,
fantamaster,Udinese,3-5-2,9,Kamara,,
fantamaster,Udinese,3-5-2,10,Zaniolo,,
fantamaster,Udinese,3-5-2,11,Davis,,
fantamaster,Venezia,3-5-2,1,Stankovic,,
fantamaster,Venezia,3-5-2,2,Bella-Kotchap,,
fantamaster,Venezia,3-5-2,3,Schingtienne,,
fantamaster,Venezia,3-5-2,4,Juan Jesus,,
fantamaster,Venezia,3-5-2,5,Mazzocchi,,
fantamaster,Venezia,3-5-2,6,Basic,,
fantamaster,Venezia,3-5-2,7,Busio,,
fantamaster,Venezia,3-5-2,8,Sohm,,
fantamaster,Venezia,3-5-2,9,Haps,,
fantamaster,Venezia,3-5-2,10,Adams,,
fantamaster,Venezia,3-5-2,11,Yeboah,,
