fonte,squadra,modulo,posto,giocatore,ruolo,pct
fantacalcio.it,Udinese,3-4-2-1,5,Vojvoda,D,90
fantacalcio.it,Udinese,3-4-2-1,6,Piotrowski,C,85
fantacalcio.it,Udinese,3-4-2-1,7,Karlstrom,C,90
fantacalcio.it,Udinese,3-4-2-1,8,Kamara H.,D,90
fantacalcio.it,Udinese,3-4-2-1,9,Ekkelenkamp,C,90
fantacalcio.it,Udinese,3-4-2-1,10,Unai Gomez,C,90
fantacalcio.it,Udinese,3-4-2-1,11,Davis K.,A,90
fantacalcio.it,Udinese,3-4-2-1,12,Mrozek,P,5
fantacalcio.it,Udinese,3-4-2-1,13,Piana,P,1
fantacalcio.it,Udinese,3-4-2-1,14,Padelli,P,1
fantacalcio.it,Udinese,3-4-2-1,15,Ebosse,D,35
fantacalcio.it,Udinese,3-4-2-1,16,Bertola,D,55
fantacalcio.it,Udinese,3-4-2-1,17,Miller L.,C,60
fantacalcio.it,Udinese,3-4-2-1,18,Jovanovic,C,35
fantacalcio.it,Udinese,3-4-2-1,19,Zarraga,C,50
fantacalcio.it,Udinese,3-4-2-1,20,Gueye,A,60
fantacalcio.it,Udinese,3-4-2-1,21,Bayo V.,A,35
fantacalcio.it,Lazio,4-3-3,1,Mandas,P,90
fantacalcio.it,Lazio,4-3-3,2,Floriani Mussolini,D,90
fantacalcio.it,Lazio,4-3-3,3,Doekhi,D,80
fantacalcio.it,Lazio,4-3-3,4,Provstgaard,D,90
fantacalcio.it,Lazio,4-3-3,5,Tavares N.,D,85
fantacalcio.it,Lazio,4-3-3,6,Frattesi,C,90
fantacalcio.it,Lazio,4-3-3,7,Belahyane,C,85
fantacalcio.it,Lazio,4-3-3,8,Taylor K.,C,90
fantacalcio.it,Lazio,4-3-3,9,Gudmundsson A.,C,55
fantacalcio.it,Lazio,4-3-3,10,Pinamonti,A,90
fantacalcio.it,Lazio,4-3-3,11,Zaccagni,C,90
fantacalcio.it,Lazio,4-3-3,12,Motta,P,5
fantacalcio.it,Lazio,4-3-3,13,Renzetti,P,1
fantacalcio.it,Lazio,4-3-3,14,Pedraza,D,60
fantacalcio.it,Lazio,4-3-3,15,Sutalo J.,D,50
fantacalcio.it,Lazio,4-3-3,16,Lazzari,D,40
fantacalcio.it,Lazio,4-3-3,17,Pellegrini Lu.,D,20
fantacalcio.it,Lazio,4-3-3,18,Cancellieri,C,55
fantacalcio.it,Lazio,4-3-3,19,Przyborek,C,25
fantacalcio.it,Lazio,4-3-3,20,Isaksen,C,60
fantacalcio.it,Lazio,4-3-3,21,Noslin,A,60
fantamaster-g3,Juventus,4-2-3-1,1,Vicario,,
fantamaster-g3,Juventus,4-2-3-1,2,Kalulu,,
fantamaster-g3,Juventus,4-2-3-1,3,Bremer,,
fantamaster-g3,Juventus,4-2-3-1,4,Lucumi,,
fantamaster-g3,Juventus,4-2-3-1,5,Celik,,
fantamaster-g3,Juventus,4-2-3-1,6,Douglas Luiz,,
fantamaster-g3,Juventus,4-2-3-1,7,Locatelli,,
fantamaster-g3,Juventus,4-2-3-1,8,Conceicao,,
fantamaster-g3,Juventus,4-2-3-1,9,Nico Gonzalez,,
fantamaster-g3,Juventus,4-2-3-1,10,Boga,,
fantamaster-g3,Juventus,4-2-3-1,11,Kolo Muani,,
fantamaster-g3,Milan,3-4-2-1,1,Maignan,,
fantamaster-g3,Milan,3-4-2-1,2,Gila,,
fantamaster-g3,Milan,3-4-2-1,3,De Winter,,
fantamaster-g3,Milan,3-4-2-1,4,Pavlovic,,
fantamaster-g3,Milan,3-4-2-1,5,Chukwueze,,
fantamaster-g3,Milan,3-4-2-1,6,Musah,,
fantamaster-g3,Milan,3-4-2-1,7,Modric,,
fantamaster-g3,Milan,3-4-2-1,8,Bartesaghi,,
fantamaster-g3,Milan,3-4-2-1,9,Rabiot,,
fantamaster-g3,Milan,3-4-2-1,10,Cisse,,
fantamaster-g3,Milan,3-4-2-1,11,Goncalo Ramos,,
fantamaster-g3,Cagliari,4-3-3,1,Caprile,,
fantamaster-g3,Cagliari,4-3-3,2,Ze Pedro,,
fantamaster-g3,Cagliari,4-3-3,3,Deiola,,
fantamaster-g3,Cagliari,4-3-3,4,Rodriguez,,
fantamaster-g3,Cagliari,4-3-3,5,Obert,,
fantamaster-g3,Cagliari,4-3-3,6,Adopo,,
fantamaster-g3,Cagliari,4-3-3,7,Winks,,
fantamaster-g3,Cagliari,4-3-3,8,Romano,,
fantamaster-g3,Cagliari,4-3-3,9,Maldini,,
fantamaster-g3,Cagliari,4-3-3,10,Mendy,,
fantamaster-g3,Cagliari,4-3-3,11,Fazzini,,
fantamaster-g3,Lecce,3-5-2,1,Falcone,,
fantamaster-g3,Lecce,3-5-2,2,Tiago Gabriel,,
fantamaster-g3,Lecce,3-5-2,3,Gaspar,,
fantamaster-g3,Lecce,3-5-2,4,Siebert,,
fantamaster-g3,Lecce,3-5-2,5,Veiga,,
fantamaster-g3,Lecce,3-5-2,6,Coulibaly,,
fantamaster-g3,Lecce,3-5-2,7,Ilic,,
fantamaster-g3,Lecce,3-5-2,8,Gorter,,
fantamaster-g3,Lecce,3-5-2,9,Gallo,,
fantamaster-g3,Lecce,3-5-2,10,Pierotti,,
fantamaster-g3,Lecce,3-5-2,11,Stulic,,
fantamaster-g3,Udinese,3-4-2-1,1,Okoye,,
fantamaster-g3,Udinese,3-4-2-1,2,Abankwah,,
fantamaster-g3,Udinese,3-4-2-1,3,Kabasele,,
fantamaster-g3,Udinese,3-4-2-1,4,Solet,,
fantamaster-g3,Udinese,3-4-2-1,5,Vojvoda,,
fantamaster-g3,Udinese,3-4-2-1,6,Piotrowski,,
fantamaster-g3,Udinese,3-4-2-1,7,Karlstrom,,
fantamaster-g3,Udinese,3-4-2-1,8,Kamara,,
fantamaster-g3,Udinese,3-4-2-1,9,Unai Gomez,,
fantamaster-g3,Udinese,3-4-2-1,10,Ekkelenkamp,,
fantamaster-g3,Udinese,3-4-2-1,11,Davis,,
fantamaster-g3,Lazio,4-3-3,1,Mandas,,
fantamaster-g3,Lazio,4-3-3,2,Floriani Mussolini,,
fantamaster-g3,Lazio,4-3-3,3,Doekhi,,
fantamaster-g3,Lazio,4-3-3,4,Provstgaard,,
fantamaster-g3,Lazio,4-3-3,5,Nuno Tavares,,
fantamaster-g3,Lazio,4-3-3,6,Taylor,,
fantamaster-g3,Lazio,4-3-3,7,Belahyane,,
fantamaster-g3,Lazio,4-3-3,8,Frattesi,,
fantamaster-g3,Lazio,4-3-3,9,Gudmundsson,,
fantamaster-g3,Lazio,4-3-3,10,Pinamonti,,
fantamaster-g3,Lazio,4-3-3,11,Zaccagni,,
sosfanta,Atalanta,4-3-3,1,Carnesecchi,,
sosfanta,Atalanta,4-3-3,2,Zappacosta,,
sosfanta,Atalanta,4-3-3,3,Kristensen,,
sosfanta,Atalanta,4-3-3,4,Scalvini,,
sosfanta,Atalanta,4-3-3,5,Bernasconi,,
sosfanta,Atalanta,4-3-3,6,Kessie,,
sosfanta,Atalanta,4-3-3,7,Gaetano,,
sosfanta,Atalanta,4-3-3,8,Ederson,,
sosfanta,Atalanta,4-3-3,9,De Ketelaere,,
sosfanta,Atalanta,4-3-3,10,Scamacca,,
sosfanta,Atalanta,4-3-3,11,Rowe,,
sosfanta,Bologna,4-3-3,1,Skorupski,,
sosfanta,Bologna,4-3-3,2,Zortea,,
sosfanta,Bologna,4-3-3,3,Heggem,,
sosfanta,Bologna,4-3-3,4,Theate,,
sosfanta,Bologna,4-3-3,5,Miranda,,
sosfanta,Bologna,4-3-3,6,Pobega,,
sosfanta,Bologna,4-3-3,7,Moro,,
sosfanta,Bologna,4-3-3,8,Odgaard,,
sosfanta,Bologna,4-3-3,9,Orsolini,,
sosfanta,Bologna,4-3-3,10,Dovbyk,,
sosfanta,Bologna,4-3-3,11,Cambiaghi,,
sosfanta,Cagliari,4-3-3,1,Caprile,,
sosfanta,Cagliari,4-3-3,2,Ze Pedro,,
sosfanta,Cagliari,4-3-3,3,Mina,,
sosfanta,Cagliari,4-3-3,4,Rodriguez,,
sosfanta,Cagliari,4-3-3,5,Obert,,
sosfanta,Cagliari,4-3-3,6,Adopo,,
sosfanta,Cagliari,4-3-3,7,Winks,,
sosfanta,Cagliari,4-3-3,8,Romano,,
sosfanta,Cagliari,4-3-3,9,Maldini,,
sosfanta,Cagliari,4-3-3,10,Kevin Carlos,,
sosfanta,Cagliari,4-3-3,11,Fazzini,,
sosfanta,Como,4-2-3-1,1,Butez,,
sosfanta,Como,4-2-3-1,2,Couto,,
sosfanta,Como,4-2-3-1,3,Ramon,,
sosfanta,Como,4-2-3-1,4,Chalobah,,
sosfanta,Como,4-2-3-1,5,Valle,,
sosfanta,Como,4-2-3-1,6,Perrone,,
sosfanta,Como,4-2-3-1,7,Da Cunha,,
sosfanta,Como,4-2-3-1,8,Baturina,,
sosfanta,Como,4-2-3-1,9,Paz,,
sosfanta,Como,4-2-3-1,10,Diao,,
sosfanta,Como,4-2-3-1,11,Douvikas,,
sosfanta,Fiorentina,4-3-3,1,De Gea,,
sosfanta,Fiorentina,4-3-3,2,Jimenez,,
sosfanta,Fiorentina,4-3-3,3,Dragusin,,
sosfanta,Fiorentina,4-3-3,4,Viery,,
sosfanta,Fiorentina,4-3-3,5,Valdepenas,,
sosfanta,Fiorentina,4-3-3,6,Atta,,
sosfanta,Fiorentina,4-3-3,7,Oulai,,
sosfanta,Fiorentina,4-3-3,8,Ndour,,
sosfanta,Fiorentina,4-3-3,9,Mastantuono,,
sosfanta,Fiorentina,4-3-3,10,Beto,,
sosfanta,Fiorentina,4-3-3,11,Pedro Goncalves,,
sosfanta,Frosinone,4-2-3-1,1,Palmisani,,
sosfanta,Frosinone,4-2-3-1,2,Tchato,,
sosfanta,Frosinone,4-2-3-1,3,Calvani,,
sosfanta,Frosinone,4-2-3-1,4,Monterisi,,
sosfanta,Frosinone,4-2-3-1,5,Bracaglia,,
sosfanta,Frosinone,4-2-3-1,6,Calo,,
sosfanta,Frosinone,4-2-3-1,7,Grillitsch,,
sosfanta,Frosinone,4-2-3-1,8,Kvernadze,,
sosfanta,Frosinone,4-2-3-1,9,Schmid,,
sosfanta,Frosinone,4-2-3-1,10,Ghedjemis,,
sosfanta,Frosinone,4-2-3-1,11,Raimondo,,
sosfanta,Genoa,3-4-2-1,1,Bijlow,,
sosfanta,Genoa,3-4-2-1,2,Marcandalli,,
sosfanta,Genoa,3-4-2-1,3,Ostigard,,
sosfanta,Genoa,3-4-2-1,4,Vasquez,,
sosfanta,Genoa,3-4-2-1,5,Drameh,,
sosfanta,Genoa,3-4-2-1,6,Sow,,
sosfanta,Genoa,3-4-2-1,7,Frendrup,,
sosfanta,Genoa,3-4-2-1,8,Mitaj,,
sosfanta,Genoa,3-4-2-1,9,Baldanzi,,
sosfanta,Genoa,3-4-2-1,10,El Shaarawy,,
sosfanta,Genoa,3-4-2-1,11,Colombo,,
sosfanta,Inter,3-5-2,1,Martinez,,
sosfanta,Inter,3-5-2,2,Akanji,,
sosfanta,Inter,3-5-2,3,Stones,,
sosfanta,Inter,3-5-2,4,Bastoni,,
sosfanta,Inter,3-5-2,5,Diouf,,
sosfanta,Inter,3-5-2,6,Barella,,
sosfanta,Inter,3-5-2,7,Calhanoglu,,
sosfanta,Inter,3-5-2,8,Jones,,
sosfanta,Inter,3-5-2,9,Dimarco,,
sosfanta,Inter,3-5-2,10,Martinez L.,,
sosfanta,Inter,3-5-2,11,Thuram,,
sosfanta,Juventus,4-2-3-1,1,Vicario,,
sosfanta,Juventus,4-2-3-1,2,Kalulu,,
sosfanta,Juventus,4-2-3-1,3,Bremer,,
sosfanta,Juventus,4-2-3-1,4,Lucumi,,
sosfanta,Juventus,4-2-3-1,5,Celik,,
sosfanta,Juventus,4-2-3-1,6,Douglas Luiz,,
sosfanta,Juventus,4-2-3-1,7,Locatelli,,
sosfanta,Juventus,4-2-3-1,8,Conceicao,,
sosfanta,Juventus,4-2-3-1,9,Mckennie,,
sosfanta,Juventus,4-2-3-1,10,Yildiz,,
sosfanta,Juventus,4-2-3-1,11,Kolo Muani,,
sosfanta,Lazio,4-3-3,1,Mandas,,
sosfanta,Lazio,4-3-3,2,Marusic,,
sosfanta,Lazio,4-3-3,3,Provstgaard,,
sosfanta,Lazio,4-3-3,4,Tavares,,
sosfanta,Lazio,4-3-3,5,Rovella,,
sosfanta,Lazio,4-3-3,6,Frattesi,,
sosfanta,Lazio,4-3-3,7,Taylor,,
sosfanta,Lazio,4-3-3,8,Isaksen,,
sosfanta,Lazio,4-3-3,9,Pinamonti,,
sosfanta,Lazio,4-3-3,10,Zaccagni,,
sosfanta,Lazio,4-3-3,11,Motta,,
sosfanta,Lecce,4-3-3,1,Falcone,,
sosfanta,Lecce,4-3-3,2,Veiga,,
sosfanta,Lecce,4-3-3,3,Tiago Gabriel,,
sosfanta,Lecce,4-3-3,4,Gaspar,,
sosfanta,Lecce,4-3-3,5,Gallo,,
sosfanta,Lecce,4-3-3,6,Coulibaly,,
sosfanta,Lecce,4-3-3,7,Ilic,,
sosfanta,Lecce,4-3-3,8,Gorter,,
sosfanta,Lecce,4-3-3,9,Pierotti,,
sosfanta,Lecce,4-3-3,10,Geubbels,,
sosfanta,Lecce,4-3-3,11,Monteiro,,
sosfanta,Milan,3-4-2-1,1,Maignan,,
sosfanta,Milan,3-4-2-1,2,Gila,,
sosfanta,Milan,3-4-2-1,3,De Winter,,
sosfanta,Milan,3-4-2-1,4,Pavlovic,,
sosfanta,Milan,3-4-2-1,5,Chukwueze,,
sosfanta,Milan,3-4-2-1,6,Rabiot,,
sosfanta,Milan,3-4-2-1,7,Modric,,
sosfanta,Milan,3-4-2-1,8,Moreira,,
sosfanta,Milan,3-4-2-1,9,Pulisic,,
sosfanta,Milan,3-4-2-1,10,Ramos,,
sosfanta,Monza,3-4-2-1,1,Tornqvist,,
sosfanta,Monza,3-4-2-1,2,Goglichidze,,
sosfanta,Monza,3-4-2-1,3,Ziolkowski,,
sosfanta,Monza,3-4-2-1,4,Carboni,,
sosfanta,Monza,3-4-2-1,5,Toure,,
sosfanta,Monza,3-4-2-1,6,Folorunsho,,
sosfanta,Monza,3-4-2-1,7,Pessina,,
sosfanta,Monza,3-4-2-1,8,Mangas,,
sosfanta,Monza,3-4-2-1,9,Colpani,,
sosfanta,Monza,3-4-2-1,10,Cutrone,,
sosfanta,Monza,3-4-2-1,11,Varela,,
sosfanta,Napoli,4-3-3,1,Meret,,
sosfanta,Napoli,4-3-3,2,Di Lorenzo,,
sosfanta,Napoli,4-3-3,3,Rrahmani,,
sosfanta,Napoli,4-3-3,4,Badiashile,,
sosfanta,Napoli,4-3-3,5,Spinazzola,,
sosfanta,Napoli,4-3-3,6,De Bruyne,,
sosfanta,Napoli,4-3-3,7,Lobotka,,
sosfanta,Napoli,4-3-3,8,Mctominay,,
sosfanta,Napoli,4-3-3,9,Politano,,
sosfanta,Napoli,4-3-3,10,Hojlund,,
sosfanta,Napoli,4-3-3,11,Santos,,
sosfanta,Parma,4-3-3,1,Corvi,,
sosfanta,Parma,4-3-3,2,Delprato,,
sosfanta,Parma,4-3-3,3,Troilo,,
sosfanta,Parma,4-3-3,4,Diego Carlos,,
sosfanta,Parma,4-3-3,5,Valeri,,
sosfanta,Parma,4-3-3,6,Bernabe,,
sosfanta,Parma,4-3-3,7,Keita,,
sosfanta,Parma,4-3-3,8,Fabbian,,
sosfanta,Parma,4-3-3,9,Lontani,,
sosfanta,Parma,4-3-3,10,Romero,,
sosfanta,Parma,4-3-3,11,Toure,,
sosfanta,Roma,4-3-3,1,Svilar,,
sosfanta,Roma,4-3-3,2,Mancini,,
sosfanta,Roma,4-3-3,3,N'dicka,,
sosfanta,Roma,4-3-3,4,Hermoso,,
sosfanta,Roma,4-3-3,5,Molina,,
sosfanta,Roma,4-3-3,6,Cristante,,
sosfanta,Roma,4-3-3,7,Kone,,
sosfanta,Roma,4-3-3,8,Wesley,,
sosfanta,Roma,4-3-3,9,Dybala,,
sosfanta,Roma,4-3-3,10,Mora,,
sosfanta,Roma,4-3-3,11,Malen,,
sosfanta,Sassuolo,4-2-3-1,1,Muric,,
sosfanta,Sassuolo,4-2-3-1,2,Van Der Brempt,,
sosfanta,Sassuolo,4-2-3-1,3,Idzes,,
sosfanta,Sassuolo,4-2-3-1,4,Leysen,,
sosfanta,Sassuolo,4-2-3-1,5,Obrador,,
sosfanta,Sassuolo,4-2-3-1,6,Matic,,
sosfanta,Sassuolo,4-2-3-1,7,Bakola,,
sosfanta,Sassuolo,4-2-3-1,8,Berardi,,
sosfanta,Sassuolo,4-2-3-1,9,Thorstvedt,,
sosfanta,Sassuolo,4-2-3-1,10,Lauriente,,
sosfanta,Sassuolo,4-2-3-1,11,Esposito,,
sosfanta,Torino,3-4-2-1,1,Perri,,
sosfanta,Torino,3-4-2-1,2,Comuzzo,,
sosfanta,Torino,3-4-2-1,3,Coco,,
sosfanta,Torino,3-4-2-1,4,Rodriguez,,
sosfanta,Torino,3-4-2-1,5,Belghali,,
sosfanta,Torino,3-4-2-1,6,Mandragora,,
sosfanta,Torino,3-4-2-1,7,Fitz-Jim,,
sosfanta,Torino,3-4-2-1,8,Cacciamani,,
sosfanta,Torino,3-4-2-1,9,Casadei,,
sosfanta,Torino,3-4-2-1,10,Vlasic,,
sosfanta,Torino,3-4-2-1,11,Simeone,,
sosfanta,Udinese,3-4-2-1,1,Okoye,,
sosfanta,Udinese,3-4-2-1,2,Abankwah,,
sosfanta,Udinese,3-4-2-1,3,Kabasele,,
sosfanta,Udinese,3-4-2-1,4,Solet,,
sosfanta,Udinese,3-4-2-1,5,Vojvoda,,
sosfanta,Udinese,3-4-2-1,6,Piotrowski,,
sosfanta,Udinese,3-4-2-1,7,Karlstrom,,
sosfanta,Udinese,3-4-2-1,8,Kamara,,
sosfanta,Udinese,3-4-2-1,9,Zaniolo,,
sosfanta,Udinese,3-4-2-1,10,Ekkelenkamp,,
sosfanta,Udinese,3-4-2-1,11,Davis,,
sosfanta,Venezia,3-5-2,1,Stankovic,,
sosfanta,Venezia,3-5-2,2,Schingtienne,,
sosfanta,Venezia,3-5-2,3,Bella-Kotchap,,
sosfanta,Venezia,3-5-2,4,Juan Jesus,,
sosfanta,Venezia,3-5-2,5,Mazzocchi,,
sosfanta,Venezia,3-5-2,6,Sohm,,
sosfanta,Venezia,3-5-2,7,Busio,,
sosfanta,Venezia,3-5-2,8,Basic,,
sosfanta,Venezia,3-5-2,9,Haps,,
sosfanta,Venezia,3-5-2,10,Adams,,
sosfanta,Venezia,3-5-2,11,Yeboah,,
calciodangolo,Atalanta,4-3-3,1,Carnesecchi,,
calciodangolo,Atalanta,4-3-3,2,Bellanova,,
calciodangolo,Atalanta,4-3-3,3,Kristensen,,
calciodangolo,Atalanta,4-3-3,4,Scalvini,,
calciodangolo,Atalanta,4-3-3,5,Zalewski,,
calciodangolo,Atalanta,4-3-3,6,Kessie,,
calciodangolo,Atalanta,4-3-3,7,Gaetano,,
calciodangolo,Atalanta,4-3-3,8,Ederson,,
calciodangolo,Atalanta,4-3-3,9,De Ketelaere,,
calciodangolo,Atalanta,4-3-3,10,Scamacca,,
calciodangolo,Atalanta,4-3-3,11,Rowe,,
calciodangolo,Bologna,4-2-3-1,1,Skorupski,,
calciodangolo,Bologna,4-2-3-1,2,Zortea,,
calciodangolo,Bologna,4-2-3-1,3,Heggem,,
calciodangolo,Bologna,4-2-3-1,4,Theate,,
calciodangolo,Bologna,4-2-3-1,5,Miranda,,
calciodangolo,Bologna,4-2-3-1,6,Amondarain,,
calciodangolo,Bologna,4-2-3-1,7,Ferguson,,
calciodangolo,Bologna,4-2-3-1,8,Orsolini,,
calciodangolo,Bologna,4-2-3-1,9,Bernardeschi,,
calciodangolo,Bologna,4-2-3-1,10,Cambiaghi,,
calciodangolo,Bologna,4-2-3-1,11,Dovbyk,,
calciodangolo,Cagliari,4-3-2-1,1,Caprile,,
calciodangolo,Cagliari,4-3-2-1,2,Ze Pedro,,
calciodangolo,Cagliari,4-3-2-1,3,Mina,,
calciodangolo,Cagliari,4-3-2-1,4,Rodriguez,,
calciodangolo,Cagliari,4-3-2-1,5,Obert,,
calciodangolo,Cagliari,4-3-2-1,6,Adopo,,
calciodangolo,Cagliari,4-3-2-1,7,Romano,,
calciodangolo,Cagliari,4-3-2-1,8,Winks,,
calciodangolo,Cagliari,4-3-2-1,9,Maldini,,
calciodangolo,Cagliari,4-3-2-1,10,Fazzini,,
calciodangolo,Cagliari,4-3-2-1,11,Kevin Carlos,,
calciodangolo,Como,4-2-3-1,1,Butez,,
calciodangolo,Como,4-2-3-1,2,Couto,,
calciodangolo,Como,4-2-3-1,3,Ramon,,
calciodangolo,Como,4-2-3-1,4,Chalobah,,
calciodangolo,Como,4-2-3-1,5,Valle,,
calciodangolo,Como,4-2-3-1,6,Perrone,,
calciodangolo,Como,4-2-3-1,7,Da Cunha,,
calciodangolo,Como,4-2-3-1,8,Diao,,
calciodangolo,Como,4-2-3-1,9,Paz,,
calciodangolo,Como,4-2-3-1,10,Baturina,,
calciodangolo,Como,4-2-3-1,11,Kean,,
calciodangolo,Fiorentina,4-3-2-1,1,De Gea,,
calciodangolo,Fiorentina,4-3-2-1,2,Jimenez,,
calciodangolo,Fiorentina,4-3-2-1,3,Dragusin,,
calciodangolo,Fiorentina,4-3-2-1,4,Viery,,
calciodangolo,Fiorentina,4-3-2-1,5,Valdepenas,,
calciodangolo,Fiorentina,4-3-2-1,6,Ndour,,
calciodangolo,Fiorentina,4-3-2-1,7,Oulai,,
calciodangolo,Fiorentina,4-3-2-1,8,Atta,,
calciodangolo,Fiorentina,4-3-2-1,9,Mastantuono,,
calciodangolo,Fiorentina,4-3-2-1,10,Goncalves,,
calciodangolo,Fiorentina,4-3-2-1,11,Pellegrino,,
calciodangolo,Frosinone,4-3-3,1,Palmisani,,
calciodangolo,Frosinone,4-3-3,2,Tchato,,
calciodangolo,Frosinone,4-3-3,3,Monterisi,,
calciodangolo,Frosinone,4-3-3,4,Calvani,,
calciodangolo,Frosinone,4-3-3,5,Terzic,,
calciodangolo,Frosinone,4-3-3,6,Grillitsch,,
calciodangolo,Frosinone,4-3-3,7,Calo,,
calciodangolo,Frosinone,4-3-3,8,Masini,,
calciodangolo,Frosinone,4-3-3,9,Schmid,,
calciodangolo,Frosinone,4-3-3,10,Bobcek,,
calciodangolo,Frosinone,4-3-3,11,Kvernadze,,
calciodangolo,Genoa,3-4-2-1,1,Bijlow,,
calciodangolo,Genoa,3-4-2-1,2,Marcandalli,,
calciodangolo,Genoa,3-4-2-1,3,Ostigard,,
calciodangolo,Genoa,3-4-2-1,4,Vasquez,,
calciodangolo,Genoa,3-4-2-1,5,Drameh,,
calciodangolo,Genoa,3-4-2-1,6,Frendrup,,
calciodangolo,Genoa,3-4-2-1,7,Sow,,
calciodangolo,Genoa,3-4-2-1,8,Mitaj,,
calciodangolo,Genoa,3-4-2-1,9,Baldanzi,,
calciodangolo,Genoa,3-4-2-1,10,Vitinha,,
calciodangolo,Genoa,3-4-2-1,11,Colombo,,
calciodangolo,Inter,3-5-2,1,Martinez Jo.,,
calciodangolo,Inter,3-5-2,2,Akanji,,
calciodangolo,Inter,3-5-2,3,Stones,,
calciodangolo,Inter,3-5-2,4,Bastoni,,
calciodangolo,Inter,3-5-2,5,Spence,,
calciodangolo,Inter,3-5-2,6,Barella,,
calciodangolo,Inter,3-5-2,7,Calhanoglu,,
calciodangolo,Inter,3-5-2,8,Jones,,
calciodangolo,Inter,3-5-2,9,Dimarco,,
calciodangolo,Inter,3-5-2,10,Thuram,,
calciodangolo,Inter,3-5-2,11,Martinez L.,,
calciodangolo,Juventus,4-2-3-1,1,Vicario,,
calciodangolo,Juventus,4-2-3-1,2,Kalulu,,
calciodangolo,Juventus,4-2-3-1,3,Bremer,,
calciodangolo,Juventus,4-2-3-1,4,Lucumi,,
calciodangolo,Juventus,4-2-3-1,5,Celik,,
calciodangolo,Juventus,4-2-3-1,6,Locatelli,,
calciodangolo,Juventus,4-2-3-1,7,Sarr,,
calciodangolo,Juventus,4-2-3-1,8,Conceicao,,
calciodangolo,Juventus,4-2-3-1,9,Woltemade,,
calciodangolo,Juventus,4-2-3-1,10,Yildiz,,
calciodangolo,Juventus,4-2-3-1,11,Kolo Muani,,
calciodangolo,Lazio,4-3-3,1,Motta,,
calciodangolo,Lazio,4-3-3,2,Marusic,,
calciodangolo,Lazio,4-3-3,3,Doekhi,,
calciodangolo,Lazio,4-3-3,4,Sutalo,,
calciodangolo,Lazio,4-3-3,5,Pedraza,,
calciodangolo,Lazio,4-3-3,6,Frattesi,,
calciodangolo,Lazio,4-3-3,7,Rovella,,
calciodangolo,Lazio,4-3-3,8,Taylor,,
calciodangolo,Lazio,4-3-3,9,Isaksen,,
calciodangolo,Lazio,4-3-3,10,Pinamonti,,
calciodangolo,Lazio,4-3-3,11,Zaccagni,,
calciodangolo,Lecce,4-3-3,1,Falcone,,
calciodangolo,Lecce,4-3-3,2,Veiga,,
calciodangolo,Lecce,4-3-3,3,Gaspar,,
calciodangolo,Lecce,4-3-3,4,Tiago Gabriel,,
calciodangolo,Lecce,4-3-3,5,Gallo,,
calciodangolo,Lecce,4-3-3,6,Coulibaly,,
calciodangolo,Lecce,4-3-3,7,Ilic,,
calciodangolo,Lecce,4-3-3,8,Ngom,,
calciodangolo,Lecce,4-3-3,9,Pierotti,,
calciodangolo,Lecce,4-3-3,10,Geubbels,,
calciodangolo,Lecce,4-3-3,11,Monteiro,,
calciodangolo,Milan,3-4-2-1,1,Maignan,,
calciodangolo,Milan,3-4-2-1,2,Gila,,
calciodangolo,Milan,3-4-2-1,3,Gabbia,,
calciodangolo,Milan,3-4-2-1,4,Pavlovic,,
calciodangolo,Milan,3-4-2-1,5,Chukwueze,,
calciodangolo,Milan,3-4-2-1,6,Modric,,
calciodangolo,Milan,3-4-2-1,7,Rabiot,,
calciodangolo,Milan,3-4-2-1,8,Estupinan,,
calciodangolo,Milan,3-4-2-1,9,Hutchinson,,
calciodangolo,Milan,3-4-2-1,10,Pulisic,,
calciodangolo,Milan,3-4-2-1,11,Ramos,,
calciodangolo,Monza,3-4-2-1,1,Tornqvist,,
calciodangolo,Monza,3-4-2-1,2,Ziolkowski,,
calciodangolo,Monza,3-4-2-1,3,Goglichidze,,
calciodangolo,Monza,3-4-2-1,4,Carboni,,
calciodangolo,Monza,3-4-2-1,5,Birindelli,,
calciodangolo,Monza,3-4-2-1,6,Pessina,,
calciodangolo,Monza,3-4-2-1,7,Folorunsho,,
calciodangolo,Monza,3-4-2-1,8,Mangas,,
calciodangolo,Monza,3-4-2-1,9,Ngonge,,
calciodangolo,Monza,3-4-2-1,10,Zeballos,,
calciodangolo,Monza,3-4-2-1,11,Varela,,
calciodangolo,Napoli,4-3-3,1,Meret,,
calciodangolo,Napoli,4-3-3,2,Di Lorenzo,,
calciodangolo,Napoli,4-3-3,3,Rrahmani,,
calciodangolo,Napoli,4-3-3,4,Badiashile,,
calciodangolo,Napoli,4-3-3,5,Spinazzola,,
calciodangolo,Napoli,4-3-3,6,Anguissa,,
calciodangolo,Napoli,4-3-3,7,Lobotka,,
calciodangolo,Napoli,4-3-3,8,McTominay,,
calciodangolo,Napoli,4-3-3,9,Politano,,
calciodangolo,Napoli,4-3-3,10,Hojlund,,
calciodangolo,Napoli,4-3-3,11,Santos,,
calciodangolo,Parma,4-3-3,1,Corvi,,
calciodangolo,Parma,4-3-3,2,Delprato,,
calciodangolo,Parma,4-3-3,3,Troilo,,
calciodangolo,Parma,4-3-3,4,Diego Carlos,,
calciodangolo,Parma,4-3-3,5,Valeri,,
calciodangolo,Parma,4-3-3,6,Bernabe,,
