id,nome,squadra,ruolo,fonti_squadra,peso_titolare,titolarita_web,accordo,presenze_web,fonti_che_lo_schierano,ballottaggio_con,ballottaggio_id,ballottaggio_pct,rigorista_web,rigorista_fonti,stato,rientro_stimato,partite_saltate,fuori_lista
4465,Fagioli,Fiorentina,C,5.0,3.0,0.6,0.2,24.0,2,Oulai,7464,38,,0,,,,0
4468,Bleve,Lecce,P,7.0,0.02,0.003,0.994,2.4,1,,,,,0,,,,0
4479,Elmas,Atalanta,C,5.0,2.0,0.4,0.2,20.9,1,,,,,0,,,,0
4485,Thiam,Monza,P,5.0,2.0,0.4,0.2,15.0,1,Tornqvist,7301,42,,0,,,,0
4502,Gallo,Lecce,D,7.0,6.6,0.943,0.886,29.4,5,Ndaba,7182,,,0,,,,0
4510,Leao,Milan,A,7.0,0.0,0.0,1.0,0.0,0,,,,,0,,,,1
4518,Russo A.,Sassuolo,P,5.0,0.0,0.0,1.0,2.3,0,,,,,0,,,,0
4657,Celik,Juventus,D,7.0,7.0,1.0,1.0,30.4,5,,,,,0,,,,0
4664,Badiashile,Napoli,D,5.0,3.6,0.72,0.44,25.6,4,Beukema,6202,68,,0,,,,0
4686,Fofana Y.,Milan,C,7.0,0.0,0.0,1.0,0.0,0,,,,,0,,,,1
4705,Balerdi,Roma,D,5.0,0.5,0.1,0.8,15.1,1,,,,,0,,,,0
4728,Nkunku,Milan,A,7.0,0.0,0.0,1.0,0.0,0,,,,,0,,,,1
4734,Miranda J.,Bologna,D,5.0,4.1,0.82,0.64,27.3,4,,,,,0,,,,0
4751,Tomori,Milan,D,7.0,0.5,0.071,0.857,14.6,1,,,,,0,,,,0
4772,Angelino,Roma,D,5.0,0.0,0.0,1.0,0.0,0,,,,,0,,,,1
4777,McTominay,Napoli,C,5.0,3.0,0.6,0.2,22.1,3,,,,,0,ablazione per aritmia benigna,2026-10-15,3,0
4807,Hermoso,Roma,D,5.0,5.0,1.0,1.0,30.4,4,Koulierakis,7529,,,0,,,,0
4817,Pedraza,Lazio,D,7.0,2.2,0.314,0.371,18.7,2,Tavares N.,5620,,,0,,,,0
4845,Correia T.,Venezia,D,5.0,2.1,0.42,0.16,20.5,2,Hainaut|Haps,6821|5695,72|,,0,,,,0
4856,Chukwueze,Milan,C,7.0,6.2,0.886,0.771,28.6,5,,,,,0,,,,0
4867,Turati,Sassuolo,P,5.0,0.1,0.02,0.96,2.9,1,,,,,0,,,,0
4870,Adopo,Cagliari,C,7.0,6.8,0.971,0.943,29.9,5,,,,,0,,,,0
4871,Thuram,Inter,A,5.0,4.2,0.84,0.68,27.4,4,Esposito F.P.,7071,,,0,,,,0
4887,Bellanova,Atalanta,D,5.0,3.0,0.6,0.2,23.6,2,Zappacosta,554,,,0,,,,0
4892,Saelemaekers,Milan,C,7.0,2.0,0.286,0.429,19.0,1,Cissè A.|Pulisic|Rabiot,6618|2423|2379,|38|,,0,,,,0
4896,Maldini,Cagliari,A,7.0,6.8,0.971,0.943,29.6,5,,,,3,1,,,,0
4911,Douglas Luiz,Juventus,C,7.0,6.0,0.857,0.714,28.1,4,Sarr P.,5680,,,0,,,,0
4923,Colombo,Genoa,A,5.0,5.0,1.0,1.0,30.1,4,,,,1,2,,,,0
4925,Carboni A.,Monza,D,5.0,5.0,1.0,1.0,30.4,4,,,,,0,,,,0
4929,Ciocci,Cagliari,P,7.0,0.0,0.0,1.0,0.0,0,,,,,0,,,,1
4947,Brescianini,Fiorentina,C,5.0,2.0,0.4,0.2,20.9,1,,,,,0,,,,0
4952,Monterisi,Frosinone,D,5.0,3.8,0.76,0.52,26.3,4,,,,,0,,,,0
4957,Montipò,Venezia,P,5.0,0.1,0.02,0.96,2.9,1,,,,,0,,,,0
4964,Vicario,Juventus,P,7.0,7.0,1.0,1.0,34.1,5,,,,,0,,,,0
4970,Messias,Genoa,C,5.0,1.2,0.24,0.52,18.3,1,,,,2,2,,,,0
4973,McKennie,Juventus,C,7.0,2.0,0.286,0.429,19.0,2,,,,,0,,,,0
4976,Kalulu,Juventus,D,7.0,7.0,1.0,1.0,30.4,5,,,,,0,,,,0
4994,Vojvoda,Udinese,D,7.0,6.8,0.971,0.943,29.9,5,,,,,0,,,,0
4998,Molina N.,Roma,D,5.0,4.1,0.82,0.64,27.3,4,Lulli,7599,,,0,,,,0
5007,Ilic,Lecce,C,7.0,6.2,0.886,0.771,28.6,5,Ngom,7322,60,,0,,,,0
5010,Ismajli,Torino,D,5.0,0.8,0.16,0.68,16.1,1,,,,,0,,,,0
5022,Pavlovic,Milan,D,7.0,7.0,1.0,1.0,30.4,5,,,,,0,,,,0
5029,Geubbels,Lecce,A,7.0,2.0,0.286,0.429,18.0,2,Stulic,7252,,1,2,distorsione alla caviglia,2026-09-11,0,0
5036,Caqueret,Como,C,5.0,0.6,0.12,0.76,16.4,1,,,,,0,,,,0
5116,Martinez Jo.,Inter,P,5.0,5.0,1.0,1.0,34.1,4,,,,,0,,,,0
5119,Samardzic,Atalanta,C,5.0,2.0,0.4,0.2,20.9,1,Kessiè,1850,29,3,1,,,,0
5131,Gilmour,Napoli,C,5.0,0.7,0.14,0.72,16.7,1,,,,,0,,,,0
5172,Jones C.,Inter,C,5.0,3.2,0.64,0.28,24.7,3,Zielinski,152,56,,0,,,,0
5273,Estupinan,Milan,D,7.0,3.0,0.429,0.143,20.7,2,Bartesaghi,6496,,,0,,,,0
5295,Musah,Milan,C,7.0,5.0,0.714,0.429,25.9,3,,,,,0,,,,0
5298,Pobega,Bologna,C,5.0,3.0,0.6,0.2,24.0,2,Amondarain,7528,,,0,,,,0
5301,Luis Henrique,Inter,C,5.0,0.6,0.12,0.76,16.4,1,,,,,0,,,,0
5307,Valenti,Parma,D,5.0,1.0,0.2,0.6,16.8,1,,,,,0,,,,0
5319,Sohm,Venezia,C,5.0,5.0,1.0,1.0,30.4,4,Perez K.,6994,56,,0,,,,0
5320,Paleari,Torino,P,5.0,0.0,0.0,1.0,0.0,0,,,,,0,,,,1
5336,Nzola,Cagliari,A,7.0,0.0,0.0,1.0,13.2,0,Kevin Carlos,7547,17,1,2,,,,0
5365,Dragusin,Fiorentina,D,5.0,5.0,1.0,1.0,30.4,4,,,,,0,,,,0
5399,Antov,Monza,D,5.0,0.4,0.08,0.84,14.8,1,,,,,0,,,,0
5422,Zalewski,Atalanta,C,5.0,1.8,0.36,0.28,20.2,2,,,,,0,,,,0
5424,Amey,Frosinone,D,5.0,0.4,0.08,0.84,14.8,1,,,,,0,,,,0
5427,Gutierrez,Napoli,D,5.0,0.0,0.0,1.0,0.0,0,,,,,0,,,,1
5436,Raimondo,Frosinone,A,5.0,4.0,0.8,0.6,26.7,3,,,,2,2,,,,0
5449,Parisi,Fiorentina,D,5.0,0.0,0.0,1.0,10.6,0,,,,,0,legamento crociato del ginocchio,2026-11-10,8,0
5453,Ricci S.,Como,C,5.0,0.7,0.14,0.72,16.7,1,,,,,0,,,,0
5457,Maleh,Lecce,C,7.0,1.2,0.171,0.657,17.2,1,Gorter,7248,45,,0,,,,0
5462,Ciervo,Cagliari,C,7.0,1.2,0.171,0.657,17.2,1,,,,,0,,,,0
5481,Mazzocchi,Venezia,D,5.0,3.1,0.62,0.24,23.9,3,Hainaut,6821,,,0,,,,0
5485,Bjarkason,Venezia,C,5.0,0.0,0.0,1.0,0.0,0,,,,,0,,,,1
5498,Casale,Bologna,D,5.0,0.0,0.0,1.0,13.4,0,,,,,0,,,,0
5500,Cancellieri,Lazio,C,7.0,1.1,0.157,0.686,17.0,1,Gudmundsson A.,5800,,,0,,,,0
5504,Coulibaly L.,Lecce,C,7.0,6.8,0.971,0.943,29.9,5,Berisha M.,6015,,,0,,,,0
5507,Busio,Venezia,C,5.0,4.0,0.8,0.6,27.2,3,,,,1,2,,,,0
5514,Vasquez,Genoa,D,5.0,5.0,1.0,1.0,30.4,4,,,,,0,,,,0
5520,Cambiaso,Juventus,D,7.0,0.0,0.0,1.0,13.4,0,,,,,0,,,,0
5526,Scalvini,Atalanta,D,5.0,5.0,1.0,1.0,30.4,4,,,,,0,,,,0
5527,Zanoli,Udinese,D,7.0,0.0,0.0,1.0,12.7,0,,,,,0,legamento crociato anteriore del ginocchio destro,2026-10-10,2,0
5544,David,Juventus,A,7.0,0.0,0.0,1.0,0.0,0,,,,,0,,,,1
5555,Kamara H.,Udinese,D,7.0,6.8,0.971,0.943,29.9,5,,,,,0,,,,0
5559,Da Cunha,Como,C,5.0,5.0,1.0,1.0,30.4,4,,,,1,2,,,,0
5562,Thuram K.,Juventus,C,7.0,0.0,0.0,1.0,0.0,0,,,,,0,"sindrome femoro-rotulea, operato il 3 settembre",2027-01-06,15,1
5578,Kossounou,Atalanta,D,5.0,2.0,0.4,0.2,20.2,1,Kristensen T.,6485,11,,0,,,,0
5585,Malen,Roma,A,5.0,5.0,1.0,1.0,30.1,4,,,,1,2,,,,0
5589,Konè M.,Roma,C,5.0,5.0,1.0,1.0,30.4,4,,,,,0,,,,0
5603,Pongracic,Fiorentina,D,5.0,1.6,0.32,0.36,18.8,2,Viery,7410,,,0,,,,0
5620,Tavares N.,Lazio,D,7.0,5.7,0.814,0.629,27.2,4,Pedraza,4817,,,0,,,,0
5637,Davis K.,Udinese,A,7.0,6.8,0.971,0.943,29.6,5,,,,1,2,,,,0
5641,Chalobah T.,Como,D,5.0,5.0,1.0,1.0,30.4,4,,,,,0,,,,0
5672,Dia,Lazio,A,7.0,0.0,0.0,1.0,0.0,0,,,,,0,,,,1
5674,Basic,Venezia,C,5.0,4.2,0.84,0.68,27.9,4,,,,,0,,,,0
5675,Theate,Bologna,D,5.0,5.0,1.0,1.0,30.4,4,,,,,0,,,,0
5678,Holm,Bologna,D,5.0,2.0,0.4,0.2,20.2,1,Zortea,4433,38,,0,,,,0
5680,Sarr P.,Juventus,C,7.0,1.0,0.143,0.714,16.8,1,Douglas Luiz,4911,,,0,,,,0
5685,Koopmeiners,Juventus,C,7.0,1.2,0.171,0.657,17.2,1,,,,,0,,,,0
5687,Vlasic,Torino,C,5.0,5.0,1.0,1.0,30.4,4,,,,1,2,,,,0
5694,Beto,Fiorentina,A,5.0,2.2,0.44,0.12,20.6,2,Pellegrino M.,7023,58,,0,,,,0
5695,Haps,Venezia,D,5.0,4.0,0.8,0.6,27.0,3,Correia T.,4845,,,0,,,,0
5701,Obert,Cagliari,D,7.0,6.8,0.971,0.943,29.9,5,,,,,0,,,,0
5707,Piana,Udinese,P,7.0,0.02,0.003,0.994,2.4,1,,,,,0,,,,0
5725,Kone B.,Frosinone,C,5.0,0.0,0.0,1.0,14.5,0,,,,,0,,,,0
5734,Soulè,Roma,A,5.0,1.2,0.24,0.52,17.3,1,Mora,7556,,3,2,,,,0
5735,Volpato,Sassuolo,C,5.0,2.0,0.4,0.2,19.8,1,,,,,0,lesione del flessore della gamba destra,2026-10-05,2,0
5739,De Winter,Milan,D,7.0,5.0,0.714,0.429,25.5,3,,,,,0,,,,0
5742,Drameh,Genoa,D,5.0,3.0,0.6,0.2,23.6,3,,,,,0,,,,0
5750,Ostigard,Genoa,D,5.0,5.0,1.0,1.0,30.4,4,,,,,0,,,,0
5751,Patterson,Torino,D,5.0,0.8,0.16,0.68,16.1,1,,,,,0,,,,0
5757,Cittadini,Frosinone,D,5.0,2.0,0.4,0.2,20.2,1,,,,,0,,,,0
5761,Zhegrova,Juventus,C,7.0,1.0,0.143,0.714,16.8,1,,,,,0,,,,0
5791,Frendrup,Genoa,C,5.0,5.0,1.0,1.0,30.4,4,,,,,0,,,,0
5792,Ederson D.S.,Atalanta,C,5.0,5.0,1.0,1.0,30.4,4,,,,,0,,,,0
5800,Gudmundsson A.,Lazio,C,7.0,4.1,0.586,0.171,23.8,3,Isaksen|Cancellieri,6398|5500,55|,2,2,,,,0
5812,Terracciano F.,Milan,D,7.0,0.5,0.071,0.857,14.6,1,,,,,0,,,,0
5813,Miretti,Juventus,C,7.0,0.0,0.0,1.0,0.0,0,,,,,0,,,,1
5820,Bertola,Udinese,D,7.0,2.1,0.3,0.4,18.5,2,,,,,0,,,,0
5823,Baldanzi,Genoa,C,5.0,5.0,1.0,1.0,30.4,4,Traorè Hj.,2857,,,0,,,,0
5831,Gatti,Juventus,D,7.0,0.7,0.1,0.8,15.1,1,,,,,0,,,,0
5833,Gila,Milan,D,7.0,7.0,1.0,1.0,30.4,5,,,,,0,,,,0
5838,Birindelli,Monza,D,5.0,4.0,0.8,0.6,27.0,3,,,,,0,,,,0
5840,Olivera,Napoli,D,5.0,1.2,0.24,0.52,17.5,1,,,,,0,,,,0
5841,Svilar,Roma,P,5.0,5.0,1.0,1.0,34.1,4,,,,,0,,,,0
5844,Thorstvedt,Sassuolo,C,5.0,2.2,0.44,0.12,21.5,2,Adzic,6677,,,0,,,,0
5851,Doig,Sassuolo,D,5.0,3.0,0.6,0.2,23.6,2,,,,,0,,,,0
5858,Ferguson,Bologna,C,5.0,4.0,0.8,0.6,27.2,3,,,,,0,,,,0
5862,Valeri,Parma,D,5.0,5.0,1.0,1.0,30.4,4,,,,,0,,,,0
5872,Helgason,Venezia,C,5.0,0.8,0.16,0.68,17.0,1,,,,,0,,,,0
5876,Di Gregorio,Juventus,P,7.0,0.0,0.0,1.0,0.0,0,,,,,0,,,,1
5877,Carlos Augusto,Inter,D,5.0,0.8,0.16,0.68,16.1,1,,,,,0,,,,0
5878,Colpani,Monza,C,5.0,3.2,0.64,0.28,24.7,3,Ngonge|Zeballos,6145|7620,44|,,0,,,,0
5880,Ciurria,Monza,C,5.0,0.0,0.0,1.0,14.5,0,,,,,0,noie fisiche,2026-09-11,0,0
5882,Mota,Monza,A,5.0,2.0,0.4,0.2,20.0,1,,,,,0,,,,0
5885,Dodò,Fiorentina,D,5.0,0.4,0.08,0.84,14.8,1,,,,,0,,,,0
5888,Casadei,Torino,C,5.0,3.0,0.6,0.2,23.4,3,Adams C.,6646,72,,0,affaticamento muscolare,2026-09-18,1,0
5918,Sulemana K.,Atalanta,A,5.0,0.0,0.0,1.0,12.5,0,,,,,0,lesione del collaterale mediale del ginocchio sinistro,2026-10-05,2,0
5946,Sow,Genoa,C,5.0,5.0,1.0,1.0,30.4,4,,,,,0,,,,0
5951,Kolo Muani,Juventus,A,7.0,7.0,1.0,1.0,30.1,5,Woltemade,6752,,1,2,,,,0
5982,Spence,Inter,D,5.0,2.0,0.4,0.2,20.2,2,,,,,0,,,,0
5994,Ebosse,Udinese,D,7.0,0.7,0.1,0.8,15.1,1,,,,,0,,,,0
5995,De Ketelaere,Atalanta,A,5.0,5.0,1.0,1.0,30.1,4,,,,3,1,,,,0
5998,Zerbin,Frosinone,C,5.0,1.2,0.24,0.52,18.3,1,Fini ,6506,,,0,,,,0
6005,Ilkhan,Torino,C,5.0,0.8,0.16,0.68,17.0,1,,,,,0,,,,0
6010,Fazzini,Cagliari,C,7.0,6.8,0.971,0.943,29.9,5,Fadera,6815,,2,1,,,,0
6015,Berisha M.,Lecce,C,7.0,0.8,0.114,0.771,16.3,1,Coulibaly L.,5504,,,0,,,,0
6020,Ellertsson,Genoa,C,5.0,3.0,0.6,0.2,24.0,2,Mitaj,7537,77,,0,,,,0
6021,Abankwah,Udinese,D,7.0,5.6,0.8,0.6,27.0,4,,,,,0,,,,0
6024,Sulemana I.,Sassuolo,C,5.0,0.6,0.12,0.76,16.4,1,,,,,0,,,,0
6039,Cabal,Juventus,D,7.0,0.0,0.0,1.0,13.0,0,,,,,0,lesione del semimembranoso,2026-09-18,1,0
6042,Lucumì,Juventus,D,7.0,7.0,1.0,1.0,30.4,5,Kelly L.,6766,,,0,,,,0
6046,Hien,Atalanta,D,5.0,0.0,0.0,1.0,12.7,0,,,,,0,"lesione del tendine del semimembranoso, operato",2026-10-05,2,0
6047,Ehizibue,Genoa,D,5.0,0.5,0.1,0.8,15.1,1,,,,,0,,,,0
6052,Hojlund,Napoli,A,5.0,5.0,1.0,1.0,30.1,4,,,,2,2,,,,0
6054,Moro N.,Bologna,C,5.0,2.2,0.44,0.12,21.5,2,,,,,0,,,,0
6060,Laurientè,Sassuolo,A,5.0,5.0,1.0,1.0,30.1,4,,,,3,1,,,,0
6145,Ngonge,Monza,A,5.0,1.0,0.2,0.6,16.6,1,Colpani|Cutrone,5878|2155,59|,,0,,,,0
6149,Carboni F.,Parma,D,5.0,0.5,0.1,0.8,15.1,1,,,,,0,,,,0
6151,Perrone,Como,C,5.0,4.0,0.8,0.6,27.2,3,,,,,0,,,,0
6164,Vitinha O.,Genoa,A,5.0,3.2,0.64,0.28,24.0,3,El Shaarawy,795,,2,2,,,,0
6170,Gineitis,Torino,C,5.0,2.0,0.4,0.2,20.9,1,Fitz-Jim,7535,,,0,,,,0
6189,Missori,Sassuolo,D,5.0,0.0,0.0,1.0,0.0,0,,,,,0,,,,1
6190,Pisilli,Roma,C,5.0,1.2,0.24,0.52,18.3,1,,,,,0,,,,0
6191,Belahyane,Lazio,C,7.0,3.7,0.529,0.057,22.9,2,,,,,0,,,,0
6202,Beukema,Napoli,D,5.0,0.7,0.14,0.72,15.8,1,Badiashile,4664,21,,0,,,,0
6204,Kvernadze,Frosinone,A,5.0,5.0,1.0,1.0,30.1,4,,,,,0,,,,0
6206,Fabbian,Parma,C,5.0,5.0,1.0,1.0,30.4,4,Lontani,7561,56,,0,,,,0
6207,Almqvist,Parma,C,5.0,2.1,0.42,0.16,21.2,2,,,,,0,,,,0
6212,Zarraga,Udinese,C,7.0,1.0,0.143,0.714,16.8,1,,,,,0,,,,0
6215,Lucca,Napoli,A,5.0,1.2,0.24,0.52,17.3,1,,,,,0,,,,0
6217,Bisseck,Inter,D,5.0,3.0,0.6,0.2,23.6,2,Stones,2514,,,0,,,,0
6218,Oristanio,Torino,C,5.0,1.1,0.22,0.56,18.0,1,,,,,0,,,,0
6219,Boloca,Sassuolo,C,5.0,0.0,0.0,1.0,13.7,0,,,,,0,problema al ginocchio,2026-09-28,2,0
6225,El Azzouzi O.,Bologna,C,5.0,0.0,0.0,1.0,14.1,0,,,,,0,lesione del bicipite femorale,2026-09-18,1,0
6229,Tourè E.,Parma,A,5.0,5.0,1.0,1.0,30.1,4,,,,1,2,,,,0
6238,Oyono A.,Frosinone,D,5.0,2.0,0.4,0.2,20.2,1,,,,,0,,,,0
6241,Gelli F.,Frosinone,C,5.0,0.0,0.0,1.0,14.5,0,,,,,0,,,,0
6243,Borrelli,Cagliari,A,7.0,0.0,0.0,1.0,0.0,0,,,,,0,,,,1
6244,Matturro,Genoa,D,5.0,0.0,0.0,1.0,0.0,0,,,,,0,,,,1
6245,Vogliacco,Genoa,D,5.0,0.0,0.0,1.0,0.0,0,,,,,0,,,,1
6246,Lipani,Sassuolo,C,5.0,2.0,0.4,0.2,20.9,1,,,,,0,,,,0
6248,Stankovic F.,Venezia,P,5.0,5.0,1.0,1.0,34.1,4,,,,,0,,,,0
6252,Folorunsho,Monza,C,5.0,5.0,1.0,1.0,30.4,4,,,,,0,,,,0
6271,El Aynaoui,Roma,C,5.0,0.0,0.0,1.0,0.0,0,,,,,0,,,,1
6274,Diouf,Inter,C,5.0,3.0,0.6,0.2,24.0,2,,,,,0,,,,0
6294,Ndour,Fiorentina,C,5.0,4.2,0.84,0.68,27.9,4,,,,,0,,,,0
6320,Doekhi,Lazio,D,7.0,4.6,0.657,0.314,24.6,3,Sutalo J.,7580,69,,0,,,,0
6344,Sanchez Ro.,Como,P,5.0,0.1,0.02,0.96,2.9,1,,,,,0,,,,0
6372,Moreira,Milan,C,7.0,3.0,0.429,0.143,21.3,2,,,,,0,,,,0
6397,Ramos G.,Milan,A,7.0,7.0,1.0,1.0,30.1,5,,,,1,2,,,,0
6398,Isaksen,Lazio,C,7.0,3.2,0.457,0.086,21.8,3,Gudmundsson A.|Pinamonti,5800|2038,45|68,,0,,,,0
6403,Christensen O.,Fiorentina,P,5.0,0.1,0.02,0.96,2.9,1,,,,,0,,,,0
6410,Kaba,Lecce,C,7.0,0.0,0.0,1.0,14.5,0,,,,,0,,,,0
6415,Palmisani,Frosinone,P,5.0,5.0,1.0,1.0,34.1,4,,,,,0,,,,0
6424,Prati,Cagliari,C,7.0,0.0,0.0,1.0,0.0,0,,,,,0,,,,1
6426,Pedersen,Torino,D,5.0,0.0,0.0,1.0,0.0,0,,,,,0,,,,1
6434,Yildiz,Juventus,A,7.0,2.0,0.286,0.429,13.8,2,,,,1,1,"frattura del quinto metatarso, operato",2026-11-27,9,0
6435,Krstovic,Atalanta,A,5.0,1.2,0.24,0.52,17.3,1,Scamacca,2137,,,0,,,,0
6462,Okoye,Udinese,P,7.0,6.8,0.971,0.943,33.2,5,,,,,0,,,,0
6482,Mandas,Lazio,P,7.0,5.8,0.829,0.657,28.6,4,,,,,0,,,,0
6485,Kristensen T.,Atalanta,D,5.0,3.8,0.76,0.52,26.3,4,Kossounou,5578,74,,0,,,,0
6495,Comuzzo,Torino,D,5.0,5.0,1.0,1.0,30.4,4,,,,,0,,,,0
6496,Bartesaghi,Milan,D,7.0,4.1,0.586,0.171,23.4,3,Estupinan,5273,,,0,,,,0
6503,Stankovic A.,Inter,C,5.0,0.5,0.1,0.8,16.1,1,,,,,0,,,,0
6506,Fini ,Frosinone,C,5.0,3.0,0.6,0.2,24.0,2,Zerbin,5998,,,0,,,,0
6519,Camarda,Milan,A,7.0,0.6,0.086,0.829,14.6,1,,,,,0,,,,0
6523,Samooja,Lecce,P,7.0,0.0,0.0,1.0,0.0,0,,,,,0,,,,1
6530,Ghedjemis,Frosinone,A,5.0,2.0,0.4,0.2,20.0,2,,,,,0,,,,0
6531,Jimenez A.,Fiorentina,D,5.0,4.2,0.84,0.68,27.7,4,,,,,0,,,,0
6534,Perri,Torino,P,5.0,5.0,1.0,1.0,34.1,4,,,,,0,,,,0
6537,Goglichidze,Monza,D,5.0,3.1,0.62,0.24,23.9,3,,,,,0,,,,0
6549,Pierotti,Lecce,C,7.0,6.8,0.971,0.943,29.9,5,Monteiro J.,7619,,3,1,,,,0
6556,Noslin,Lazio,A,7.0,1.2,0.171,0.657,16.1,1,,,,,0,,,,0
6569,Stolz,Genoa,P,5.0,0.1,0.02,0.96,2.9,1,,,,,0,,,,0
6572,Castro S.,Roma,A,5.0,1.2,0.24,0.52,17.3,1,,,,,0,,,,0
6592,Forson O.,Monza,C,5.0,2.0,0.4,0.2,20.9,1,,,,,0,,,,0
6593,Akinsanmiro,Monza,C,5.0,2.0,0.4,0.2,20.9,1,,,,,0,,,,0
6598,Mutandwa,Cagliari,A,7.0,0.0,0.0,1.0,0.0,0,,,,,0,,,,1
6601,Kambwala,Como,D,5.0,0.5,0.1,0.8,15.1,1,,,,,0,,,,0
6618,Cissè A.,Milan,C,7.0,3.2,0.457,0.086,21.8,2,Saelemaekers,4892,,,0,,,,0
6629,Dele-Bashiru,Lazio,C,7.0,0.0,0.0,1.0,14.1,0,,,,,0,guaio muscolare alla gamba,2026-09-15,1,0
6631,Ghilardi,Roma,D,5.0,0.8,0.16,0.68,16.1,1,,,,,0,,,,0
6632,Gaspar K.,Lecce,D,7.0,6.8,0.971,0.943,29.9,5,,,,,0,,,,0
6638,Marin R.,Napoli,D,5.0,2.0,0.4,0.2,20.2,1,,,,,0,,,,0
6640,Felici,Cagliari,C,7.0,1.0,0.143,0.714,6.2,1,,,,,0,rottura del legamento crociato anteriore,2027-03-07,24,0
6641,Suzuki,Parma,P,5.0,0.0,0.0,1.0,0.0,0,,,,,0,,,,1
6642,Coco,Torino,D,5.0,5.0,1.0,1.0,30.4,4,,,,,0,,,,0
6643,Dallinga,Bologna,A,5.0,0.0,0.0,1.0,0.0,0,,,,,0,,,,1
6646,Adams C.,Torino,A,5.0,2.0,0.4,0.2,20.0,1,Casadei,5888,18,,0,,,,0
6650,Sherri,Cagliari,P,7.0,0.02,0.003,0.994,2.4,1,,,,,0,,,,0
6659,Lucchesi,Monza,D,5.0,2.0,0.4,0.2,20.2,1,,,,,0,,,,0
6660,Marcandalli,Genoa,D,5.0,5.0,1.0,1.0,30.4,4,,,,,0,,,,0
6662,Corvi,Parma,P,5.0,5.0,1.0,1.0,34.1,4,Daffara,7411,58,,0,,,,0
6663,Circati,Parma,D,5.0,0.0,0.0,1.0,0.0,0,,,,,0,,,,1
6664,Delprato,Parma,D,5.0,5.0,1.0,1.0,30.4,4,,,,,0,,,,0
6666,Bernabè,Parma,C,5.0,3.0,0.6,0.2,24.0,3,,,,1,2,problema fisico,2026-09-11,0,0
6669,Bonny,Inter,A,5.0,0.8,0.16,0.68,15.9,1,,,,,0,,,,0
6671,Grandi,Venezia,P,5.0,0.02,0.004,0.992,2.4,1,,,,,0,,,,0
6672,Idzes,Sassuolo,D,5.0,5.0,1.0,1.0,30.4,4,,,,,0,,,,0
6673,Sverko,Venezia,D,5.0,0.0,0.0,1.0,11.6,0,,,,,0,"problema all anca, operato",2026-10-27,5,0
6675,Dovbyk,Bologna,A,5.0,3.2,0.64,0.28,24.0,3,Piccoli,4359,,2,2,,,,0
6677,Adzic,Sassuolo,C,5.0,4.0,0.8,0.6,27.2,3,Bakola|Thorstvedt,7036|5844,74|,,0,,,,0
6678,Liberali,Como,C,5.0,0.8,0.16,0.68,17.0,1,,,,,0,,,,0
6680,Karlstrom,Udinese,C,7.0,6.8,0.971,0.943,29.9,5,,,,,0,,,,0
6681,Sagrado,Venezia,D,5.0,0.5,0.1,0.8,15.1,1,,,,,0,,,,0
6682,Pizzignacco,Monza,P,5.0,0.0,0.0,1.0,0.0,0,,,,,0,,,,1
6684,Ekkelenkamp,Udinese,C,7.0,6.8,0.971,0.943,29.9,5,,,,,0,,,,0
6717,Konè I.,Sassuolo,C,5.0,0.0,0.0,1.0,10.7,0,,,,,0,rottura di tibia e perone,2026-12-05,10,0
6727,Couto,Como,D,5.0,5.0,1.0,1.0,30.4,4,,,,,0,,,,0
6752,Woltemade,Juventus,A,7.0,2.2,0.314,0.371,18.5,2,Kolo Muani,5951,,2,1,,,,0
6766,Kelly L.,Juventus,D,7.0,1.2,0.171,0.657,16.3,1,Lucumì,6042,,,0,,,,0
6783,Unai Gomez,Udinese,C,7.0,3.8,0.543,0.086,23.1,2,,,,,0,,,,0
6809,Marianucci,Napoli,D,5.0,0.0,0.0,1.0,10.6,0,,,,,0,lesione di alto grado del collaterale mediale,2026-11-10,8,0
6813,Torriani,Milan,P,7.0,0.02,0.003,0.994,2.4,1,,,,,0,,,,0
6814,Norton-Cuffy,Genoa,D,5.0,0.0,0.0,1.0,0.0,0,,,,,0,,,,1
6815,Fadera,Cagliari,C,7.0,1.2,0.171,0.657,17.2,1,Fazzini,6010,,,0,,,,0
6821,Hainaut,Venezia,D,5.0,3.0,0.6,0.2,23.6,2,Correia T.|Mazzocchi,4845|5481,68|,,0,,,,0
6822,Ekhator,Juventus,A,7.0,0.0,0.0,1.0,11.5,0,,,,,0,lesione del semitendinoso,2026-10-27,5,0
6826,Dembelè A.,Lecce,D,7.0,0.7,0.1,0.8,15.1,1,,,,,0,,,,0
6827,Njie,Fiorentina,C,5.0,2.0,0.4,0.2,20.9,1,Goncalves P.,7625,38,,0,,,,0
6831,Neres,Napoli,A,5.0,1.0,0.2,0.6,16.6,1,Politano|Santos A.,536|7351,10|,,0,,,,0
6833,Mbangula,Bologna,C,5.0,1.1,0.22,0.56,18.0,1,,,,,0,,,,0
6844,Rowe,Atalanta,C,5.0,3.1,0.62,0.24,24.4,3,Raspadori,4371,65,,0,,,,0
6867,Valle,Como,D,5.0,5.0,1.0,1.0,30.4,4,Kaiki,7414,42,,0,,,,0
6869,Ramon,Como,D,5.0,5.0,1.0,1.0,30.4,4,,,,,0,,,,0
6875,Paz N.,Como,C,5.0,5.0,1.0,1.0,30.4,4,,,,2,1,,,,0
